date,Exports -  GWh,Imports -  GWh,Gas (OCGT) -  GWh,Hydro -  GWh,Wind -  GWh,Solar (Rooftop) -  GWh,Temperature Max - C,Temperature Mean - C,Temperature Min - C,Exports Emissions Vol - tCO₂e,Imports Emissions Vol - tCO₂e,Gas (OCGT) Emissions Vol - tCO₂e,Emissions Intensity - kgCO₂e/MWh,Volume Weighted Price - AUD/MWh,Gas (OCGT) Market Value - AUD,Hydro Market Value - AUD,Wind Market Value - AUD,Solar (Rooftop) Market Value - AUD
2023-10-17,-1.61,5.27,0.06,23.88,1.60,1.59,21.80,11.80,3.60,3.59,4912.00,38.56,160.67,46.18,2682.00,1224251.00,67312.00,33567.00
2023-10-18,-3.44,3.14,0.14,25.05,1.99,1.62,20.80,13.20,6.70,22.89,2770.00,93.95,99.67,46.56,9873.00,1321824.00,84270.00,34932.00
2023-10-19,-4.17,1.50,0.25,27.91,1.12,1.56,18.60,13.58,8.40,41.10,1323.00,165.20,51.37,44.74,17187.00,1370930.00,46848.00,26823.00
2023-10-20,-2.21,4.00,0.00,23.01,2.24,1.39,17.10,12.93,10.00,0.00,3036.00,0.00,106.77,39.83,0.00,983052.00,100860.00,27403.00
2023-10-21,0.00,9.53,0.00,11.69,6.52,0.29,16.50,13.92,11.40,0.00,5821.00,0.16,207.67,23.73,2.51,288537.00,143418.00,4211.00
2023-10-22,0.00,8.45,0.00,12.93,4.41,1.02,19.30,15.02,12.20,0.00,4287.00,0.00,159.90,21.00,0.00,286445.00,106651.00,13565.00
2023-10-23,-1.90,5.15,0.15,17.91,5.78,1.25,19.50,15.21,10.90,20.26,4243.00,101.40,152.57,34.69,9607.00,743307.00,171399.00,25103.00
2023-10-24,0.00,9.97,0.00,10.63,7.22,0.96,21.60,14.68,9.70,0.00,5488.00,0.00,190.66,18.65,0.00,204396.00,131861.00,8830.00
2023-10-25,-1.23,6.28,0.00,14.90,10.87,1.10,11.20,8.99,6.70,0.00,4445.00,0.00,139.25,24.86,0.00,455822.00,261922.00,10888.00
2023-10-26,-1.15,5.45,0.00,18.41,7.08,1.50,13.90,9.06,5.70,0.00,3636.00,0.06,116.20,33.26,1.09,736820.00,218249.00,9705.00
2023-10-27,-1.23,5.11,0.00,23.55,2.39,1.59,14.30,10.35,7.00,0.00,4138.00,0.00,131.76,48.06,0.00,1257739.00,114784.00,30006.00
2023-10-28,0.00,1.99,0.41,19.19,7.71,1.09,19.10,13.05,7.10,0.00,1376.00,274.80,54.32,67.89,41034.00,1312938.00,571803.00,70421.00
2023-10-29,0.00,0.00,1.11,22.03,4.76,1.53,19.70,13.45,9.30,0.00,0.00,737.10,25.05,94.88,113100.00,2094049.00,439307.00,153657.00
2023-10-30,0.00,0.00,0.07,19.70,9.75,1.08,19.50,14.15,10.60,0.00,0.00,44.39,1.45,60.52,6434.00,1187790.00,592277.00,72704.00
2023-10-31,0.00,0.00,0.00,19.42,9.75,1.44,15.70,11.35,7.50,0.00,0.00,0.00,0.00,67.19,0.00,1314105.00,644947.00,98124.00
2023-11-01,0.00,0.00,0.36,24.70,2.95,1.73,18.30,12.92,6.70,0.00,0.00,236.70,7.96,77.33,35019.00,1903741.00,224669.00,140550.00
2023-11-02,-0.61,0.50,0.00,25.95,2.55,1.73,17.10,12.40,6.70,0.00,382.50,0.00,12.70,70.36,0.00,1836372.00,176863.00,118132.00
2023-11-03,0.00,7.90,0.00,15.98,5.40,1.40,13.10,10.96,7.80,0.00,6080.00,0.00,198.17,41.43,0.00,721827.00,197567.00,28965.00
2023-11-04,0.00,10.30,0.00,16.18,2.35,1.17,13.70,10.12,5.30,0.00,7533.00,0.00,251.16,23.23,0.00,373761.00,66424.00,13972.00
2023-11-05,0.00,9.95,0.00,16.64,1.06,1.50,14.30,11.78,9.30,0.00,8017.00,0.00,275.01,31.26,0.00,540385.00,36987.00,22349.00
2023-11-06,-0.91,8.14,0.00,15.98,4.27,1.64,19.80,14.86,9.50,0.00,6122.00,0.00,210.28,37.69,0.00,686316.00,159218.00,28492.00
2023-11-07,-0.32,7.34,0.11,16.31,4.63,1.08,19.50,14.78,10.50,0.00,6020.00,76.11,209.15,48.08,2434.00,849332.00,221945.00,32399.00
2023-11-08,-1.88,7.26,0.40,18.58,3.14,1.22,22.80,16.72,12.80,9.33,5860.00,268.20,213.04,66.12,15971.00,1539007.00,162151.00,45334.00
2023-11-09,-4.30,3.68,0.30,27.21,0.42,1.47,21.60,17.11,14.90,0.00,3245.00,198.80,119.68,83.58,19784.00,2389261.00,37474.00,95650.00
2023-11-10,-2.81,5.13,0.00,20.38,3.76,1.77,27.00,17.78,13.80,0.00,4011.00,0.00,142.08,56.69,0.00,1329061.00,194368.00,63088.00
2023-11-11,0.00,9.50,0.00,11.52,5.74,1.48,20.40,15.85,9.80,0.00,6464.00,0.00,228.90,33.11,0.00,467157.00,134383.00,15296.00
2023-11-12,0.00,8.69,0.00,11.45,7.72,1.26,18.60,12.33,8.20,0.00,6581.00,0.00,225.95,25.24,0.00,465595.00,79507.00,-22233.00
2023-11-13,-1.34,6.18,0.00,16.19,6.84,1.90,22.00,15.05,9.30,0.00,4955.00,0.00,166.48,63.38,0.00,1260156.00,431842.00,34175.00
2023-11-14,-3.57,2.90,0.29,24.23,3.55,1.67,17.00,13.50,10.90,39.28,2603.00,191.30,94.81,86.90,25408.00,2093183.00,320577.00,145664.00
2023-11-15,-3.67,4.13,0.00,22.65,3.64,1.67,20.20,13.49,10.30,0.00,3525.00,0.00,124.02,71.85,0.00,1744584.00,305073.00,53106.00
2023-11-16,-0.59,6.09,0.00,17.20,5.81,1.21,14.50,11.41,8.40,0.00,4016.00,0.00,135.15,65.69,0.00,1375483.00,333847.00,19436.00
2023-11-17,0.00,8.05,0.00,15.67,3.91,1.65,21.50,14.84,7.00,0.00,6303.00,0.00,215.21,58.59,0.00,1079497.00,187192.00,28137.00
2023-11-18,-0.23,9.03,0.11,17.23,1.36,1.47,15.30,12.99,10.80,6.14,8320.00,70.17,289.45,72.13,12423.00,1334935.00,89991.00,33004.00
2023-11-19,0.00,9.90,0.00,15.88,1.13,1.37,22.80,14.42,11.20,0.00,9566.00,0.00,338.21,76.56,0.00,1277931.00,64725.00,35118.00
2023-11-20,-0.27,7.15,0.24,18.70,2.13,1.53,20.10,15.02,9.70,6.88,6262.00,159.60,217.60,106.26,28208.00,2119760.00,197399.00,117136.00
2023-11-21,0.00,8.59,0.00,17.26,1.98,1.73,19.80,15.61,12.30,0.00,7161.00,0.00,242.32,86.37,0.00,1574145.00,145943.00,116846.00
2023-11-22,0.00,9.97,0.00,14.92,2.78,1.63,19.30,15.02,12.30,0.00,7407.00,0.00,252.83,56.36,0.00,894631.00,139767.00,25592.00
2023-11-23,0.00,10.30,0.00,15.92,1.51,1.82,17.30,14.14,9.60,0.00,8179.00,0.00,276.79,83.49,0.00,1340980.00,121362.00,99820.00
2023-11-24,-0.14,8.73,0.00,15.70,3.57,1.50,23.00,17.44,11.10,0.00,6946.00,0.00,236.65,89.89,0.00,1438938.00,312187.00,125357.00
2023-11-25,0.00,9.82,0.00,15.82,2.06,0.73,17.30,15.38,14.10,0.00,7694.00,0.00,270.69,55.65,0.00,877944.00,135757.00,13743.00
2023-11-26,0.00,10.20,0.00,13.12,4.36,0.78,14.60,12.32,8.80,0.00,7840.00,0.00,275.48,45.55,0.00,595845.00,206830.00,13034.00
2023-11-27,0.00,10.54,0.27,15.02,2.65,1.00,13.60,11.12,8.80,0.00,8918.00,179.10,308.60,63.46,10356.00,990014.00,144703.00,29876.00
2023-11-28,0.00,10.36,0.21,15.26,2.52,1.21,15.60,12.76,10.70,0.00,8785.00,139.50,301.89,85.52,20530.00,1310259.00,215098.00,93264.00
2023-11-29,0.00,9.90,0.06,12.09,5.63,1.25,16.90,13.60,11.20,0.00,5959.00,37.46,207.31,28.63,1336.00,352194.00,152342.00,23344.00
2023-11-30,0.00,10.52,0.15,12.28,5.17,1.31,17.00,14.10,12.00,0.00,6567.00,99.30,226.53,35.02,6478.00,451581.00,165898.00,42785.00
2023-12-01,0.00,10.48,0.00,15.12,2.36,1.32,18.30,14.81,11.50,0.00,7851.00,0.00,268.12,51.57,0.00,796506.00,105591.00,34020.00
2023-12-02,0.00,10.45,0.00,14.44,2.35,1.50,19.10,15.51,11.40,0.00,8022.00,0.00,279.19,47.94,0.00,703197.00,101699.00,28456.00
2023-12-03,0.00,10.08,0.00,15.18,0.64,1.45,19.30,15.91,12.70,0.00,8865.00,0.00,324.12,56.73,0.00,881607.00,33990.00,23259.00
2023-12-04,-0.91,8.16,0.13,16.53,4.13,1.11,24.40,18.63,11.90,17.05,6562.00,83.07,227.44,58.41,10720.00,1144331.00,168430.00,28117.00
2023-12-05,-0.11,7.53,0.00,15.10,5.24,1.45,21.90,17.59,13.20,0.00,6410.00,0.00,219.42,79.75,0.00,1274139.00,367377.00,94271.00
2023-12-06,-2.00,6.22,0.13,17.20,4.87,1.83,23.20,16.79,12.70,23.65,5465.00,86.57,195.70,65.02,7149.00,1164442.00,327969.00,93869.00
2023-12-07,-1.41,5.81,0.15,18.78,3.36,1.91,23.40,16.92,11.10,23.07,5289.00,102.10,187.60,107.77,17935.00,2109215.00,349756.00,200266.00
2023-12-08,-1.08,6.46,0.24,20.19,2.31,1.09,21.60,15.88,11.30,23.87,4387.00,158.50,154.75,83.50,26371.00,1720382.00,203691.00,84194.00
2023-12-09,-0.06,8.11,0.00,15.03,4.35,1.05,18.10,14.35,10.10,0.00,6464.00,0.00,226.94,76.19,0.00,1182830.00,322742.00,71294.00
2023-12-10,0.00,10.42,0.00,14.60,2.06,1.57,19.70,13.41,6.80,0.00,6891.00,0.00,240.48,45.56,0.00,678023.00,88543.00,69037.00
2023-12-11,-0.12,7.76,0.00,17.60,2.65,1.87,20.00,15.09,10.40,0.00,5531.00,0.00,185.83,89.75,0.00,1621194.00,240892.00,182372.00
2023-12-12,-1.62,7.70,0.17,17.99,2.76,1.87,22.90,16.98,9.70,28.70,5566.00,116.00,195.78,82.43,11746.00,1432548.00,229906.00,146994.00
2023-12-13,-0.24,7.38,0.00,14.58,6.50,0.98,26.60,19.87,13.00,0.00,5546.00,0.00,189.84,96.29,0.00,1444203.00,608389.00,100570.00
2023-12-14,-1.75,7.37,0.00,13.08,8.92,1.14,22.20,18.33,14.30,0.00,5139.00,0.00,178.71,39.96,0.00,748657.00,309604.00,10311.00
2023-12-15,-2.45,5.79,0.59,18.83,4.47,1.69,18.10,15.14,10.70,0.00,4509.00,389.60,169.41,56.96,13121.00,1214801.00,247861.00,34728.00
2023-12-16,-2.15,6.59,0.00,13.10,9.93,1.46,18.60,14.64,12.40,0.00,4561.00,0.00,157.69,21.84,0.00,533391.00,197611.00,-35558.00
2023-12-17,-3.25,4.62,0.15,22.01,3.49,1.69,23.10,16.58,12.00,24.43,3890.00,98.95,138.11,54.97,9941.00,1387797.00,182445.00,50786.00
2023-12-18,-1.88,4.53,0.65,22.41,2.94,0.74,21.30,16.58,13.60,24.00,3610.00,433.70,136.74,72.43,50182.00,1631384.00,211879.00,58096.00
2023-12-19,-0.38,7.95,0.21,14.25,5.15,1.43,19.10,15.21,10.60,0.00,5005.00,139.00,179.79,42.10,12362.00,667106.00,193642.00,36591.00
2023-12-20,0.00,10.33,1.08,11.66,3.77,1.79,17.00,13.15,8.10,0.00,7075.00,717.60,272.15,36.57,42082.00,432354.00,130762.00,27785.00
2023-12-21,0.00,9.94,0.98,13.15,2.45,1.46,18.10,14.71,11.80,0.00,5925.00,654.50,235.05,31.09,37156.00,423044.00,61813.00,20311.00
2023-12-22,0.00,10.11,0.84,14.56,1.60,1.61,19.00,15.12,10.00,0.00,6911.00,560.80,260.10,36.10,25235.00,543954.00,45706.00,17258.00
2023-12-23,0.00,9.32,0.43,16.38,0.81,1.77,19.60,15.58,10.20,0.00,7121.00,288.00,257.99,39.91,19356.00,676204.00,30588.00,20976.00
2023-12-24,0.00,9.76,0.00,15.18,1.84,1.42,20.50,16.79,12.90,0.00,7445.00,0.00,263.94,31.46,0.00,509518.00,42871.00,22857.00
2023-12-25,0.00,10.30,0.00,11.66,3.86,1.86,20.60,16.77,11.60,0.00,6066.00,0.00,219.12,14.74,0.00,186981.00,43398.00,14338.00
2023-12-26,0.00,9.09,0.29,13.88,3.02,1.82,23.20,18.32,12.80,0.00,5787.00,191.40,212.76,29.06,21356.00,467528.00,75298.00,22498.00
2023-12-27,-0.53,7.61,0.97,16.42,2.68,1.70,24.00,19.71,14.60,0.00,6233.00,647.20,238.48,49.60,37768.00,931730.00,123468.00,34443.00
2023-12-28,-0.11,7.84,0.00,15.07,4.48,1.40,19.90,16.86,12.70,0.00,6634.00,0.00,231.29,37.34,0.00,647383.00,138902.00,24489.00
2023-12-29,0.00,8.05,0.00,12.83,6.55,1.53,19.60,15.07,11.40,0.00,6582.00,0.00,227.28,38.85,0.00,573672.00,212809.00,46345.00
2023-12-30,0.00,9.18,0.00,9.00,8.84,1.59,18.00,13.93,11.00,0.00,7034.00,0.00,245.82,20.79,0.00,263341.00,132880.00,-255.80
2023-12-31,0.00,10.36,0.21,13.73,1.59,1.85,22.60,16.85,12.30,0.00,8896.00,138.00,325.60,38.05,15965.00,531537.00,54025.00,21982.00
2024-01-01,0.00,10.30,1.37,13.85,1.07,1.41,20.50,16.26,13.10,0.00,8724.00,909.10,344.06,48.52,65228.00,682112.00,52663.00,23312.00
2024-01-02,0.00,10.19,1.10,13.12,3.29,1.23,21.50,17.96,15.40,0.00,7698.00,731.30,291.41,67.37,70216.00,906986.00,206274.00,50041.00
2024-01-03,-0.17,7.57,1.11,15.02,3.84,1.32,23.10,18.29,14.20,4.75,6418.00,740.40,249.29,89.26,96953.00,1376497.00,343216.00,114630.00
2024-01-04,0.00,10.25,0.45,10.94,4.46,1.39,17.40,15.01,13.60,0.00,7838.00,301.50,296.10,63.26,34603.00,704467.00,269140.00,52146.00
2024-01-05,0.00,10.23,0.94,15.02,0.65,1.70,19.80,15.91,12.90,0.00,7655.00,625.80,290.11,54.18,39349.00,831656.00,35363.00,48713.00
2024-01-06,-0.30,7.87,1.05,14.46,2.67,1.74,23.20,17.60,11.90,3.68,6128.00,697.10,248.23,63.26,55684.00,1009870.00,180616.00,70593.00
2024-01-07,0.00,9.24,0.20,13.47,3.38,1.00,25.70,19.16,15.30,0.00,8371.00,132.50,311.51,64.51,8435.00,914966.00,195864.00,45290.00
2024-01-08,0.00,9.57,0.35,12.91,5.07,0.68,17.80,15.38,14.10,0.00,8153.00,232.00,293.39,69.37,17551.00,934785.00,327149.00,34882.00
2024-01-09,-0.10,7.81,1.23,16.19,1.06,1.87,20.80,16.90,14.10,3.00,6856.00,815.60,273.38,76.17,89243.00,1343293.00,82461.00,81255.00
2024-01-10,-0.96,6.39,0.00,15.09,4.82,1.64,28.10,20.59,14.30,0.00,5474.00,0.00,202.85,68.90,0.00,1260101.00,282648.00,39286.00
2024-01-11,0.00,9.78,0.78,13.26,2.71,1.94,26.60,19.74,14.70,0.00,8293.00,521.60,309.50,57.68,42022.00,804816.00,151048.00,49171.00
2024-01-12,-0.20,8.47,1.34,16.63,1.09,1.75,26.00,19.98,16.40,5.30,7558.00,893.00,290.41,85.62,113520.00,1487341.00,94323.00,133550.00
2024-01-13,0.00,10.12,0.70,10.16,5.90,1.73,21.20,16.98,13.80,0.00,7190.00,462.70,267.53,34.69,36589.00,348920.00,204007.00,28755.00
2024-01-14,0.00,10.23,0.97,11.57,3.98,1.89,20.20,15.49,11.90,0.00,7002.00,646.60,266.97,23.07,22457.00,285095.00,83190.00,24521.00
2024-01-15,0.00,9.24,1.23,13.44,4.04,1.72,22.80,17.82,13.00,0.00,6845.00,816.80,258.25,53.79,61042.00,753901.00,237009.00,63533.00
2024-01-16,-0.35,8.04,0.00,11.33,9.03,1.53,30.80,22.84,15.30,0.00,5314.00,0.00,179.73,46.56,0.00,619602.00,399738.00,44197.00
2024-01-17,-0.78,6.50,0.00,14.88,6.68,0.57,21.10,17.99,13.10,0.00,4683.00,0.00,168.16,50.17,0.00,833952.00,343988.00,14778.00
2024-01-18,-0.20,8.12,0.00,6.89,10.71,1.09,20.20,15.55,12.70,0.00,5512.00,0.00,207.17,5.84,0.00,90391.00,99677.00,-26591.00
2024-01-19,-1.05,4.43,0.00,14.17,6.74,1.75,23.40,17.91,13.60,0.00,3819.00,0.00,146.69,32.09,0.00,668517.00,115947.00,10728.00
2024-01-20,-0.17,7.90,0.00,17.02,1.50,0.89,23.90,17.82,13.20,0.00,6069.00,0.00,223.62,31.92,0.00,603230.00,52847.00,13184.00
2024-01-21,0.00,9.66,0.00,11.20,4.75,1.07,17.90,14.69,12.20,0.00,7470.00,0.00,279.97,25.47,0.00,322307.00,95602.00,12982.00
2024-01-22,0.00,10.14,0.00,13.72,3.42,1.54,15.20,12.67,9.90,0.00,8009.00,0.00,277.90,32.84,0.00,471124.00,96797.00,20031.00
2024-01-23,-0.78,8.75,0.00,14.82,4.86,0.86,19.50,15.24,11.80,0.00,7589.00,0.00,266.14,51.79,0.00,794163.00,266197.00,41380.00
2024-01-24,-2.10,6.07,0.00,15.60,7.98,1.56,28.00,19.47,15.00,0.00,4851.00,0.00,166.65,60.03,0.00,961688.00,470586.00,102823.00
2024-01-25,-4.76,0.93,0.03,23.41,8.44,1.61,26.10,20.28,15.50,5.80,922.50,22.24,31.65,67.68,1997.00,1565840.00,561983.00,92685.00
2024-01-26,-0.37,6.96,0.00,9.19,11.00,1.65,22.60,17.56,14.50,0.00,5659.00,0.00,199.02,8.14,0.00,202913.00,104987.00,-45679.00
2024-01-27,-0.46,7.10,0.00,9.64,10.79,1.47,22.90,17.35,14.40,0.00,6218.00,0.00,217.90,9.06,0.00,181379.00,99152.00,-24166.00
2024-01-28,-1.98,5.08,0.00,16.80,7.52,1.64,26.40,19.90,14.10,0.00,4706.00,0.00,161.96,25.45,0.00,659353.00,150525.00,-20097.00
2024-01-29,-1.59,5.17,0.00,19.31,5.25,1.53,28.10,20.42,13.40,0.00,4037.00,0.00,136.08,51.95,0.00,1185208.00,238050.00,30934.00
2024-01-30,-0.24,7.20,0.00,17.89,2.62,1.91,26.70,16.57,9.30,0.00,5737.00,0.00,195.25,46.66,0.00,934505.00,119676.00,36439.00
2024-01-31,-0.13,7.19,0.03,14.66,4.46,1.71,22.50,18.05,15.20,0.23,5852.00,21.04,210.33,100.83,-1155.00,1495077.00,343189.00,17218.00
2024-02-01,-1.04,6.34,0.00,12.22,10.52,1.52,25.80,19.30,14.50,0.00,4758.00,0.00,160.93,37.70,0.00,555753.00,404317.00,22347.00
2024-02-02,-1.86,6.91,0.00,14.04,8.77,1.77,20.20,15.79,12.10,0.00,5349.00,0.00,180.56,30.27,0.00,726861.00,185957.00,-26074.00
2024-02-03,-3.90,4.22,0.00,21.28,5.95,1.96,29.30,19.39,9.40,0.00,3493.00,0.00,118.37,37.44,0.00,1093892.00,163625.00,-8636.00
2024-02-04,-3.53,4.27,0.00,23.25,4.10,1.02,19.20,15.33,14.00,0.00,3069.00,0.00,105.40,44.18,0.00,1156065.00,169986.00,27587.00
2024-02-05,-1.92,5.03,0.00,19.70,5.69,1.65,24.10,16.77,12.10,0.00,4109.00,0.00,136.27,57.68,0.00,1183846.00,325384.00,104210.00
2024-02-06,-0.86,7.09,0.00,18.43,3.32,1.59,20.70,15.64,11.00,0.00,5558.00,0.00,188.01,41.91,0.00,877421.00,123221.00,18307.00
2024-02-07,0.00,9.73,0.00,14.80,2.16,1.83,21.10,16.49,12.10,0.00,7829.00,0.00,274.50,46.94,0.00,727115.00,91875.00,26905.00
2024-02-08,-0.25,9.22,0.00,17.24,1.08,1.77,22.60,17.99,14.70,0.00,7445.00,0.00,256.20,54.02,0.00,1010847.00,59118.00,37184.00
2024-02-09,0.00,9.81,0.00,13.69,4.21,1.63,23.60,17.32,11.90,0.00,7647.00,0.00,260.62,38.21,0.00,582253.00,117456.00,16865.00
2024-02-10,0.00,10.20,0.00,12.61,3.88,1.69,18.40,14.20,10.40,0.00,8132.00,0.00,286.55,34.73,0.00,477209.00,114473.00,25681.00
2024-02-11,-0.95,8.50,0.00,16.50,2.45,1.47,23.40,17.39,10.90,0.00,6928.00,0.00,247.72,54.48,0.00,1049451.00,103008.00,47822.00
2024-02-12,-3.05,6.11,0.51,23.67,0.89,1.76,22.60,18.48,15.30,81.98,4898.00,337.00,172.47,74.52,32449.00,1791749.00,68279.00,131928.00
2024-02-13,-3.12,4.77,0.59,20.92,5.60,1.01,28.70,18.97,14.70,86.63,3270.00,391.70,120.07,930.30,1434345.00,26519363.00,4904807.00,1183669.00
2024-02-14,-0.88,7.15,0.16,15.22,4.76,1.67,20.70,15.19,10.30,25.69,5302.00,109.60,191.79,55.41,11327.00,928609.00,278418.00,33390.00
2024-02-15,0.00,8.96,0.00,14.88,3.80,1.74,25.70,18.07,12.20,0.00,7117.00,0.00,242.17,56.63,0.00,900332.00,189715.00,33303.00
2024-02-16,0.00,9.63,0.00,17.03,0.99,1.74,24.30,17.84,11.80,0.00,7552.00,0.00,256.96,70.49,0.00,1229234.00,65990.00,83336.00
2024-02-17,0.00,9.17,0.00,16.55,1.36,1.72,24.50,18.31,13.60,0.00,7513.00,0.00,260.88,63.39,0.00,1088798.00,80940.00,42435.00
2024-02-18,0.00,9.92,0.00,13.56,3.32,1.76,27.20,19.62,12.50,0.00,8128.00,0.00,284.59,54.38,0.00,765586.00,164324.00,37747.00
2024-02-19,0.00,9.92,0.00,15.18,3.13,1.47,18.20,16.16,15.00,0.00,7632.00,0.00,256.97,52.57,0.00,844742.00,152963.00,22608.00
2024-02-20,-1.24,7.24,0.00,19.40,2.93,1.12,23.00,18.72,15.30,0.00,6436.00,0.00,218.57,78.87,0.00,1599562.00,229976.00,84726.00
2024-02-21,-2.58,6.86,0.62,19.12,4.38,1.18,30.90,22.91,15.10,104.20,5253.00,415.10,188.07,67.17,36039.00,1284796.00,294305.00,79400.00
2024-02-22,-3.60,3.54,0.75,22.14,6.50,1.21,34.80,26.01,18.90,113.10,2443.00,500.90,92.69,82.09,52480.00,1848869.00,533999.00,100843.00
2024-02-23,0.00,9.23,0.00,9.43,9.55,1.36,20.30,17.65,14.60,0.00,6738.00,0.00,227.82,31.99,0.00,347697.00,299176.00,-6242.00
2024-02-24,0.00,10.17,0.00,14.13,2.59,1.76,20.50,16.36,13.60,0.00,8881.00,0.00,310.02,38.56,0.00,550896.00,104183.00,22802.00
2024-02-25,0.00,8.92,0.00,12.86,5.66,0.84,23.10,17.31,12.70,0.00,7640.00,0.00,270.16,52.34,0.00,678794.00,332306.00,27431.00
2024-02-26,0.00,9.56,0.00,13.47,4.14,1.72,19.30,15.37,10.90,0.00,7865.00,0.00,272.33,61.52,0.00,862141.00,248104.00,56798.00
2024-02-27,-1.43,6.48,0.27,17.55,4.45,1.45,24.50,17.20,10.20,22.87,5539.00,180.40,198.01,67.52,21433.00,1301533.00,291753.00,54795.00
2024-02-28,-1.57,7.03,0.42,15.22,6.90,1.09,30.00,21.43,16.90,59.34,4899.00,280.10,176.03,60.70,24876.00,964802.00,427129.00,55284.00
2024-02-29,-1.49,4.65,0.33,16.07,8.86,1.39,24.40,20.83,16.00,43.26,3898.00,217.70,136.57,69.52,24532.00,1234427.00,589182.00,86068.00
2024-03-01,-1.35,6.22,0.06,14.30,8.29,1.25,23.90,17.93,13.30,4.29,5528.00,38.98,193.35,137.88,45954.00,2173868.00,914612.00,52489.00
2024-03-02,0.00,8.82,0.00,12.19,6.89,1.31,19.00,15.03,12.00,0.00,7240.00,0.00,247.80,93.71,0.00,1329291.00,561222.00,172734.00
2024-03-03,0.00,9.74,0.00,8.44,9.78,1.37,16.50,13.03,9.10,0.00,7827.00,0.00,266.92,24.24,0.00,230015.00,225317.00,-22301.00
2024-03-04,0.00,9.64,0.00,15.44,1.96,1.36,16.70,12.71,9.00,0.00,7533.00,0.00,265.27,47.66,0.00,780970.00,80214.00,19640.00
2024-03-05,-0.59,7.54,0.15,18.36,3.37,1.34,23.40,14.97,8.20,13.44,6625.00,101.40,222.54,76.79,18874.00,1552457.00,238071.00,66291.00
2024-03-06,-0.41,6.80,0.26,16.90,3.55,1.61,26.60,18.18,11.60,8.73,6077.00,175.80,217.46,98.92,25997.00,1720733.00,351236.00,137128.00
2024-03-07,0.00,9.53,0.00,16.17,2.83,1.58,20.80,16.48,12.30,0.00,7459.00,0.00,247.75,66.52,0.00,1114146.00,169185.00,39788.00
2024-03-08,-2.04,5.96,0.00,21.88,2.54,1.51,20.40,18.07,15.50,0.00,5209.00,0.00,174.52,82.30,0.00,1794070.00,209748.00,111615.00
2024-03-09,-1.63,6.79,0.00,16.36,7.23,1.23,33.40,23.74,13.70,0.00,4900.00,0.00,163.44,67.36,0.00,1222818.00,450013.00,65765.00
2024-03-10,-2.43,6.44,0.48,20.91,3.47,0.45,26.20,19.59,14.80,73.45,4157.00,321.40,150.26,63.03,34333.00,1423381.00,215481.00,21442.00
2024-03-11,-2.35,6.35,0.24,20.36,3.90,0.71,25.10,18.77,15.20,28.29,4446.00,162.60,156.72,75.83,19575.00,1610950.00,291694.00,50011.00
2024-03-12,-2.21,4.67,0.24,18.93,6.44,1.38,24.20,16.24,10.30,21.40,3957.00,159.50,139.07,84.81,18278.00,1600510.00,538269.00,124768.00
2024-03-13,-1.52,5.47,0.17,21.60,2.07,1.32,18.50,14.24,11.40,11.72,4895.00,110.50,171.50,103.07,18587.00,2239974.00,210229.00,138706.00
2024-03-14,0.00,9.14,0.00,14.91,4.08,1.38,16.80,13.37,10.10,0.00,7214.00,0.00,244.51,78.82,0.00,1219657.00,315744.00,84763.00
2024-03-15,0.00,9.65,0.00,17.14,1.51,1.47,17.30,12.44,7.40,0.00,6922.00,0.00,232.54,71.14,0.00,1287667.00,94989.00,35479.00
2024-03-16,-0.33,8.07,0.00,18.00,1.88,1.44,18.50,13.72,8.00,0.00,5998.00,0.00,206.44,76.73,0.00,1462957.00,157126.00,89052.00
2024-03-17,-0.29,8.74,0.00,13.98,4.20,1.24,25.60,17.41,11.80,0.00,6687.00,0.00,239.92,68.10,0.00,1023571.00,284596.00,61545.00
2024-03-18,-0.51,6.95,0.00,11.49,7.91,1.21,29.40,20.79,13.80,0.00,5559.00,0.00,205.41,75.03,0.00,942314.00,590923.00,76635.00
2024-03-19,-0.08,7.95,0.00,9.40,9.10,0.71,29.40,22.51,14.00,0.00,5409.00,0.00,199.64,52.78,0.00,567485.00,461617.00,20459.00
2024-03-20,0.00,8.48,0.00,11.43,6.30,1.08,16.70,12.50,10.80,0.00,5671.00,0.00,207.74,52.36,0.00,703891.00,298317.00,14715.00
2024-03-21,-0.06,8.74,0.00,14.28,3.04,1.32,21.50,15.29,8.90,0.00,7592.00,0.00,277.82,65.44,0.00,1017064.00,174635.00,27234.00
2024-03-22,-1.13,8.09,0.00,16.82,3.48,1.07,21.50,14.92,9.40,0.00,6871.00,0.00,242.56,72.10,0.00,1334232.00,221004.00,28260.00
2024-03-23,0.00,9.06,0.00,13.86,4.22,1.30,21.00,14.94,10.50,0.00,7151.00,0.00,251.40,55.22,0.00,759783.00,279068.00,19885.00
2024-03-24,0.00,6.98,0.00,9.31,11.97,0.68,19.20,15.62,12.20,0.00,5704.00,0.00,197.11,46.71,0.00,485627.00,551370.00,8636.00
2024-03-25,-0.46,6.82,0.00,13.79,9.21,0.97,21.40,16.87,14.50,0.00,5385.00,0.00,177.60,64.38,0.00,1002787.00,569894.00,23928.00
2024-03-26,-1.72,5.56,0.06,19.83,5.50,1.04,19.80,16.09,12.60,9.62,4839.00,40.21,160.83,76.14,3688.00,1644781.00,424335.00,38024.00
