date,Battery (Charging) -  GWh,Exports -  GWh,Imports -  GWh,Distillate -  GWh,Gas (Steam) -  GWh,Gas (CCGT) -  GWh,Gas (OCGT) -  GWh,Gas (Reciprocating) -  GWh,Battery (Discharging) -  GWh,Wind -  GWh,Solar (Utility) -  GWh,Solar (Rooftop) -  GWh,Temperature Max - C,Temperature Mean - C,Temperature Min - C,Exports Emissions Vol - tCO₂e,Imports Emissions Vol - tCO₂e,Distillate Emissions Vol - tCO₂e,Gas (Steam) Emissions Vol - tCO₂e,Gas (CCGT) Emissions Vol - tCO₂e,Gas (OCGT) Emissions Vol - tCO₂e,Gas (Reciprocating) Emissions Vol - tCO₂e,Emissions Intensity - kgCO₂e/MWh,Volume Weighted Price - AUD/MWh,Battery (Charging) Market Value - AUD,Exports Market Value - AUD,Imports Market Value - AUD,Distillate Market Value - AUD,Gas (Steam) Market Value - AUD,Gas (CCGT) Market Value - AUD,Gas (OCGT) Market Value - AUD,Gas (Reciprocating) Market Value - AUD,Battery (Discharging) Market Value - AUD,Wind Market Value - AUD,Solar (Utility) Market Value - AUD,Solar (Rooftop) Market Value - AUD
2023-01-25,-0.19,-2.14,2.35,0.00,1.04,5.30,0.10,0.09,0.21,18.42,3.15,12.65,25.80,20.30,14.80,329.80,2370.00,0.00,735.30,2512.00,80.22,77.05,83.12,59.28,-2561.00,-82507.00,-156723.00,0.00,-2835.00,520146.00,11696.00,8759.00,15100.00,990029.00,-106805.00,-579112.00
2023-01-26,-0.23,-1.10,3.23,0.00,1.51,3.73,0.00,0.06,0.15,14.41,2.27,12.16,28.50,20.75,15.30,493.00,2929.00,0.00,1069.00,1767.00,3.41,52.25,84.34,54.36,-10741.00,-51554.00,-232347.00,0.00,13899.00,325691.00,96.70,6879.00,8124.00,707680.00,-58709.00,-537193.00
2023-01-27,-0.21,-1.16,4.92,0.30,1.61,5.94,1.83,0.91,0.14,16.17,3.25,11.97,37.40,26.92,13.60,2138.00,4422.00,426.00,1143.00,2742.00,2013.00,793.80,168.99,183.61,5813.00,35165.00,-488936.00,106405.00,354387.00,1166374.00,464505.00,305479.00,42567.00,1428866.00,689243.00,1348468.00
2023-01-28,-0.21,-0.83,7.67,0.01,0.74,5.61,0.65,0.42,0.17,19.92,1.14,4.20,30.70,25.35,20.00,1681.00,6569.00,7.96,524.50,2659.00,612.80,367.60,126.95,54.11,1276.00,-15460.00,-531597.00,1028.00,-20319.00,662785.00,102029.00,64116.00,17960.00,376522.00,31368.00,247646.00
2023-01-29,-0.25,-0.38,7.63,0.01,0.00,11.30,0.38,0.18,0.17,8.26,1.06,5.47,23.50,20.38,17.00,2500.00,7940.00,8.07,0.00,5494.00,318.50,154.10,222.70,135.12,27833.00,39666.00,-935406.00,1028.00,0.00,1480452.00,43479.00,34633.00,22412.00,996987.00,120435.00,599634.00
2023-01-30,-0.22,-0.77,4.54,0.00,0.27,9.67,0.12,0.00,0.15,10.49,2.67,10.19,26.00,19.99,15.00,1108.00,4330.00,0.00,191.50,4849.00,95.97,0.00,153.08,87.87,10739.00,-8641.00,-425436.00,0.00,-396.50,968963.00,18238.00,0.00,14932.00,890318.00,26093.00,125240.00
2023-01-31,-0.15,-1.81,4.80,0.00,0.67,7.06,0.36,0.10,0.11,9.65,4.04,12.49,24.00,18.73,12.50,1506.00,4614.00,0.00,475.00,3445.00,309.30,89.43,125.22,94.92,3432.00,-16728.00,-472609.00,0.00,-13099.00,846465.00,47290.00,12422.00,12157.00,925987.00,-10413.00,-155401.00
2023-02-01,-0.19,-1.11,4.61,0.00,1.02,4.37,0.17,0.00,0.19,15.72,3.65,7.39,20.50,17.10,12.90,725.80,4192.00,1.55,723.90,2071.00,161.60,0.00,91.00,68.80,3655.00,724.50,-428635.00,27.21,18217.00,468009.00,26809.00,0.00,21573.00,1008745.00,-60860.00,-133855.00
2023-02-02,-0.29,-7.82,0.55,0.00,1.68,0.99,0.00,0.00,0.17,34.12,1.63,6.32,20.60,16.73,15.00,72.91,536.00,0.00,1187.00,470.50,3.40,0.00,36.99,4.58,-4207.00,-161043.00,-77972.00,0.00,-25016.00,106135.00,11.05,0.00,-864.10,-59249.00,-79298.00,-352253.00
2023-02-03,-0.27,-7.43,0.31,0.00,1.98,0.00,0.00,0.00,0.20,31.34,1.57,9.23,18.90,15.49,12.30,14.51,229.00,0.00,1404.00,0.00,3.41,0.00,31.75,-12.55,-10467.00,-278095.00,-11596.00,0.00,-49556.00,0.00,-90.84,0.00,-151.00,-521148.00,-103266.00,-710216.00
2023-02-04,-0.22,-1.55,7.25,0.00,1.38,2.45,0.52,0.00,0.22,11.55,2.81,8.15,20.00,16.38,12.20,1429.00,5215.00,0.00,976.00,1160.00,698.00,0.00,104.64,37.29,825.50,-67266.00,-197870.00,0.00,5355.00,167345.00,21959.00,0.00,13048.00,425547.00,-125817.00,-388010.00
2023-02-05,-0.21,-2.32,4.76,0.00,1.15,5.04,0.00,0.00,0.11,8.67,3.57,12.11,23.00,17.36,10.90,1073.00,4599.00,0.00,813.50,2385.00,3.40,0.00,104.47,76.80,-1140.00,-59920.00,-329158.00,0.00,5964.00,498633.00,164.70,0.00,9839.00,743150.00,-84164.00,-383890.00
2023-02-06,-0.18,-1.74,2.32,0.00,1.01,4.40,0.24,0.00,0.13,15.21,4.18,12.21,28.40,19.92,11.80,334.50,2167.00,0.00,714.50,2083.00,218.20,0.00,80.67,82.87,6451.00,28753.00,-230192.00,0.00,33486.00,441297.00,30434.00,0.00,11305.00,1359806.00,44913.00,70720.00
2023-02-07,-0.21,-1.60,1.00,0.00,1.24,4.26,0.76,0.00,0.17,18.93,4.09,12.17,31.00,22.53,14.00,130.00,822.20,0.00,878.40,2017.00,631.60,0.00,84.74,61.93,789.00,-5827.00,-98411.00,0.00,31076.00,352151.00,51068.00,0.00,14168.00,1303711.00,-57255.00,-222700.00
2023-02-08,-0.31,-0.92,3.23,0.00,1.20,3.53,0.71,0.00,0.21,20.18,4.12,11.04,32.70,25.49,18.10,396.50,2523.00,4.25,850.50,1673.00,646.00,0.72,77.44,89.90,13234.00,24245.00,-279401.00,1235.00,52886.00,440482.00,43582.00,357.20,32025.00,1640339.00,230778.00,126421.00
2023-02-09,-0.24,-0.26,7.88,0.27,1.20,8.72,2.02,0.68,0.25,10.83,4.00,11.60,36.60,27.50,16.80,2701.00,6124.00,354.90,847.50,4044.00,2155.00,591.10,202.02,475.18,43941.00,3177.00,-980733.00,594268.00,1020724.00,3706809.00,2254873.00,1005705.00,281878.00,2454513.00,721923.00,1792794.00
2023-02-10,-0.31,-1.70,7.26,0.00,1.39,6.29,0.29,0.00,0.25,14.47,3.72,10.55,30.80,22.19,18.70,1555.00,6017.00,0.15,983.10,2981.00,268.40,3.73,114.60,107.83,24086.00,-29020.00,-864185.00,16.33,101904.00,831085.00,44088.00,997.40,26763.00,1310731.00,74780.00,-3624.00
2023-02-11,-0.23,-3.31,2.06,0.00,1.63,2.37,0.05,0.10,0.17,22.60,1.06,10.16,23.20,20.22,17.50,189.80,1493.00,0.00,1152.00,1121.00,56.78,90.09,63.46,44.81,-8655.00,-106862.00,-160016.00,0.00,19115.00,202667.00,4778.00,-995.50,7353.00,701992.00,-19406.00,-677004.00
2023-02-12,-0.21,-1.36,5.40,0.00,1.78,0.83,0.00,0.00,0.12,15.48,1.06,11.84,23.80,18.90,14.00,415.50,4063.00,0.00,1264.00,392.00,3.40,0.00,53.33,62.39,-8740.00,-85287.00,-399693.00,0.00,24512.00,104652.00,94.21,0.00,10258.00,802487.00,-32659.00,-918595.00
2023-02-13,-0.23,-3.14,1.80,0.00,1.35,2.89,0.00,0.00,0.15,18.94,4.12,11.91,25.20,17.81,12.70,202.20,1340.00,0.00,956.90,1369.00,3.40,0.00,59.16,72.31,147.10,-61426.00,-200319.00,0.00,37004.00,305247.00,192.90,0.00,11578.00,1375372.00,-96081.00,-380782.00
2023-02-14,-0.20,-1.84,2.29,0.00,1.29,4.59,0.34,0.26,0.21,15.13,4.00,11.81,26.30,20.74,14.30,626.10,1767.00,0.00,911.00,2175.00,319.90,228.40,96.60,79.67,2181.00,-20515.00,-279907.00,0.00,47197.00,505081.00,47940.00,33634.00,23758.00,1133464.00,-5549.00,-70285.00
2023-02-15,-0.27,-0.98,5.53,0.23,2.40,6.26,2.08,1.24,0.21,12.85,4.04,11.45,35.30,28.46,20.30,2916.00,4240.00,324.60,1697.00,2911.00,2178.00,1085.00,201.08,348.54,23611.00,76686.00,-856692.00,305876.00,844849.00,2575061.00,1670345.00,856673.00,183319.00,1233255.00,759515.00,1211268.00
2023-02-16,-0.31,-0.88,8.31,0.69,3.76,9.69,2.60,1.12,0.20,13.68,3.81,9.94,39.50,31.91,25.20,3198.00,5909.00,977.80,2663.00,4528.00,2795.00,975.90,262.51,821.57,52452.00,47333.00,-2059475.00,1793385.00,3767172.00,9739244.00,5440707.00,1879203.00,414885.00,2797172.00,1233150.00,2615652.00
2023-02-17,-0.27,-1.84,7.21,0.00,2.02,8.44,0.07,0.93,0.26,11.27,4.02,11.38,25.40,21.81,16.20,2194.00,5306.00,0.00,1429.00,4094.00,79.95,812.60,167.14,107.75,19477.00,47980.00,-783322.00,0.00,224098.00,958665.00,9646.00,115829.00,26142.00,1074341.00,239762.00,487938.00
2023-02-18,-0.22,-0.93,6.30,0.00,1.08,4.01,0.67,0.00,0.16,11.21,2.89,11.86,26.90,19.76,11.80,1111.00,6083.00,0.00,765.20,1899.00,589.20,0.00,102.05,87.34,-6599.00,-41510.00,-638971.00,0.00,6414.00,506738.00,67424.00,0.00,16096.00,948291.00,-79095.00,-490334.00
2023-02-19,-0.19,-0.38,4.80,0.00,0.78,5.36,0.21,0.00,0.14,11.88,3.12,11.59,29.20,21.25,12.60,805.10,4676.00,0.00,551.20,2539.00,208.50,0.01,99.74,91.93,-346.50,-4689.00,-456081.00,0.00,-16758.00,646385.00,34784.00,0.05,18331.00,1176954.00,28647.00,-60521.00
2023-02-20,-0.23,-0.40,3.94,0.00,1.01,6.19,0.52,0.07,0.19,19.49,3.97,11.21,34.10,25.31,15.20,553.60,3576.00,0.00,717.60,2932.00,505.90,62.36,98.90,89.05,11048.00,27287.00,-359663.00,0.00,55773.00,665180.00,70419.00,-590.30,26933.00,1868088.00,77363.00,171754.00
2023-02-21,-0.28,-1.72,3.81,0.00,2.05,2.16,0.03,0.00,0.15,31.04,3.53,10.72,35.70,29.09,24.30,304.60,2629.00,0.30,1450.00,1022.00,37.87,0.00,50.53,27.91,-3144.00,23961.00,-10979.00,1.21,50154.00,114139.00,-978.60,0.00,10978.00,1068344.00,-123294.00,-443762.00
2023-02-22,-0.20,-0.83,5.67,0.01,3.11,6.03,2.33,0.71,0.22,23.28,3.61,10.23,38.10,30.41,21.50,2083.00,4397.00,16.10,2203.00,2770.00,2603.00,622.50,165.86,140.16,11361.00,-8991.00,-605803.00,4244.00,510859.00,1236192.00,734230.00,190097.00,61570.00,1438937.00,617695.00,2026381.00
2023-02-23,-0.25,-0.20,7.16,0.35,4.08,8.15,3.52,1.04,0.20,22.63,3.66,10.56,39.80,32.86,26.60,2679.00,5056.00,478.70,2892.00,3857.00,3620.00,913.20,216.98,240.81,17894.00,5038.00,-729371.00,306281.00,1406953.00,2584691.00,1790978.00,599185.00,63227.00,2233504.00,595485.00,1694467.00
2023-02-24,-0.35,-0.26,4.37,0.00,1.90,3.72,0.70,1.19,0.26,35.36,2.62,9.04,37.80,29.73,20.40,663.30,2856.00,0.00,1347.00,1763.00,672.10,1042.00,88.03,51.46,1663.00,6149.00,-244582.00,0.00,102588.00,372868.00,74061.00,134352.00,19627.00,1547103.00,12415.00,538754.00
2023-02-25,-0.32,-2.58,8.42,0.02,1.15,6.27,0.55,0.12,0.24,14.07,1.77,6.52,22.80,19.46,15.80,1880.00,6664.00,33.19,813.20,2970.00,587.40,106.40,146.85,166.27,29708.00,77420.00,-652349.00,25717.00,164676.00,876126.00,162153.00,22708.00,125837.00,1545896.00,123323.00,420114.00
2023-02-26,-0.15,-1.55,2.35,0.00,1.09,3.84,0.00,0.00,0.11,15.15,2.37,11.15,24.00,17.85,13.00,281.30,2047.00,0.00,771.20,1820.00,2.45,0.00,76.93,45.43,-3212.00,-34451.00,-110220.00,0.00,-20132.00,291066.00,61.61,0.00,8022.00,705333.00,-77629.00,-505326.00
2023-02-27,-0.20,-0.76,3.98,0.00,1.05,5.92,0.17,0.00,0.09,12.14,3.81,11.25,25.70,18.28,11.70,696.50,3399.00,0.00,741.00,2802.00,157.50,0.00,107.52,77.94,5350.00,2280.00,-309175.00,0.00,45203.00,567994.00,19872.00,0.00,9342.00,1019760.00,57796.00,143177.00
2023-02-28,-0.23,-1.99,4.31,0.00,1.10,6.65,0.24,0.44,0.27,16.29,3.08,7.29,22.40,18.00,14.10,1262.00,4074.00,3.99,780.30,3148.00,221.80,386.80,128.42,93.67,13112.00,51194.00,-476986.00,550.40,105116.00,704938.00,40309.00,70975.00,31584.00,1271246.00,145344.00,338221.00
2023-03-01,-0.25,-2.30,2.05,0.00,1.10,4.35,0.18,0.00,0.11,19.99,3.67,8.73,23.30,18.46,14.30,295.00,1812.00,0.00,781.00,2059.00,192.40,0.00,79.54,56.62,2263.00,-71970.00,-189732.00,0.00,10936.00,400862.00,18305.00,0.00,10183.00,1009913.00,-66004.00,-189366.00
2023-03-02,-0.19,-1.36,4.45,0.00,0.74,6.16,0.83,0.12,0.22,14.04,3.67,8.17,22.20,18.40,15.80,995.90,4158.00,0.00,521.50,2916.00,711.20,106.20,125.36,77.92,3796.00,38663.00,-410260.00,0.00,35483.00,629477.00,41976.00,16627.00,22533.00,1031408.00,45275.00,30101.00
2023-03-03,-0.23,-1.43,1.62,0.00,1.47,4.20,0.35,0.54,0.14,16.06,3.56,11.25,25.30,18.92,13.50,188.00,1268.00,0.00,1042.00,1992.00,278.70,474.00,100.80,49.24,-2024.00,19721.00,-101612.00,0.00,28895.00,337322.00,31758.00,52560.00,10307.00,849163.00,-96867.00,-388001.00
2023-03-04,-0.21,-2.88,3.76,0.00,2.78,6.87,0.91,1.55,0.19,8.50,3.10,11.28,28.00,20.26,13.00,1484.00,3547.00,0.00,1973.00,3252.00,761.20,1354.00,208.60,85.99,-3159.00,8958.00,-357568.00,0.00,219389.00,748592.00,103308.00,166138.00,15811.00,511919.00,-24546.00,-195627.00
2023-03-05,-0.26,-3.99,3.69,0.00,1.98,4.19,0.76,0.10,0.09,23.24,1.41,3.38,24.50,19.47,15.60,1535.00,3467.00,0.00,1403.00,1984.00,643.90,88.91,117.20,16.81,92.22,-87760.00,-305683.00,0.00,59430.00,246636.00,41585.00,12027.00,2254.00,-219812.00,-11343.00,-204.90
2023-03-06,-0.24,-4.74,4.14,0.01,1.51,1.84,1.23,0.15,0.20,23.48,2.57,7.71,22.60,18.73,15.50,1422.00,3191.00,14.51,1068.00,874.00,1227.00,133.10,85.68,11.86,-4627.00,-170764.00,-176864.00,2172.00,-15064.00,152026.00,163296.00,21562.00,14948.00,-476687.00,-95908.00,-333746.00
2023-03-07,-0.20,-2.83,2.03,0.00,1.15,0.00,1.90,0.14,0.14,25.93,2.53,6.30,20.20,17.56,14.60,250.70,1357.00,0.00,818.00,0.00,1553.00,124.60,65.49,-9.74,-7965.00,-78217.00,6559.00,0.00,-13346.00,0.00,5626.00,7607.00,7286.00,-269476.00,-117633.00,-321342.00
2023-03-08,-0.27,-4.01,0.54,0.00,1.74,2.26,0.06,0.00,0.21,26.66,1.88,6.96,19.30,16.87,14.60,82.43,463.40,0.00,1236.00,1072.00,69.10,0.00,59.76,31.65,-3722.00,-25555.00,-34776.00,0.00,38490.00,127373.00,5072.00,0.00,10938.00,735336.00,-46529.00,-279430.00
2023-03-09,-0.17,-0.67,7.16,0.00,1.55,6.78,0.10,0.22,0.15,9.51,3.45,7.37,21.60,16.81,12.60,1825.00,5834.00,0.00,1095.00,3211.00,85.17,188.20,157.26,69.60,4154.00,-13368.00,-523458.00,0.00,83377.00,679987.00,13318.00,25842.00,16255.00,570805.00,-25516.00,-34431.00
2023-03-10,-0.19,-0.94,4.86,0.00,1.45,7.00,0.33,0.00,0.20,8.76,3.33,10.49,26.50,18.98,12.50,1399.00,4171.00,0.00,1025.00,3315.00,302.20,0.00,147.10,87.74,5752.00,-6626.00,-486092.00,0.00,92042.00,717151.00,42329.00,0.00,25012.00,712585.00,65625.00,106588.00
2023-03-11,-0.22,-2.28,4.37,0.00,1.53,6.15,0.23,0.10,0.17,11.04,1.91,10.42,25.00,19.03,14.30,1350.00,4377.00,0.00,1088.00,2913.00,227.90,88.13,136.79,73.06,-3453.00,-54347.00,-365541.00,0.00,54196.00,595325.00,24374.00,10923.00,11702.00,579383.00,-39865.00,-408246.00
2023-03-12,-0.23,-2.60,1.68,0.00,1.50,4.02,0.00,0.00,0.09,15.51,1.57,10.12,22.30,17.45,12.50,206.10,1476.00,0.00,1059.00,1903.00,2.41,0.00,90.36,61.30,-3525.00,-72462.00,-131033.00,0.00,32705.00,345752.00,103.40,0.00,5276.00,755212.00,-11747.00,-359603.00
2023-03-13,-0.23,-0.68,5.25,0.00,1.45,4.45,0.00,0.17,0.23,8.81,2.60,9.87,26.60,18.72,11.70,1080.00,4771.00,0.00,1028.00,2110.00,2.43,146.80,119.16,64.59,-9130.00,-35444.00,-379625.00,0.00,11050.00,429551.00,75.21,19934.00,5906.00,588458.00,-85535.00,-722389.00
2023-03-14,-0.32,-1.40,6.01,0.00,1.29,7.03,0.53,0.17,0.20,10.62,2.85,9.08,26.60,19.43,12.20,1474.00,5673.00,0.00,915.30,3328.00,540.50,150.30,155.31,106.60,24894.00,71974.00,-541361.00,0.00,94946.00,912143.00,87882.00,42817.00,27705.00,1083116.00,110864.00,350300.00
2023-03-15,-0.33,-2.56,6.50,0.01,1.40,7.63,0.94,0.23,0.36,11.39,2.87,10.22,31.40,22.28,15.00,2877.00,6534.00,9.79,994.40,3614.00,1075.00,200.70,168.18,125.89,18768.00,50805.00,-793173.00,1620.00,129425.00,1133034.00,153952.00,33309.00,48795.00,1076455.00,128127.00,356926.00
2023-03-16,-0.38,-1.00,7.35,0.00,1.46,4.62,0.18,0.04,0.21,13.23,3.18,10.22,26.70,21.02,17.20,1421.00,5553.00,5.96,1037.00,2188.00,191.40,30.74,104.21,47.87,3560.00,-48824.00,-393165.00,505.10,25509.00,360692.00,19245.00,24.13,10185.00,497848.00,-111061.00,-454046.00
2023-03-17,-0.25,-0.42,10.43,0.01,1.67,5.85,1.76,1.33,0.27,5.92,3.38,9.74,33.30,25.16,19.80,4661.00,9418.00,13.62,1182.00,2739.00,1810.00,1163.00,230.70,152.95,18013.00,4532.00,-1163993.00,1775.00,249480.00,868372.00,376603.00,248656.00,50987.00,684242.00,139122.00,295048.00
2023-03-18,-0.28,-1.65,4.58,0.00,1.76,3.12,0.11,0.33,0.20,19.41,2.07,8.86,29.60,23.58,19.00,775.10,3137.00,0.04,1247.00,1478.00,124.90,285.90,87.46,23.01,-7949.00,-48372.00,-144145.00,3.37,12074.00,289835.00,11279.00,35906.00,7591.00,155621.00,-24718.00,-214686.00
2023-03-19,-0.21,-3.84,1.90,0.00,1.50,4.53,0.08,0.21,0.16,20.08,2.02,8.52,24.70,19.51,15.90,393.80,1955.00,0.00,1066.00,2147.00,91.33,184.80,94.01,55.37,230.50,46542.00,-151301.00,0.00,57156.00,347947.00,5318.00,14636.00,11070.00,968296.00,-18285.00,-76440.00
2023-03-20,-0.24,-2.23,3.81,0.00,1.42,1.51,0.62,0.00,0.10,25.24,0.81,5.40,22.90,18.98,15.10,412.20,2568.00,0.00,1006.00,717.40,521.90,0.00,63.97,16.05,-5169.00,12882.00,-53034.00,0.00,6432.00,95738.00,2653.00,0.00,1656.00,404610.00,-38052.00,-244053.00
2023-03-21,-0.20,-1.19,4.17,0.00,1.24,8.83,0.70,0.07,0.17,13.36,2.38,7.09,28.00,21.89,17.20,1180.00,3602.00,0.00,880.90,4181.00,535.40,60.60,167.21,108.49,16533.00,76981.00,-380071.00,0.00,135438.00,1020381.00,113670.00,9868.00,31620.00,1139926.00,252675.00,752576.00
2023-03-22,-0.28,-1.12,5.36,0.00,1.16,9.39,0.98,0.05,0.16,10.77,3.15,9.23,31.10,22.57,15.50,1360.00,4784.00,2.71,819.10,4450.00,767.30,41.80,174.31,114.32,21272.00,23317.00,-238962.00,218.30,120372.00,1041863.00,129690.00,5506.00,20670.00,1248520.00,177860.00,524583.00
2023-03-23,-0.20,-2.95,4.52,0.00,0.00,9.78,0.58,0.00,0.23,12.70,3.16,10.10,23.90,19.60,15.30,1156.00,4068.00,0.00,0.00,4739.00,484.90,0.00,142.91,96.30,3260.00,-27652.00,-308268.00,0.00,0.00,1018935.00,54959.00,0.00,17424.00,1013682.00,38526.00,-76324.00
2023-03-24,-0.23,-0.96,4.76,0.00,0.00,10.08,0.45,0.00,0.17,13.10,2.01,6.48,24.00,18.34,14.40,1214.00,3878.00,0.00,0.00,5021.00,393.40,0.00,167.64,78.88,4118.00,-38168.00,-406109.00,0.00,0.00,951853.00,28701.00,0.00,13919.00,815979.00,42131.00,149964.00
2023-03-25,-0.22,-1.43,3.79,0.00,0.34,4.37,0.84,0.00,0.12,14.36,2.44,8.74,24.20,17.88,12.30,534.20,3163.00,0.00,239.80,2071.00,697.40,0.00,96.40,62.98,-2340.00,-59794.00,-278981.00,0.00,-10449.00,393308.00,-2037.00,0.00,10361.00,867505.00,-65842.00,-120795.00
2023-03-26,-0.22,-1.20,3.45,0.00,0.00,10.89,0.15,0.28,0.16,14.74,1.48,2.54,20.80,18.15,15.80,669.50,3448.00,0.00,0.00,5276.00,118.20,244.60,186.52,98.30,19279.00,108694.00,-219557.00,0.00,0.00,1137879.00,28598.00,54130.00,23231.00,1454893.00,108863.00,192394.00
2023-03-27,-0.22,-1.59,4.25,0.00,1.15,13.86,0.60,1.58,0.25,10.30,1.11,5.20,22.80,19.75,16.80,1839.00,3791.00,0.00,815.80,6844.00,459.30,1382.00,278.95,159.61,30622.00,164871.00,-705620.00,0.00,197655.00,2208728.00,131290.00,306406.00,53155.00,1335708.00,154174.00,760757.00
2023-03-28,-0.36,-2.56,5.15,0.00,1.32,14.42,0.51,1.28,0.23,8.14,2.05,6.33,22.90,18.99,15.00,2520.00,5068.00,0.00,935.40,7111.00,394.60,1120.00,278.81,161.85,46104.00,294496.00,-742671.00,0.00,232737.00,2300565.00,117230.00,260696.00,45266.00,1173204.00,236796.00,776479.00
2023-03-29,-0.32,-5.29,0.36,0.00,0.00,10.47,0.22,0.13,0.25,19.15,2.81,7.58,21.70,16.81,12.20,88.72,308.40,0.00,0.00,5223.00,200.40,109.90,136.25,76.77,4480.00,113847.00,-32428.00,0.00,0.00,991571.00,-11000.00,15782.00,22762.00,1274463.00,-33224.00,-197013.00
2023-03-30,-0.25,-0.44,7.41,0.00,0.38,11.04,0.32,0.88,0.24,5.44,2.71,7.20,20.40,16.16,11.00,2622.00,6024.00,0.47,266.80,5423.00,287.50,770.70,239.25,124.20,10081.00,19999.00,-731639.00,66.97,55914.00,1520557.00,25256.00,154417.00,35152.00,648739.00,128129.00,316462.00
2023-03-31,-0.22,-1.06,6.85,0.00,1.03,10.09,0.47,0.19,0.15,7.63,2.27,7.25,20.70,16.50,12.60,2445.00,5700.00,0.00,732.00,4881.00,356.10,168.60,211.07,120.54,14300.00,38038.00,-772290.00,0.00,137758.00,1254657.00,54078.00,29482.00,20427.00,869188.00,139997.00,474586.00
2023-04-01,-0.23,-4.67,0.90,0.00,1.26,7.46,0.00,0.00,0.18,17.45,2.83,7.00,18.30,14.64,11.90,189.60,775.50,0.00,893.40,3535.00,2.42,0.00,122.44,102.85,7132.00,274006.00,-120049.00,0.00,118335.00,850720.00,247.50,0.00,18185.00,1717307.00,70947.00,111956.00
2023-04-02,-0.30,-3.50,1.31,0.00,1.17,7.74,0.07,0.00,0.22,12.49,2.79,9.30,20.30,15.35,11.20,365.90,1128.00,0.00,831.70,3773.00,58.27,0.00,138.04,117.70,18703.00,145160.00,-217918.00,0.00,62287.00,1057918.00,10711.00,0.00,36826.00,1279985.00,103917.00,373116.00
2023-04-03,-0.26,-1.43,3.14,0.00,0.56,10.94,1.10,0.00,0.20,8.00,3.05,9.44,23.90,18.40,13.10,1236.00,2870.00,0.00,398.70,5400.00,911.00,0.00,201.55,129.77,17818.00,73518.00,-487103.00,0.00,96094.00,1448189.00,184760.00,0.00,33097.00,905708.00,177657.00,430964.00
2023-04-04,-0.25,-0.92,1.49,0.00,0.04,11.17,1.45,0.95,0.25,9.64,3.16,9.00,27.80,21.40,14.70,479.40,1371.00,0.04,26.19,5502.00,1160.00,827.20,210.77,141.78,26699.00,95895.00,-225957.00,2.50,4592.00,1616071.00,240507.00,159794.00,44059.00,1356056.00,307002.00,826348.00
2023-04-05,-0.23,-2.29,3.08,0.01,0.00,10.52,1.07,0.44,0.16,14.05,1.79,8.18,28.70,23.52,19.30,1151.00,2779.00,8.69,0.00,5173.00,893.40,387.80,178.46,131.94,24002.00,235176.00,-414794.00,1499.00,0.00,1429162.00,179762.00,80232.00,26800.00,1661624.00,155350.00,779368.00
2023-04-06,-0.25,-0.61,6.26,0.00,0.00,8.69,1.16,0.14,0.19,12.91,1.97,5.27,24.30,20.29,14.40,1527.00,5456.00,0.00,0.00,4213.00,928.00,121.40,173.48,99.52,18439.00,45147.00,-567462.00,0.00,0.00,888804.00,126672.00,16900.00,23521.00,1232646.00,165623.00,413251.00
2023-04-07,-0.25,-7.53,0.09,0.00,0.00,4.28,0.63,0.00,0.15,28.09,1.04,6.79,21.10,17.37,14.60,10.70,74.12,0.00,0.00,2138.00,601.10,0.00,66.85,11.23,-16661.00,-74256.00,-4163.00,0.00,0.00,37722.00,-7462.00,0.00,-1266.00,264230.00,-79062.00,-665267.00
2023-04-08,-0.20,-2.53,2.52,0.00,0.00,3.79,0.72,0.00,0.13,21.39,1.58,5.58,18.70,16.28,14.00,268.20,1690.00,0.00,0.00,2005.00,682.60,0.00,80.99,5.16,-6858.00,-95133.00,-7978.00,0.00,0.00,8715.00,-1672.00,0.00,1518.00,70206.00,-72587.00,-259447.00
2023-04-09,-0.15,0.00,8.82,0.00,0.00,5.37,0.65,0.30,0.13,9.53,2.07,4.91,17.60,14.50,10.70,2013.00,6844.00,2.05,0.00,2717.00,594.40,260.10,155.67,46.98,-1532.00,0.00,-375088.00,144.30,0.00,322901.00,19400.00,33553.00,9324.00,382315.00,-23440.00,-43566.00
2023-04-10,-0.18,-1.23,7.26,0.00,0.00,8.62,0.59,0.21,0.17,5.71,2.42,8.39,20.00,14.60,8.70,2529.00,6406.00,0.16,0.00,4354.00,480.00,181.40,192.10,103.20,2306.00,11625.00,-679878.00,14.78,0.00,930620.00,70329.00,23433.00,30117.00,593221.00,16868.00,112012.00
2023-04-11,-0.26,-7.60,0.03,0.00,0.00,6.79,0.77,0.00,0.17,34.27,0.65,2.93,21.10,17.45,13.40,2.38,33.88,2.94,0.00,3474.00,669.60,0.00,90.98,67.69,7280.00,437852.00,-2516.00,282.00,0.00,475577.00,69015.00,0.00,17620.00,2232882.00,28818.00,151547.00
2023-04-12,-0.33,-10.19,0.00,0.00,0.00,6.06,0.64,0.01,0.21,33.70,1.25,7.25,20.20,18.18,15.70,0.00,0.00,0.00,0.00,3123.00,584.70,7.72,75.66,16.59,-10712.00,-2678.00,0.00,0.00,0.00,302823.00,-310.00,1101.00,4341.00,239520.00,-57080.00,-449965.00
