date,Battery (Charging) -  MW,Exports -  MW,Imports -  MW,Distillate -  MW,Gas (Steam) -  MW,Gas (CCGT) -  MW,Gas (OCGT) -  MW,Gas (Reciprocating) -  MW,Battery (Discharging) -  MW,Wind -  MW,Solar (Utility) -  MW,Solar (Rooftop) -  MW,Temperature - C,Exports Emissions Vol - tCO₂e,Imports Emissions Vol - tCO₂e,Distillate Emissions Vol - tCO₂e,Gas (Steam) Emissions Vol - tCO₂e,Gas (CCGT) Emissions Vol - tCO₂e,Gas (OCGT) Emissions Vol - tCO₂e,Gas (Reciprocating) Emissions Vol - tCO₂e,Emissions Intensity - kgCO₂e/MWh,Price - AUD/MWh
2024-01-23 16:00,-0.13,0.00,412.90,0.08,200.00,403.90,104.50,48.45,0.79,295.80,505.70,1198.00,39.30,0.00,18.81,0.01,11.81,16.52,9.71,3.53,180.96,99.99
2024-01-23 16:05,-11.66,0.00,434.20,0.08,183.00,413.70,103.70,50.08,1.56,317.80,505.30,1180.33,39.20,0.00,33.45,0.01,10.81,16.94,9.64,3.65,178.74,64.33
2024-01-23 16:10,-16.94,0.00,488.90,0.08,158.00,418.60,104.90,49.32,0.06,312.10,502.70,1162.67,39.10,0.00,37.14,0.01,9.33,17.18,9.77,3.59,176.68,65.13
2024-01-23 16:15,-0.03,0.00,438.60,0.08,164.00,452.30,105.80,50.08,4.11,307.20,498.80,1145.00,39.00,0.00,33.14,0.01,9.68,18.68,9.82,3.65,184.08,99.99
2024-01-23 16:20,-9.05,0.00,538.00,0.08,152.00,452.90,84.61,49.15,0.06,296.80,494.90,1127.33,38.90,0.00,40.04,0.01,8.97,18.74,8.12,3.58,178.01,99.99
2024-01-23 16:25,0.00,0.00,462.10,0.08,235.00,468.00,78.41,50.96,15.57,278.30,491.30,1109.67,38.80,0.00,34.69,0.01,13.88,19.34,7.63,3.71,196.13,165.00
2024-01-23 16:30,0.00,0.00,511.20,0.08,237.00,462.70,105.60,50.54,6.62,262.80,487.20,1092.00,38.70,0.00,24.22,0.01,13.99,19.12,9.29,3.68,204.50,173.40
2024-01-23 16:35,-0.13,0.00,487.70,0.08,235.00,465.30,134.20,50.14,4.86,273.10,482.70,1065.70,38.62,0.00,35.05,0.01,13.88,19.24,11.05,3.65,211.72,99.99
2024-01-23 16:40,-0.27,0.00,546.90,0.08,189.00,452.30,87.15,136.00,0.18,254.20,477.90,1039.40,38.53,0.00,39.46,0.01,11.16,18.70,8.49,9.90,219.69,99.99
2024-01-23 16:45,-0.38,0.00,508.90,0.08,232.00,459.10,86.50,140.20,0.05,255.00,473.20,1013.10,38.45,0.00,37.10,0.01,13.70,18.98,8.45,10.21,231.71,165.00
2024-01-23 16:50,-2.93,0.00,574.80,0.08,219.00,455.50,102.00,134.90,0.00,257.10,468.60,986.80,38.37,0.00,41.35,0.01,12.93,18.85,9.46,9.83,233.58,165.00
2024-01-23 16:55,-1.28,0.00,540.20,0.08,220.00,453.00,136.50,135.60,0.00,265.60,463.60,960.50,38.28,0.00,39.15,0.01,12.99,18.74,11.58,9.88,242.26,165.00
2024-01-23 17:00,-0.07,0.00,551.40,0.08,234.00,457.60,139.10,138.00,4.68,264.40,458.30,934.20,38.20,0.00,27.04,0.01,13.82,18.92,11.79,10.05,249.05,165.00
2024-01-23 17:05,-0.07,0.00,591.50,0.08,234.00,462.90,121.30,140.10,8.07,267.20,453.30,906.20,38.13,0.00,41.46,0.01,13.82,19.13,10.70,10.21,249.29,165.00
2024-01-23 17:10,-16.77,0.00,656.30,0.08,235.00,454.80,128.00,134.40,0.00,273.10,447.90,878.20,38.07,0.00,45.70,0.01,13.88,18.81,11.08,9.79,251.93,165.00
2024-01-23 17:15,-0.14,0.00,646.20,0.08,277.00,467.60,116.80,140.10,11.29,246.60,442.40,850.20,38.00,0.00,45.13,0.01,16.36,19.33,10.43,10.21,264.91,298.40
2024-01-23 17:20,-0.10,0.00,586.00,0.08,280.00,490.50,163.90,140.20,24.59,243.40,436.80,822.20,37.93,0.00,40.89,0.01,16.53,20.22,13.95,10.21,280.99,298.40
2024-01-23 17:25,-0.28,0.00,640.70,0.08,276.00,513.70,165.50,140.00,9.64,231.50,431.10,794.20,37.87,0.00,43.70,0.01,16.30,21.15,14.08,10.20,289.21,298.40
