date,Battery (Charging) -  GWh,Pumps -  GWh,Coal (Brown) -  GWh,Coal (Black) -  GWh,Bioenergy (Biogas) -  GWh,Bioenergy (Biomass) -  GWh,Distillate -  GWh,Gas (Steam) -  GWh,Gas (CCGT) -  GWh,Gas (OCGT) -  GWh,Gas (Reciprocating) -  GWh,Gas (Waste Coal Mine) -  GWh,Battery (Discharging) -  GWh,Hydro -  GWh,Wind -  GWh,Solar (Utility) -  GWh,Solar (Rooftop) -  GWh,Coal (Brown) Emissions Vol - tCO₂e,Coal (Black) Emissions Vol - tCO₂e,Bioenergy (Biogas) Emissions Vol - tCO₂e,Bioenergy (Biomass) Emissions Vol - tCO₂e,Distillate Emissions Vol - tCO₂e,Gas (Steam) Emissions Vol - tCO₂e,Gas (CCGT) Emissions Vol - tCO₂e,Gas (OCGT) Emissions Vol - tCO₂e,Gas (Reciprocating) Emissions Vol - tCO₂e,Gas (Waste Coal Mine) Emissions Vol - tCO₂e,Emissions Intensity - kgCO₂e/MWh,Volume Weighted Price - AUD/MWh,Battery (Charging) Market Value - AUD,Pumps Market Value - AUD,Coal (Brown) Market Value - AUD,Coal (Black) Market Value - AUD,Bioenergy (Biogas) Market Value - AUD,Bioenergy (Biomass) Market Value - AUD,Distillate Market Value - AUD,Gas (Steam) Market Value - AUD,Gas (CCGT) Market Value - AUD,Gas (OCGT) Market Value - AUD,Gas (Reciprocating) Market Value - AUD,Gas (Waste Coal Mine) Market Value - AUD,Battery (Discharging) Market Value - AUD,Hydro Market Value - AUD,Wind Market Value - AUD,Solar (Utility) Market Value - AUD,Solar (Rooftop) Market Value - AUD
2023-09-02,-1.32,-6.99,88.39,229.80,0.56,0.82,0.00,1.45,14.75,6.08,0.74,1.45,1.10,50.30,27.10,49.79,69.83,104597.00,208872.00,10.17,147.30,0.16,1030.00,8559.00,4207.00,650.30,1008.00,616.41,79.52,-9609.00,-54626.00,7384636.00,19117197.00,46527.00,56414.00,18.68,155707.00,1709164.00,902344.00,130275.00,78346.00,168276.00,4368725.00,2261445.00,247487.00,-777899.00
2023-09-03,-1.34,-8.46,81.96,212.10,0.65,0.94,0.00,1.00,4.48,1.34,0.00,1.45,0.86,31.26,81.10,39.54,70.76,97913.00,192259.00,11.64,173.50,4.47,711.70,2530.00,1097.00,0.00,1010.00,571.26,28.27,-133839.00,-53062.00,-2925923.00,11637957.00,32659.00,48583.00,210.30,-45830.00,237095.00,29780.00,0.00,59674.00,40994.00,1223268.00,953816.00,-316694.00,-6233612.00
2023-09-04,-1.38,-7.58,80.17,225.60,0.60,1.12,0.02,0.59,10.39,7.45,0.90,1.59,1.14,34.76,106.50,39.93,57.11,95630.00,204686.00,10.73,216.70,26.43,421.20,5260.00,5471.00,786.60,1104.00,561.11,155.21,60826.00,262660.00,2595777.00,50733879.00,117377.00,186870.00,3671.00,-7416.00,3131375.00,3496221.00,181995.00,279212.00,267585.00,7493268.00,4760140.00,1787846.00,432188.00
2023-09-05,-1.35,-6.25,87.61,212.60,0.56,1.13,0.00,0.83,17.24,4.52,1.05,1.58,1.14,38.51,100.20,35.87,71.08,104575.00,192882.00,10.08,214.80,0.00,585.60,8583.00,2996.00,916.20,1094.00,550.68,54.07,-15748.00,-117160.00,4234383.00,13770634.00,28027.00,56124.00,0.04,134096.00,1504189.00,679421.00,190720.00,74798.00,107815.00,3049954.00,3004848.00,-700566.00,-2595634.00
2023-09-06,-1.39,-5.10,82.05,223.40,0.14,1.02,0.01,1.03,8.23,2.75,0.19,1.45,1.07,35.52,96.82,41.73,75.30,97778.00,202781.00,2.52,194.00,13.84,733.30,4406.00,2044.00,163.90,1009.00,547.87,70.15,-18117.00,35207.00,-67327.00,25748150.00,10655.00,156432.00,1621.00,2933.00,1154821.00,701813.00,15698.00,170374.00,122435.00,2594852.00,1426253.00,516748.00,-1938500.00
2023-09-07,-1.14,-4.71,72.94,216.00,0.10,1.18,0.02,1.02,7.96,2.10,0.00,1.29,0.89,27.21,142.20,31.60,61.72,86726.00,195923.00,1.81,227.00,26.95,724.10,4246.00,1578.00,0.00,891.10,518.11,32.92,-20442.00,-42915.00,-702843.00,13161120.00,5278.00,64297.00,-133.90,-27814.00,424918.00,41520.00,0.00,67721.00,22945.00,878331.00,665288.00,283124.00,-574836.00
2023-09-08,-1.73,-3.67,88.19,219.30,0.10,1.22,0.03,1.21,9.89,2.16,0.82,1.36,1.40,32.33,154.70,31.27,49.43,104758.00,198917.00,1.80,234.00,36.15,856.00,5123.00,1749.00,720.20,943.20,532.88,50.99,-16096.00,67453.00,3149355.00,13336821.00,5699.00,71124.00,9010.00,65436.00,798836.00,154512.00,91489.00,80656.00,109118.00,1197361.00,6348980.00,1249989.00,859798.00
2023-09-09,-1.54,-7.32,85.75,207.80,0.62,0.93,0.00,1.34,13.36,4.39,0.82,1.39,1.28,37.21,87.87,37.46,74.13,102060.00,188476.00,11.10,170.60,0.00,949.40,6756.00,3528.00,714.30,970.20,556.63,47.83,-35554.00,-283262.00,2950471.00,11921376.00,27941.00,47212.00,0.00,108471.00,1184183.00,544393.00,118256.00,53391.00,156856.00,2355784.00,3094709.00,-908634.00,-2818356.00
2023-09-10,-1.49,-5.63,94.62,216.10,0.75,0.82,0.00,2.87,12.71,3.58,0.66,1.44,0.69,47.28,48.25,41.15,65.46,112557.00,196248.00,13.55,148.00,0.00,1867.00,6400.00,2451.00,575.40,1002.00,606.99,61.37,13612.00,-25810.00,4923270.00,14986838.00,47095.00,47422.00,0.00,282790.00,1046423.00,489831.00,94022.00,69610.00,91454.00,2913830.00,2639035.00,376629.00,489401.00
2023-09-11,-1.21,-5.85,99.52,231.50,0.70,0.85,0.00,3.15,15.69,8.48,0.83,1.28,1.46,56.97,32.90,51.38,68.70,118282.00,210154.00,12.63,153.70,1.04,1979.00,7790.00,5594.00,727.20,886.60,610.18,94.11,50332.00,136569.00,8844280.00,23022671.00,68289.00,73436.00,106.90,506767.00,1897743.00,1452188.00,167226.00,101662.00,246938.00,5368749.00,2965852.00,1818379.00,2027294.00
2023-09-12,-1.67,-5.40,90.57,229.50,0.69,0.32,0.00,1.14,14.31,5.24,0.54,1.55,1.21,47.96,50.19,48.25,71.39,107709.00,208417.00,12.50,57.50,0.00,807.60,7148.00,3679.00,471.00,1082.00,592.63,78.10,5121.00,112798.00,5120836.00,20890373.00,66426.00,22640.00,0.00,93999.00,1531590.00,663895.00,91492.00,102127.00,134733.00,3607695.00,3004181.00,1264620.00,152711.00
2023-09-13,-2.37,-5.37,93.71,224.50,0.70,0.72,0.00,1.44,13.45,4.65,0.48,1.45,1.84,49.70,39.57,48.25,74.80,111436.00,203645.00,12.56,129.40,0.96,1018.00,6735.00,3148.00,420.40,1003.00,598.25,77.74,96919.00,-12492.00,6406116.00,19350949.00,56340.00,50107.00,148.40,141625.00,1479496.00,561917.00,65160.00,99968.00,155451.00,4153778.00,2883875.00,881126.00,155397.00
2023-09-14,-2.18,-5.05,74.32,215.40,0.68,0.81,0.00,1.00,6.74,0.88,0.00,1.60,1.63,32.10,97.36,44.70,73.24,88246.00,195475.00,12.29,146.30,0.54,705.70,3616.00,778.30,0.00,1111.00,534.02,36.28,-56062.00,-77993.00,-140838.00,12632960.00,43229.00,38280.00,0.49,-21683.00,384417.00,5064.00,0.00,63530.00,-4559.00,1498095.00,601348.00,539338.00,-1015932.00
2023-09-15,-1.84,-5.50,77.90,211.90,0.71,0.85,0.00,0.94,12.94,1.39,0.46,1.61,1.77,32.08,76.46,42.85,77.51,91990.00,192088.00,12.83,152.40,0.67,666.80,6798.00,1195.00,405.80,1116.00,553.40,38.17,-13070.00,-211902.00,1960930.00,9835746.00,29429.00,33374.00,30.31,86052.00,1010069.00,138199.00,52131.00,47855.00,123602.00,1299019.00,2187324.00,-577215.00,-2468538.00
2023-09-16,-1.75,-7.56,69.67,192.20,0.63,0.84,0.00,1.26,12.28,1.00,0.00,1.66,1.16,28.59,91.26,31.52,78.98,82351.00,174510.00,11.27,150.30,6.42,891.30,7760.00,793.50,0.00,1159.00,533.42,23.70,-73171.00,-401387.00,-970871.00,7859683.00,19702.00,34125.00,957.50,49130.00,715066.00,78823.00,0.00,39845.00,63933.00,779072.00,671076.00,-876402.00,-4184268.00
2023-09-17,-1.52,-6.91,74.42,193.30,0.71,0.89,0.00,1.14,12.22,1.35,0.00,1.61,1.56,35.63,67.53,35.29,79.14,87925.00,175683.00,12.73,159.30,0.77,808.10,7295.00,933.60,0.00,1121.00,551.91,37.72,-65680.00,-309726.00,1160107.00,10176753.00,19819.00,41355.00,7.99,12966.00,830588.00,114628.00,0.00,56822.00,129107.00,1766138.00,1371847.00,-809367.00,-3437646.00
2023-09-18,-2.33,-6.06,85.86,207.70,0.52,0.88,0.00,1.15,15.57,5.96,0.59,1.50,2.10,50.21,64.40,46.15,68.89,101393.00,188690.00,9.34,158.70,0.61,814.00,8245.00,4035.00,516.90,1037.00,561.42,71.93,59847.00,-93445.00,5511187.00,16716938.00,43377.00,58289.00,58.93,82055.00,1848512.00,1114397.00,37362.00,84223.00,263157.00,3585487.00,3067217.00,931178.00,844998.00
2023-09-19,-1.98,-5.85,71.58,201.30,0.60,0.66,0.03,1.72,14.60,1.64,0.08,1.52,1.52,31.07,115.90,44.36,73.34,84519.00,182914.00,10.89,118.70,52.08,1221.00,8362.00,1169.00,65.98,1054.00,506.22,37.87,-36523.00,-28610.00,-309526.00,11526649.00,32409.00,37676.00,7244.00,69611.00,1276631.00,193911.00,15832.00,71458.00,87860.00,982276.00,2177242.00,261000.00,-698616.00
2023-09-20,-1.98,-5.22,72.60,203.80,0.70,0.69,0.00,1.97,8.82,1.21,0.00,1.50,1.51,29.47,129.30,46.86,70.00,85740.00,185491.00,12.54,124.90,4.09,1397.00,5847.00,862.50,0.00,1035.00,499.82,28.79,-68506.00,-59033.00,-375671.00,10700802.00,30888.00,30775.00,301.30,-25048.00,624151.00,104129.00,0.00,61660.00,68929.00,994523.00,594257.00,313299.00,-685319.00
2023-09-21,-1.81,-5.61,76.77,207.60,0.61,0.82,0.02,1.65,14.42,7.02,0.00,1.49,1.57,47.64,71.16,51.51,76.98,90951.00,188797.00,10.94,148.20,24.80,1167.00,8314.00,5052.00,0.00,1029.00,535.49,66.13,26357.00,-31390.00,5102718.00,14408972.00,42116.00,43672.00,4606.00,131693.00,1683252.00,1242360.00,0.00,71302.00,305195.00,3091748.00,4054013.00,722576.00,517104.00
2023-09-22,-1.97,-2.88,75.78,213.80,0.63,0.86,0.00,1.13,14.22,6.22,0.29,1.36,1.33,49.50,58.17,56.31,69.38,89845.00,193884.00,11.28,155.40,0.41,797.90,9113.00,4483.00,256.90,949.30,550.41,54.48,46918.00,-10234.00,4273912.00,12217851.00,35706.00,42803.00,17.59,65378.00,1001090.00,524362.00,31930.00,61223.00,114419.00,2812353.00,3589533.00,944355.00,854843.00
2023-09-23,-1.86,-5.09,72.45,205.00,0.59,0.74,0.00,1.13,7.60,3.25,0.30,1.42,1.75,41.63,58.56,48.60,71.88,85902.00,185884.00,10.54,132.30,0.62,797.50,5135.00,2322.00,258.40,982.10,554.07,38.19,-86443.00,-106546.00,2030087.00,8962220.00,23229.00,24405.00,17.49,14880.00,434884.00,261451.00,30821.00,44531.00,136395.00,2100747.00,2731016.00,-440833.00,-2563214.00
2023-09-24,-1.96,-4.14,70.39,198.40,0.55,0.83,0.01,0.99,8.20,3.11,0.47,1.55,1.54,35.10,64.95,40.11,73.68,83424.00,179890.00,9.89,149.30,9.21,698.00,5629.00,2329.00,409.10,1080.00,554.16,36.70,-79162.00,-155135.00,1146959.00,8578043.00,18067.00,30248.00,5330.00,44832.00,685539.00,330669.00,55904.00,47378.00,169977.00,1784727.00,2268981.00,-731678.00,-2939089.00
2023-09-25,-1.95,-3.84,74.18,215.50,0.57,0.79,0.02,0.99,12.29,6.07,0.33,1.63,1.50,40.27,61.68,46.16,73.22,87892.00,195453.00,10.27,141.40,26.14,698.20,6111.00,4600.00,286.10,1130.00,559.79,49.59,-14356.00,-112786.00,3005677.00,11550270.00,31613.00,31604.00,3734.00,70114.00,1012874.00,626813.00,40407.00,53902.00,151969.00,2408445.00,2845819.00,-60695.00,-739189.00
2023-09-26,-1.73,-4.29,77.65,217.10,0.60,0.08,0.02,1.21,17.77,10.17,0.59,1.58,1.58,50.20,37.32,47.32,77.82,92034.00,197561.00,10.83,13.71,27.54,857.20,8742.00,7632.00,516.60,1089.00,576.61,70.74,37153.00,-170894.00,5350063.00,15245797.00,50993.00,3518.00,2596.00,116361.00,1678269.00,1252058.00,84481.00,64345.00,188230.00,3702492.00,2857567.00,1159396.00,545610.00
2023-09-27,-1.83,-4.28,76.45,221.20,0.60,0.13,0.00,1.22,14.45,5.61,0.16,1.62,1.44,43.28,61.87,44.28,76.55,90640.00,201330.00,10.75,22.56,1.53,863.30,7246.00,4235.00,141.60,1119.00,563.09,51.31,-28850.00,-135195.00,3355707.00,12678488.00,36361.00,9766.00,53.27,59503.00,1080163.00,479924.00,17252.00,59783.00,123381.00,2491457.00,2726537.00,355824.00,-937414.00
2023-09-28,-1.71,-2.91,75.76,231.00,0.65,0.54,0.00,1.25,12.17,7.10,0.42,1.58,1.40,40.14,56.51,47.38,70.59,89831.00,210037.00,11.72,97.39,3.32,888.40,6169.00,5114.00,362.90,1095.00,578.75,55.82,-8177.00,-90777.00,3540676.00,13899768.00,43969.00,34272.00,45.54,84355.00,991889.00,718386.00,65825.00,71917.00,151377.00,2205782.00,2851626.00,1271632.00,-258996.00
2023-09-29,-1.72,-6.86,72.18,215.40,0.61,0.92,0.05,1.22,11.11,4.47,0.46,1.61,1.51,42.49,54.25,47.30,85.94,85642.00,195421.00,10.98,165.80,74.94,861.50,5592.00,3412.00,399.80,1119.00,551.28,43.11,-50795.00,-191014.00,2204563.00,10938146.00,28198.00,36749.00,6700.00,62338.00,877873.00,418825.00,65493.00,53283.00,149011.00,2208526.00,1751464.00,-190276.00,-2078489.00
2023-09-30,-2.07,-7.83,64.89,197.40,0.68,1.05,0.01,1.00,6.19,1.69,0.00,1.28,1.65,30.63,82.50,39.60,87.51,76941.00,178976.00,12.20,201.80,8.35,706.80,4069.00,1328.00,0.00,890.80,519.85,27.75,-99000.00,-238829.00,-589940.00,8739901.00,25367.00,39411.00,1090.00,3077.00,327470.00,82731.00,0.00,39638.00,132721.00,1305770.00,685752.00,-169788.00,-3355829.00
2023-10-01,-1.85,-8.21,69.37,185.60,0.82,1.15,0.00,0.99,7.69,1.42,0.00,1.47,1.38,29.94,95.52,30.29,84.53,81664.00,168589.00,14.68,221.80,0.88,699.40,4701.00,1089.00,0.00,1027.00,515.91,9.86,-87628.00,-418515.00,-978133.00,4605039.00,10598.00,19826.00,-9.23,-22243.00,267339.00,-13531.00,0.00,15110.00,51873.00,969029.00,-927128.00,-771667.00,-3942805.00
2023-10-02,-1.79,-6.31,76.06,188.50,0.71,0.85,0.00,0.99,7.04,1.87,0.00,1.53,1.57,31.80,89.85,35.43,85.60,90114.00,171471.00,12.74,159.00,1.31,701.10,4826.00,1422.00,0.00,1068.00,525.15,28.82,-68079.00,-252858.00,1009039.00,7259859.00,19713.00,36295.00,-4.32,-1396.00,302935.00,46364.00,0.00,36360.00,69652.00,1364485.00,1984788.00,-530209.00,-3094408.00
2023-10-03,-1.41,-4.04,81.58,211.70,0.51,0.98,0.00,1.15,12.05,6.42,0.00,1.54,0.94,45.32,100.00,34.54,62.23,97636.00,192805.00,9.24,182.80,0.67,812.70,6048.00,4610.00,0.00,1075.00,547.74,70.52,62898.00,-56467.00,5658975.00,15797866.00,40899.00,59647.00,36.47,62571.00,1116525.00,744829.00,0.00,74872.00,116408.00,3600939.00,5496446.00,1065139.00,2286138.00
2023-10-04,-1.41,-3.10,81.95,229.20,0.59,1.02,0.00,1.08,11.43,2.08,0.00,1.24,0.97,45.75,102.40,33.62,50.44,98358.00,208744.00,10.54,199.70,0.10,769.10,5981.00,1626.00,0.00,873.60,568.07,65.58,-5489.00,23622.00,4524998.00,16812313.00,41861.00,70650.00,-0.83,38629.00,1015604.00,215521.00,0.00,83786.00,80440.00,3331350.00,5418889.00,1046832.00,692262.00
2023-10-05,-1.25,-4.51,80.00,204.00,0.58,1.23,0.00,1.20,13.86,2.85,0.00,1.47,0.84,32.91,108.30,46.79,67.70,95827.00,185962.00,10.35,236.50,0.25,852.30,8258.00,2161.00,0.00,1026.00,529.41,35.76,-30845.00,-123038.00,2262423.00,9281815.00,16369.00,55910.00,5.24,39559.00,926078.00,199704.00,0.00,66548.00,50049.00,1610489.00,3075942.00,-384463.00,-839209.00
2023-10-06,-1.20,-3.33,93.83,216.50,0.57,1.18,0.01,0.75,14.95,1.64,0.08,1.52,0.86,38.95,64.31,38.95,76.47,111896.00,196905.00,10.23,227.80,8.60,530.80,9373.00,1350.00,71.05,1065.00,588.67,43.70,-10800.00,-77315.00,3351829.00,10317448.00,32983.00,38936.00,33.18,24469.00,818261.00,88537.00,6748.00,43782.00,56463.00,2036265.00,2734486.00,290300.00,766444.00
2023-10-07,-0.83,-5.99,93.63,196.20,0.67,1.21,0.00,0.32,8.32,0.73,0.00,1.56,0.73,37.30,64.40,41.53,73.33,111625.00,178286.00,12.13,234.00,0.47,228.00,5191.00,689.80,2.98,1090.00,579.52,40.86,3699.00,26834.00,3284176.00,9105883.00,27885.00,50368.00,9.66,330.40,433533.00,22680.00,0.63,60992.00,43841.00,1880666.00,2584913.00,372164.00,782601.00
2023-10-08,-1.13,-6.44,91.29,197.00,0.69,1.18,0.00,0.35,7.82,1.06,0.30,1.45,0.68,39.18,45.39,39.53,80.64,108805.00,178691.00,12.43,228.20,0.49,246.10,5105.00,917.40,263.00,1004.00,591.75,42.57,-11917.00,-89194.00,3522987.00,9286270.00,25380.00,47027.00,11.28,-2223.00,435631.00,63925.00,30564.00,49958.00,51328.00,2066452.00,2144052.00,-41755.00,-638122.00
2023-10-09,-1.22,-5.86,95.49,213.60,0.56,1.14,0.00,0.30,13.82,0.83,0.28,1.30,1.14,46.41,45.46,39.33,88.76,113797.00,193736.00,10.03,222.40,0.41,215.70,7870.00,731.90,248.70,900.80,586.92,44.95,-6543.00,-133868.00,4427188.00,9914357.00,21571.00,42263.00,14.92,507.40,772033.00,47807.00,25549.00,40404.00,102730.00,2729158.00,2175135.00,-142478.00,-886185.00
2023-10-10,-1.17,-0.57,100.60,221.60,0.52,1.10,0.00,0.78,15.03,4.10,0.31,1.26,1.24,52.06,26.71,32.76,85.59,119758.00,201183.00,9.37,215.00,2.67,556.00,8683.00,3013.00,270.60,871.20,617.35,64.29,28512.00,21691.00,5822094.00,14373067.00,36656.00,49512.00,251.20,65055.00,1417924.00,434116.00,43764.00,44000.00,143611.00,3641353.00,1653235.00,591622.00,1510970.00
2023-10-11,-1.26,-1.44,81.90,213.20,0.57,1.09,0.00,1.48,8.51,1.09,0.00,1.31,0.92,31.80,86.40,32.93,90.67,97690.00,193465.00,10.21,212.50,2.91,1047.00,6500.00,842.50,0.00,908.80,547.50,34.89,-38464.00,-21350.00,817241.00,10486732.00,25716.00,43884.00,26.46,8445.00,583076.00,37652.00,0.00,43561.00,43402.00,1387651.00,1069616.00,-130834.00,-2211256.00
2023-10-12,-1.33,-2.25,85.18,199.00,0.57,1.15,0.02,1.98,8.66,0.33,0.00,1.22,1.00,24.87,127.50,34.48,77.08,101344.00,180340.00,10.32,224.90,20.04,1401.00,6059.00,217.30,0.00,841.10,519.18,27.75,-31772.00,15416.00,1177360.00,7520802.00,24267.00,30319.00,575.00,-28469.00,393320.00,27276.00,0.00,26417.00,42325.00,832466.00,1815080.00,-88762.00,-1612001.00
2023-10-13,-1.29,-6.75,83.98,193.00,0.57,1.21,0.00,1.42,9.04,0.50,0.00,1.16,1.02,25.44,120.10,42.79,80.48,100193.00,174908.00,10.23,236.70,0.48,1009.00,5180.00,395.80,0.00,802.50,511.57,18.40,-32668.00,-196210.00,730609.00,5481601.00,11912.00,28676.00,-4.67,-986.80,304818.00,6848.00,0.00,15981.00,46198.00,774289.00,1401368.00,-755259.00,-2177288.00
2023-10-14,-1.42,-8.32,75.16,187.20,0.68,0.96,0.00,1.35,5.58,0.48,0.00,1.40,0.91,28.33,104.20,40.84,81.22,89765.00,169829.00,12.31,181.70,0.33,959.40,3059.00,381.10,0.00,967.50,511.31,12.58,-72094.00,-389111.00,-288934.00,5230578.00,8738.00,34443.00,-6.52,-28741.00,167382.00,2256.00,0.00,22726.00,39013.00,749660.00,153386.00,-1247366.00,-3707762.00
2023-10-15,-1.04,-8.73,87.06,196.70,0.68,1.18,0.00,1.64,5.47,0.46,0.00,1.35,1.02,38.45,73.14,42.03,78.84,103769.00,178492.00,12.18,229.50,0.33,1159.00,2990.00,327.20,0.00,926.40,555.55,35.22,-28053.00,-276226.00,2495247.00,8922507.00,17606.00,43902.00,5.11,35546.00,265500.00,60094.00,0.00,39242.00,99276.00,1777230.00,1969189.00,-604060.00,-2122595.00
2023-10-16,-1.99,-6.28,76.72,201.30,0.47,1.18,0.00,1.66,8.79,0.14,0.00,1.25,1.23,31.46,127.10,44.91,80.11,91440.00,182805.00,8.48,230.40,0.08,1176.00,4589.00,97.23,0.00,858.90,495.02,47.56,-61947.00,-114742.00,184472.00,15963216.00,22125.00,112988.00,2.17,-20519.00,1472618.00,16242.00,0.00,116684.00,105202.00,1679661.00,1573162.00,549858.00,-1309380.00
2023-10-17,-0.88,-5.20,96.02,207.60,0.57,0.60,0.00,1.34,8.47,0.79,0.10,1.09,0.80,43.43,57.98,54.26,88.26,114165.00,190338.00,10.33,123.20,0.35,948.50,4423.00,595.80,83.66,747.50,560.90,47.87,14457.00,-43681.00,3927308.00,10976900.00,28180.00,27027.00,13.89,41577.00,549746.00,60318.00,10745.00,46602.00,65654.00,2590810.00,2988694.00,731173.00,576435.00
2023-10-18,-1.44,-4.79,88.56,204.90,0.53,1.28,0.00,1.55,10.65,3.60,0.31,0.82,1.37,48.66,47.22,51.91,85.63,105756.00,187635.00,9.53,247.50,2.42,1101.00,6471.00,2430.00,272.60,579.90,563.08,74.60,33221.00,84292.00,5744059.00,17070808.00,38908.00,94975.00,110.80,117896.00,1329879.00,669830.00,76269.00,67347.00,223457.00,3943284.00,3089816.00,1512402.00,2191281.00
2023-10-19,-1.62,-4.56,82.63,219.20,0.43,1.05,0.03,0.98,13.27,4.58,0.18,1.19,1.23,48.10,34.51,53.98,87.66,99097.00,198997.00,7.69,206.40,24.69,695.50,7738.00,3427.00,155.50,845.50,573.27,66.50,37363.00,-8200.00,5212795.00,15669821.00,31817.00,73981.00,1692.00,71379.00,1403863.00,725981.00,36161.00,69074.00,195329.00,3552795.00,1972380.00,1008811.00,1674819.00
2023-10-20,-1.49,-5.77,75.55,213.40,0.71,1.25,0.00,0.64,6.84,1.07,0.00,1.46,1.04,40.93,68.46,53.93,92.18,89994.00,193460.00,12.83,243.60,0.54,452.40,4539.00,939.50,0.00,1016.00,528.25,39.17,-8021.00,-86593.00,2644028.00,9796830.00,26716.00,48656.00,9.98,10462.00,352461.00,40041.00,0.00,51337.00,56958.00,2010720.00,2463026.00,193808.00,-79226.00
2023-10-21,-1.38,-7.20,63.36,196.70,0.65,1.12,0.00,0.99,2.87,1.08,0.00,1.46,0.77,25.56,108.90,39.53,81.68,75103.00,178312.00,11.69,219.50,0.20,699.60,1760.00,925.60,0.00,1014.00,500.00,24.14,-58556.00,-247063.00,24194.00,8038156.00,21534.00,38500.00,-9.33,-32069.00,86045.00,28312.00,0.00,42699.00,30460.00,1086464.00,160793.00,-537714.00,-2195567.00
2023-10-22,-1.18,-9.33,59.92,188.70,0.69,1.11,0.00,0.99,7.63,0.75,0.00,1.44,0.76,26.67,124.10,36.27,80.33,70998.00,170980.00,12.47,212.60,0.46,698.40,4794.00,634.80,0.00,1003.00,480.54,13.85,-45757.00,-379535.00,18804.00,5048621.00,3982.00,24507.00,-6.18,-12619.00,356937.00,9387.00,0.00,26874.00,33608.00,865538.00,-115081.00,-979940.00,-3005586.00
2023-10-23,-1.57,-2.53,76.38,217.60,0.56,1.15,0.00,1.21,12.27,2.06,0.14,1.46,1.57,37.13,69.87,56.19,90.83,90488.00,197330.00,10.02,223.40,0.90,854.90,7035.00,1450.00,123.10,1011.00,529.01,39.10,-17853.00,-87969.00,2892575.00,9956492.00,22583.00,42549.00,4.78,20485.00,715402.00,159865.00,9330.00,49490.00,121660.00,1980465.00,1842466.00,142694.00,-534733.00
2023-10-24,-1.72,-3.20,57.02,221.20,0.58,1.20,0.01,1.25,9.00,1.97,0.00,1.48,0.94,25.99,118.10,48.01,91.09,67657.00,200661.00,10.41,233.70,7.02,886.50,5615.00,1479.00,0.27,1022.00,484.49,31.96,-56584.00,-61532.00,-917089.00,13261274.00,29671.00,61784.00,153.80,-65769.00,802784.00,180236.00,-28.10,65167.00,57819.00,1559433.00,-816424.00,366044.00,-1635039.00
2023-10-25,-1.52,-3.43,72.95,216.80,0.58,1.17,0.06,0.99,9.16,1.70,0.00,1.41,1.69,30.49,102.90,52.38,89.96,87221.00,196397.00,10.39,227.70,41.42,699.80,5707.00,1336.00,0.00,981.90,506.89,27.87,-41284.00,-118703.00,983706.00,8933362.00,16424.00,46882.00,-2325.00,596.30,620369.00,95562.00,0.00,44346.00,82593.00,1332863.00,1909330.00,-635020.00,-2537990.00
2023-10-26,-1.98,-1.88,77.52,233.00,0.58,1.29,0.01,0.66,11.29,4.12,0.12,1.34,1.32,37.18,89.93,48.57,71.51,92849.00,211530.00,10.39,249.50,11.43,467.60,6602.00,3102.00,101.70,935.30,549.72,49.50,6647.00,35681.00,1545017.00,15265005.00,40160.00,74159.00,392.40,1154.00,738006.00,309751.00,8036.00,76251.00,79153.00,2045528.00,2644159.00,1867192.00,653075.00
2023-10-27,-1.71,-3.37,76.84,217.10,0.58,1.09,0.05,0.00,12.91,1.73,0.72,1.46,1.66,40.69,64.42,57.84,81.66,91926.00,196753.00,10.49,212.00,77.98,0.00,6514.00,1559.00,628.90,1019.00,539.48,44.78,-49396.00,-46116.00,2493984.00,11243057.00,27320.00,45702.00,12816.00,0.00,786731.00,221449.00,121639.00,59741.00,155260.00,2505749.00,2955452.00,366138.00,-1540575.00
2023-10-28,-1.77,-5.13,67.83,193.20,0.53,1.08,0.00,0.88,7.12,0.81,0.05,1.49,1.18,33.82,82.24,46.50,85.48,81141.00,175026.00,9.59,214.00,1.05,622.40,3772.00,660.10,42.39,1041.00,509.45,22.13,-98492.00,-202815.00,-91332.00,6437090.00,13823.00,23993.00,-35.99,-15576.00,242776.00,20654.00,6865.00,25035.00,68937.00,2115909.00,760083.00,-847167.00,-3670124.00
2023-10-29,-1.81,-7.59,74.71,200.30,0.52,0.94,0.03,1.13,8.48,2.66,0.04,1.46,1.53,41.10,41.87,42.53,96.24,89271.00,181676.00,9.30,173.40,44.37,800.10,4399.00,2111.00,37.51,1016.00,554.48,39.91,-243947.00,-312910.00,335633.00,9699882.00,14685.00,40326.00,13903.00,10388.00,574833.00,297754.00,7035.00,43798.00,196774.00,3733993.00,1874250.00,-828245.00,-6380161.00
2023-10-30,-1.65,-4.63,65.45,203.30,0.58,1.16,0.05,1.34,13.05,1.69,0.00,1.38,1.02,36.29,108.00,41.27,88.25,78385.00,184465.00,10.50,225.40,36.44,951.80,7427.00,1191.00,0.00,955.30,491.68,25.07,-78503.00,-186075.00,97998.00,8337920.00,19320.00,37227.00,2176.00,-26955.00,451324.00,146641.00,0.00,36113.00,38254.00,2077937.00,601466.00,-529783.00,-3313711.00
