date,Battery (Charging) -  GWh,Pumps -  GWh,Coal (Brown) -  GWh,Coal (Black) -  GWh,Bioenergy (Biogas) -  GWh,Bioenergy (Biomass) -  GWh,Distillate -  GWh,Gas (Steam) -  GWh,Gas (CCGT) -  GWh,Gas (OCGT) -  GWh,Gas (Reciprocating) -  GWh,Gas (Waste Coal Mine) -  GWh,Battery (Discharging) -  GWh,Hydro -  GWh,Wind -  GWh,Solar (Utility) -  GWh,Solar (Rooftop) -  GWh,Coal (Brown) Emissions Vol - tCO₂e,Coal (Black) Emissions Vol - tCO₂e,Bioenergy (Biogas) Emissions Vol - tCO₂e,Bioenergy (Biomass) Emissions Vol - tCO₂e,Distillate Emissions Vol - tCO₂e,Gas (Steam) Emissions Vol - tCO₂e,Gas (CCGT) Emissions Vol - tCO₂e,Gas (OCGT) Emissions Vol - tCO₂e,Gas (Reciprocating) Emissions Vol - tCO₂e,Gas (Waste Coal Mine) Emissions Vol - tCO₂e,Emissions Intensity - kgCO₂e/MWh,Volume Weighted Price - AUD/MWh,Battery (Charging) Market Value - AUD,Pumps Market Value - AUD,Coal (Brown) Market Value - AUD,Coal (Black) Market Value - AUD,Bioenergy (Biogas) Market Value - AUD,Bioenergy (Biomass) Market Value - AUD,Distillate Market Value - AUD,Gas (Steam) Market Value - AUD,Gas (CCGT) Market Value - AUD,Gas (OCGT) Market Value - AUD,Gas (Reciprocating) Market Value - AUD,Gas (Waste Coal Mine) Market Value - AUD,Battery (Discharging) Market Value - AUD,Hydro Market Value - AUD,Wind Market Value - AUD,Solar (Utility) Market Value - AUD,Solar (Rooftop) Market Value - AUD
2023-07-05,-1.00,-1.87,98.23,269.60,0.00,0.23,0.01,1.04,13.11,4.17,0.47,1.15,0.81,57.66,91.69,22.11,36.08,118198.00,247100.00,0.00,41.53,12.07,738.70,9054.00,3069.00,412.40,792.30,639.30,81.20,56561.00,108351.00,6889074.00,24206737.00,0.00,20911.00,1150.00,71825.00,1364305.00,477108.00,53715.00,100341.00,87977.00,4008916.00,6296645.00,1309964.00,1981024.00
2023-07-06,-1.24,-1.26,86.50,263.50,0.00,0.00,0.10,0.98,10.30,2.62,0.26,1.14,1.06,46.91,140.60,19.03,37.42,103734.00,241396.00,0.00,0.00,101.40,695.90,7375.00,2076.00,227.50,784.80,586.25,58.24,-15518.00,25566.00,1589223.00,21894976.00,0.00,0.00,9753.00,10678.00,1096788.00,265419.00,28549.00,90237.00,102520.00,2463338.00,3129669.00,625567.00,688639.00
2023-07-07,-1.51,-2.23,80.42,245.50,0.00,0.00,0.19,0.98,7.27,1.44,0.00,1.17,0.95,40.94,151.30,27.64,44.15,96156.00,224902.00,0.00,0.00,191.00,696.90,4576.00,1200.00,0.00,806.80,549.18,31.04,-27120.00,-40943.00,397109.00,12413223.00,0.00,0.00,17634.00,-9772.00,407233.00,33944.00,0.00,49331.00,43720.00,945575.00,1842621.00,-21692.00,-555376.00
2023-07-08,-1.02,-3.42,67.69,222.80,0.00,0.00,0.00,0.98,5.35,1.98,0.00,1.22,0.95,32.21,173.00,26.81,44.17,81222.00,203063.00,0.00,0.00,0.00,697.30,3815.00,1554.00,0.00,845.20,508.44,20.47,-35702.00,-123456.00,-1167830.00,10609752.00,0.00,0.00,0.00,-33459.00,378008.00,109945.00,0.00,48623.00,25583.00,582873.00,-947556.00,-473214.00,-1427175.00
2023-07-09,-1.09,-3.44,77.43,220.60,0.00,0.00,0.00,0.58,9.29,2.59,0.55,1.24,0.90,35.15,143.50,28.98,39.19,92488.00,200484.00,0.00,0.00,2.42,409.80,6046.00,1902.00,481.00,853.00,544.88,33.95,-8186.00,-88652.00,1090051.00,11248785.00,0.00,0.00,236.50,-12062.00,889817.00,236664.00,72210.00,53711.00,70922.00,894024.00,1962390.00,-343174.00,-778471.00
2023-07-10,-1.74,-2.44,93.89,244.50,0.00,0.00,0.01,1.72,18.26,4.88,0.00,1.09,1.14,50.04,116.10,28.29,41.18,111928.00,224162.00,0.00,0.00,7.52,1217.00,10643.00,3609.00,0.03,766.20,590.25,57.73,41174.00,28002.00,2918664.00,16283357.00,0.00,0.00,2644.00,251090.00,2067671.00,625585.00,4.57,68102.00,123105.00,1689285.00,4995386.00,659189.00,681233.00
2023-07-11,-1.29,-3.30,95.24,256.70,0.00,0.00,0.03,2.00,30.54,11.01,0.79,1.17,1.48,59.93,65.33,32.46,46.17,113471.00,235236.00,0.00,0.00,36.89,1416.00,17652.00,7651.00,693.40,814.40,630.11,94.13,33648.00,-8984.00,7838676.00,25864000.00,0.00,0.00,16950.00,363106.00,3892801.00,2242808.00,217374.00,90943.00,308236.00,4665055.00,3859285.00,626527.00,513397.00
2023-07-12,-1.70,-2.22,93.38,257.80,0.00,0.00,0.01,1.33,26.93,6.29,0.75,1.25,1.41,54.32,86.46,31.17,41.67,111229.00,236347.00,0.00,0.00,18.52,943.40,15884.00,4492.00,652.00,871.90,618.58,69.76,47418.00,81589.00,4668344.00,20067933.00,0.00,0.00,3457.00,153343.00,2723138.00,864467.00,180381.00,89292.00,153406.00,2590845.00,4308424.00,1298706.00,1329764.00
2023-07-13,-1.76,-2.97,80.15,243.60,0.00,0.00,0.00,0.71,17.49,4.08,0.00,1.27,1.26,39.99,139.40,32.52,44.52,95917.00,223405.00,0.00,0.00,0.76,500.20,11127.00,3096.00,0.03,886.30,557.98,46.92,-16673.00,89528.00,285645.00,18478676.00,0.00,0.00,25.39,-9551.00,1415751.00,331878.00,-0.90,89196.00,66029.00,1212225.00,1363442.00,864222.00,86505.00
2023-07-14,-1.45,-3.54,77.25,236.30,0.00,0.00,0.00,0.78,9.04,2.34,0.19,1.34,1.06,38.63,154.20,35.07,44.21,92551.00,216466.00,0.00,0.00,0.00,553.60,5601.00,1826.00,162.20,931.90,534.24,28.17,-43908.00,-24729.00,-304352.00,12068081.00,0.00,0.00,0.00,-3778.00,478720.00,104505.00,13456.00,56777.00,41632.00,1032375.00,660732.00,-219032.00,-900127.00
2023-07-15,-1.13,-3.16,93.71,238.20,0.00,0.00,0.00,0.21,13.50,1.81,0.51,1.28,1.10,48.79,98.14,32.60,32.78,111926.00,218415.00,0.00,0.00,0.01,148.30,7967.00,1411.00,449.80,890.80,611.11,56.26,10134.00,92292.00,4287834.00,16480264.00,0.00,0.00,0.25,-3496.00,1163582.00,138306.00,56381.00,80134.00,86581.00,1792012.00,3517502.00,1039849.00,1016259.00
2023-07-16,-1.10,-1.77,95.88,247.40,0.00,0.00,0.00,2.24,20.29,4.80,0.58,1.20,0.93,49.91,57.28,33.89,38.79,114421.00,226910.00,0.00,0.00,0.00,1367.00,11218.00,3240.00,506.60,837.70,651.44,75.95,391.30,9856.00,5830381.00,21665097.00,0.00,0.00,0.00,278608.00,2101373.00,649618.00,98018.00,83302.00,108880.00,2580574.00,2780813.00,1175940.00,811449.00
2023-07-17,-1.29,-0.93,100.10,262.10,0.00,0.07,0.00,0.77,26.01,10.30,1.34,1.22,1.24,59.09,64.61,32.65,39.68,119297.00,240707.00,0.00,13.43,3.00,542.90,14039.00,7361.00,1174.00,849.10,643.23,97.70,73338.00,37978.00,8647890.00,27044569.00,0.00,9596.00,464.50,156140.00,3464631.00,1802132.00,277872.00,115007.00,219486.00,4222225.00,5152683.00,1754460.00,1729945.00
2023-07-18,-1.37,-1.39,92.93,258.90,0.00,0.26,0.03,0.83,20.47,7.98,1.15,1.18,1.12,54.45,110.70,26.11,36.45,111459.00,237853.00,0.00,46.07,35.41,589.80,12516.00,5928.00,1001.00,820.10,607.17,74.56,31167.00,48767.00,4729036.00,22571908.00,0.00,20651.00,7310.00,136793.00,2491207.00,1067924.00,181846.00,97116.00,144463.00,3189358.00,5346448.00,1015040.00,1194037.00
2023-07-19,-1.43,-3.05,100.50,252.80,0.00,0.31,0.00,0.14,25.46,10.93,1.02,1.11,1.15,70.68,71.35,35.50,51.08,119728.00,231770.00,0.00,55.90,0.00,101.80,15047.00,7611.00,895.40,769.50,608.82,85.18,51315.00,-20560.00,8387743.00,22763433.00,0.00,19433.00,0.00,4583.00,2610612.00,1517168.00,146741.00,74098.00,183858.00,5668762.00,4636208.00,994666.00,702869.00
2023-07-20,-1.33,-3.97,88.81,252.00,0.00,0.30,0.06,1.15,21.89,6.14,0.78,1.06,0.85,57.17,134.20,32.72,45.03,105895.00,231132.00,0.00,53.50,64.49,813.20,12995.00,4478.00,682.20,735.60,560.33,54.67,-13517.00,39259.00,3138142.00,17814648.00,0.00,18671.00,3647.00,31572.00,1964174.00,579136.00,89311.00,64879.00,63024.00,3571945.00,3427594.00,362286.00,167152.00
2023-07-21,-1.32,-2.30,104.90,259.00,0.00,0.61,0.03,3.32,31.70,13.68,1.96,1.18,1.38,73.89,55.33,32.15,43.65,124768.00,237555.00,0.00,109.60,38.02,2139.00,16575.00,9507.00,1712.00,820.30,635.11,97.18,78249.00,56716.00,9644924.00,25537897.00,0.00,60318.00,7788.00,511908.00,3792233.00,2165772.00,359936.00,97233.00,214826.00,6266688.00,4648237.00,1390090.00,1484921.00
2023-07-22,-1.15,-4.05,102.30,254.20,0.00,0.76,0.00,1.51,21.87,3.03,0.86,1.26,1.04,65.68,56.29,30.38,46.67,121613.00,233099.00,0.00,136.60,0.00,1069.00,11803.00,2245.00,747.40,880.70,639.97,73.41,25337.00,4487.00,7021856.00,20014257.00,0.00,45238.00,0.00,123573.00,2083661.00,364648.00,94813.00,71966.00,124283.00,4468197.00,3588249.00,491852.00,316334.00
2023-07-23,-1.25,-4.27,102.50,255.90,0.00,0.96,0.00,1.48,16.08,3.50,0.97,1.21,0.85,60.94,57.52,33.99,43.28,121896.00,234627.00,0.00,173.40,0.00,1047.00,9177.00,2644.00,850.60,840.90,647.18,79.00,29829.00,82547.00,6330427.00,22996975.00,0.00,78768.00,0.00,145963.00,2010372.00,566675.00,141565.00,97325.00,140640.00,4206746.00,3729447.00,804263.00,763271.00
2023-07-24,-1.52,-1.23,105.50,284.10,0.00,0.34,0.00,3.61,31.75,8.99,1.50,1.34,1.32,71.57,46.62,29.24,33.62,125520.00,260731.00,0.00,61.01,1.59,2304.00,16715.00,6448.00,1313.00,937.10,671.32,119.90,132193.00,95280.00,12235133.00,34017271.00,0.00,36033.00,364.70,675849.00,4647617.00,1814775.00,325443.00,154025.00,253232.00,6919349.00,4963201.00,2643250.00,3108285.00
2023-07-25,-1.50,-2.49,104.80,266.10,0.00,0.00,0.12,4.74,27.73,10.07,1.28,1.28,1.37,74.16,39.41,35.96,46.49,124716.00,244318.00,0.00,0.00,149.30,2999.00,14744.00,7159.00,1121.00,892.20,649.85,121.75,86586.00,43676.00,12487943.00,32993076.00,0.00,0.00,39774.00,1037691.00,4469441.00,2530494.00,304287.00,129994.00,289802.00,8337081.00,3807495.00,1191268.00,1262775.00
2023-07-26,-1.53,-1.70,104.10,259.40,0.00,0.28,0.01,5.01,27.17,8.58,1.27,1.31,1.30,64.99,55.73,37.08,47.12,123904.00,238084.00,0.00,49.66,15.14,3300.00,14626.00,5983.00,1114.00,915.60,635.92,108.52,93867.00,69598.00,10348950.00,30265141.00,0.00,27547.00,3675.00,951859.00,3829348.00,1893437.00,266583.00,131533.00,297685.00,6246241.00,4614510.00,1200653.00,1128847.00
2023-07-27,-1.70,-2.88,82.30,251.00,0.00,0.00,0.00,1.26,15.53,4.33,0.45,1.23,1.20,46.92,131.70,30.01,44.59,98639.00,230045.00,0.00,0.14,0.00,891.30,10413.00,3291.00,397.20,858.20,568.59,56.30,-6270.00,13604.00,1572181.00,20560813.00,0.00,66.51,0.00,26989.00,1639412.00,457524.00,34224.00,87280.00,93294.00,2489811.00,3010120.00,205390.00,-437549.00
2023-07-28,-1.44,-3.72,88.82,238.90,0.00,0.00,0.05,1.47,17.25,7.78,1.01,1.28,1.28,53.02,102.20,32.68,43.90,105802.00,219215.00,0.00,0.00,75.19,1040.00,11131.00,5957.00,880.20,892.90,590.26,75.54,27360.00,121559.00,4885510.00,20855183.00,0.00,0.00,3789.00,155843.00,2029458.00,1047158.00,160727.00,92703.00,150123.00,3685100.00,5170568.00,1032314.00,1009756.00
2023-07-29,-1.49,-4.55,88.80,221.80,0.00,0.24,0.00,0.77,15.18,1.68,0.34,1.34,1.07,42.18,88.96,35.01,47.95,105799.00,203470.00,0.00,42.98,1.04,544.90,8490.00,1335.00,294.60,931.50,595.07,48.17,-26028.00,-9622.00,867030.00,15619057.00,0.00,10241.00,95.17,14589.00,1308255.00,139350.00,33420.00,76282.00,78682.00,1664872.00,1588704.00,-99369.00,-1019530.00
2023-07-30,-1.17,-5.81,78.57,211.80,0.00,0.19,0.00,1.01,10.19,1.11,0.29,1.22,0.91,32.59,121.90,28.62,49.12,93708.00,194406.00,0.00,33.57,0.00,718.40,6408.00,869.60,252.40,846.20,560.28,27.66,-41411.00,-54289.00,-797084.00,11285973.00,0.00,13235.00,0.00,-7046.00,663830.00,23465.00,23228.00,50594.00,53438.00,1059385.00,-440735.00,-448037.00,-1731436.00
2023-07-31,-1.61,-3.96,84.21,222.10,0.00,0.32,0.00,0.00,16.47,4.37,0.87,1.30,1.20,50.08,118.10,36.23,48.36,99982.00,203998.00,0.02,56.85,1.14,0.00,9423.00,3286.00,761.60,903.70,550.85,56.66,4993.00,-4264.00,2595270.00,16525996.00,94.24,21183.00,88.86,0.00,1249267.00,449540.00,87102.00,84578.00,97697.00,2694913.00,4210653.00,575599.00,279974.00
2023-08-01,-1.53,-2.44,95.85,234.70,0.20,0.25,0.32,4.03,29.98,14.45,2.16,1.40,1.49,72.06,52.78,32.14,47.41,113079.00,215492.00,3.63,45.44,395.50,2539.00,16303.00,10782.00,1885.00,976.30,617.68,239.54,142961.00,4176.00,20038490.00,49782477.00,29715.00,11815.00,753047.00,2591255.00,13481078.00,10615391.00,1716978.00,244650.00,1136655.00,16464696.00,5632649.00,1868185.00,2828427.00
2023-08-02,-2.07,-2.26,89.43,235.50,0.61,0.24,0.52,0.05,22.08,5.35,0.84,1.60,1.67,58.51,94.50,37.76,46.49,105758.00,216152.00,11.05,42.81,523.90,33.13,13134.00,3905.00,733.40,1121.00,577.86,75.72,46163.00,57241.00,5408412.00,21120342.00,57253.00,14782.00,66260.00,2519.00,1914843.00,631750.00,102669.00,119795.00,189006.00,4186607.00,5040952.00,1263619.00,477467.00
2023-08-03,-1.80,-4.25,72.45,226.70,0.64,0.28,0.00,0.98,13.25,2.62,0.00,1.63,1.15,36.77,143.60,32.38,52.56,86454.00,208311.00,11.55,50.71,0.75,695.70,7673.00,1990.00,0.00,1143.00,529.09,34.94,-59683.00,34295.00,-1776969.00,16293236.00,49111.00,13849.00,-60.55,-81043.00,1216200.00,178832.00,0.00,82306.00,28177.00,1466773.00,-1846301.00,106932.00,-1515269.00
2023-08-04,-1.01,-4.34,77.47,225.50,0.64,0.27,0.00,1.24,13.17,1.71,0.03,1.53,0.59,37.96,143.80,33.29,43.10,92428.00,206896.00,11.59,47.72,0.34,879.40,7583.00,1380.00,23.80,1072.00,539.73,26.04,-23394.00,-49120.00,-854936.00,11757312.00,26749.00,11912.00,24.98,5268.00,492297.00,96571.00,1678.00,66166.00,16700.00,868214.00,-172401.00,-202822.00,-878429.00
2023-08-05,-0.96,-2.85,95.96,233.20,0.65,0.25,0.01,2.34,18.77,4.17,1.07,1.48,1.09,54.77,64.56,33.29,40.61,114241.00,213917.00,11.70,44.71,11.67,1661.00,10283.00,3515.00,931.80,1033.00,630.29,61.42,44800.00,3279.00,4188301.00,14701442.00,46831.00,10185.00,1518.00,372547.00,2154480.00,596642.00,139520.00,66380.00,132619.00,2426392.00,3709481.00,836024.00,879493.00
2023-08-06,-1.19,-3.06,103.30,236.50,0.84,0.34,0.00,1.23,20.58,3.49,0.80,1.49,0.91,59.79,44.85,41.90,38.22,123036.00,217218.00,15.15,61.44,0.00,871.30,11316.00,2482.00,697.50,1042.00,648.63,74.62,40652.00,137813.00,6611356.00,19319175.00,68758.00,26842.00,0.00,95825.00,2026730.00,508077.00,134213.00,105995.00,152853.00,4072327.00,2798672.00,1672554.00,1609417.00
2023-08-07,-1.44,-1.91,106.10,257.90,0.70,0.79,0.02,1.30,25.15,8.32,0.76,1.62,1.26,72.73,38.57,43.06,44.13,126308.00,237088.00,12.66,142.10,23.70,918.90,13883.00,6121.00,666.80,1135.00,644.85,92.49,87763.00,65918.00,9681128.00,23842393.00,63077.00,68912.00,5665.00,152770.00,2878654.00,1407215.00,155736.00,131566.00,170977.00,6217285.00,3553442.00,2313867.00,2167570.00
2023-08-08,-1.25,-2.23,101.30,259.40,0.65,0.92,0.06,3.31,23.42,7.55,0.62,1.64,1.16,69.05,38.21,43.47,51.62,120691.00,238254.00,11.68,165.50,82.34,2065.00,13928.00,5451.00,544.70,1149.00,638.39,109.02,66317.00,44538.00,10945255.00,28770144.00,66489.00,89943.00,24202.00,600174.00,3609768.00,1715683.00,127186.00,157225.00,249569.00,6984598.00,3901762.00,1648442.00,1740500.00
2023-08-09,-1.86,-5.62,83.62,232.40,0.64,0.86,0.01,1.35,11.90,1.28,0.00,1.59,1.48,41.53,124.40,35.86,57.59,99797.00,213727.00,11.45,155.20,10.30,957.90,7950.00,1019.00,0.04,1117.00,553.19,44.86,-44557.00,-70613.00,452716.00,16515879.00,36334.00,53102.00,614.90,-11690.00,1087268.00,100873.00,0.22,88762.00,64880.00,2090845.00,2127644.00,-214930.00,-1415073.00
2023-08-10,-1.75,-5.23,93.76,235.40,0.60,0.42,0.24,1.65,19.12,5.60,1.60,1.48,1.73,48.71,91.38,35.93,50.61,111784.00,216797.00,10.84,75.24,259.90,1166.00,10862.00,4469.00,1403.00,1035.00,598.49,81.43,120547.00,78771.00,5756721.00,21315703.00,42152.00,38612.00,44283.00,324119.00,2928968.00,1186877.00,325925.00,123400.00,214453.00,3513949.00,4375273.00,663303.00,1087719.00
2023-08-11,-1.65,-4.02,102.50,240.80,0.65,0.90,0.41,1.46,28.49,5.22,1.32,1.42,1.37,58.67,53.85,35.24,53.34,122132.00,221215.00,11.64,161.20,562.30,1031.00,15953.00,4749.00,1156.00,992.80,634.46,192.37,250502.00,43179.00,6432546.00,17756216.00,48881.00,55053.00,1878916.00,3108198.00,30950423.00,15748006.00,4175303.00,73991.00,1451086.00,3907194.00,8011515.00,1650883.00,2837257.00
2023-08-12,-1.41,-5.06,102.30,227.10,0.79,0.91,0.34,1.41,25.45,3.44,2.14,1.46,1.08,55.36,56.08,29.32,46.46,121898.00,208281.00,14.19,163.80,467.20,998.10,13818.00,3173.00,1874.00,1023.00,642.77,86.35,125268.00,17074.00,6934975.00,16949949.00,65845.00,54804.00,131279.00,411544.00,5306565.00,893590.00,586299.00,69811.00,185634.00,3561307.00,5120101.00,767037.00,1025335.00
2023-08-13,-1.22,-4.87,105.50,241.60,0.84,0.83,0.35,1.87,26.84,4.42,1.89,1.43,1.00,63.67,26.05,26.06,44.67,125469.00,221602.00,15.08,149.30,479.10,1325.00,14116.00,3657.00,1655.00,1001.00,683.02,96.95,87668.00,-42826.00,9046446.00,20641411.00,81763.00,53738.00,122744.00,497608.00,5117329.00,1065857.00,594181.00,75447.00,187582.00,5133909.00,2974731.00,553593.00,1023734.00
2023-08-14,-1.73,-3.21,111.00,250.70,0.65,0.90,0.24,1.74,28.89,15.52,2.35,1.33,1.54,79.37,24.41,35.48,46.76,132779.00,229710.00,11.71,162.80,331.00,1229.00,14643.00,11433.00,2058.00,930.70,659.94,148.24,166116.00,-68463.00,16694013.00,34455090.00,100578.00,101741.00,77832.00,425163.00,6431554.00,3884029.00,645364.00,127868.00,385561.00,10110466.00,3820285.00,2096198.00,2311811.00
2023-08-15,-2.04,-1.88,110.60,237.20,0.64,0.95,0.40,1.47,30.32,17.56,0.96,1.43,1.69,71.61,30.59,46.67,55.81,132741.00,217468.00,11.60,170.60,413.00,1043.00,16119.00,12336.00,836.50,990.70,632.69,251.32,151440.00,13008.00,26790578.00,54667556.00,179693.00,133003.00,521815.00,385796.00,9083489.00,11975438.00,540268.00,211812.00,1165136.00,19546707.00,5243984.00,2142660.00,1796157.00
2023-08-16,-1.91,-0.67,108.00,232.30,0.65,0.94,0.38,1.47,28.01,12.75,1.01,1.54,1.63,60.62,51.58,41.71,56.82,129515.00,214279.00,11.64,169.40,318.50,1039.00,16372.00,9064.00,884.10,1061.00,624.51,115.21,94301.00,46484.00,10415771.00,29712042.00,84017.00,110605.00,90086.00,192328.00,4490638.00,2414223.00,178539.00,169391.00,309879.00,6289048.00,4912462.00,1435821.00,613634.00
2023-08-17,-1.60,-1.38,107.60,230.90,0.55,0.99,0.56,1.91,23.58,11.81,0.56,1.40,1.43,50.76,100.20,30.44,42.75,129124.00,213717.00,9.95,177.90,528.90,1351.00,14055.00,8119.00,491.70,960.20,611.72,78.26,36189.00,46132.00,4334639.00,23512526.00,55044.00,97168.00,107087.00,75613.00,2672082.00,1429348.00,56783.00,138166.00,119515.00,3439618.00,4495172.00,1285849.00,1515135.00
2023-08-18,-1.41,-2.07,92.66,224.30,0.61,0.96,0.00,2.30,14.25,6.02,0.00,1.44,1.14,36.77,144.80,29.52,49.02,111514.00,208180.00,11.01,172.90,0.00,1628.00,8980.00,4219.00,0.00,1005.00,559.23,47.91,-25565.00,51467.00,1252999.00,15870397.00,42491.00,59763.00,0.00,34529.00,1127068.00,582603.00,0.00,88191.00,80414.00,1707111.00,4158629.00,633428.00,138806.00
2023-08-19,-1.40,-4.66,90.98,204.10,0.67,0.84,0.00,1.32,9.40,4.40,0.61,1.53,0.72,33.64,135.30,25.80,53.56,109496.00,189578.00,12.14,151.70,0.00,935.90,5368.00,3101.00,532.50,1067.00,557.17,31.32,-27149.00,-140877.00,1123850.00,8983213.00,30397.00,29916.00,0.00,-10490.00,655544.00,325432.00,69382.00,40308.00,43938.00,1111121.00,2484421.00,-427119.00,-1571225.00
2023-08-20,-1.03,-4.41,98.65,207.10,0.83,0.92,0.00,0.00,16.15,7.53,1.09,1.58,1.07,44.53,63.15,32.37,58.57,118459.00,192228.00,15.02,166.10,0.48,0.00,8715.00,5403.00,953.00,1094.00,619.25,68.02,-6204.00,-143324.00,4804541.00,16269740.00,56511.00,64840.00,29.44,0.00,1708657.00,1319661.00,187028.00,89485.00,150458.00,3329720.00,2988641.00,-390165.00,-1402746.00
2023-08-21,-1.82,-4.57,100.50,222.10,0.70,0.77,0.19,1.01,19.35,9.62,1.14,1.52,1.44,44.72,75.85,38.93,57.14,120603.00,206469.00,12.69,138.50,193.10,717.20,10702.00,6763.00,997.90,1054.00,611.41,75.24,19651.00,-936.50,3686465.00,21274883.00,68027.00,58246.00,39677.00,39973.00,2421729.00,1484192.00,130954.00,116175.00,170207.00,3590276.00,3192510.00,273718.00,-306625.00
2023-08-22,-2.45,-2.65,104.70,226.90,0.62,0.92,0.00,2.75,21.29,10.62,1.51,1.55,2.10,55.07,72.99,32.17,50.86,125545.00,209420.00,11.09,167.70,3.00,1946.00,12406.00,7203.00,1324.00,1079.00,620.27,89.77,88388.00,44721.00,8660329.00,21194395.00,63035.00,78270.00,357.10,318476.00,2642119.00,1521400.00,162286.00,110738.00,232326.00,4745014.00,5026292.00,1245360.00,1753690.00
2023-08-23,-1.59,-2.92,100.70,229.30,0.61,1.00,0.00,1.87,23.66,13.45,1.30,1.23,1.20,53.85,57.54,43.07,57.86,119987.00,210868.00,10.93,189.60,5.59,1322.00,12831.00,9098.00,1135.00,874.80,612.10,92.48,64474.00,20214.00,8700634.00,20898806.00,61237.00,72638.00,820.90,263646.00,3413782.00,2117116.00,259488.00,76006.00,182829.00,4842951.00,4420323.00,1484619.00,835100.00
2023-08-24,-2.02,-4.88,95.25,227.70,0.62,0.56,0.01,3.00,24.01,7.02,1.41,1.22,1.91,45.47,75.32,38.86,61.51,113307.00,209328.00,11.20,111.50,10.08,2127.00,13052.00,4831.00,1232.00,852.90,597.72,71.19,-18.94,-71203.00,5803281.00,17588006.00,50424.00,27061.00,-183.20,243881.00,2443228.00,946070.00,82632.00,71724.00,155241.00,3728090.00,4033818.00,144144.00,-549310.00
2023-08-25,-2.07,-6.02,90.91,230.80,0.61,0.99,0.00,2.74,23.76,8.82,1.14,1.56,1.62,43.22,63.13,41.06,65.09,107335.00,212180.00,11.04,190.80,1.26,1944.00,12763.00,6139.00,995.30,1080.00,603.91,68.28,49118.00,-85887.00,5308659.00,17158159.00,46337.00,54962.00,131.50,196260.00,2103483.00,1113201.00,117589.00,81353.00,131172.00,3496150.00,3193107.00,242749.00,-138430.00
2023-08-26,-1.36,-3.97,90.73,217.50,0.77,0.91,0.00,1.67,20.44,3.65,0.38,1.65,0.85,48.08,47.88,48.87,57.14,107061.00,199920.00,13.88,164.20,0.00,1183.00,10991.00,2465.00,332.40,1140.00,604.03,60.05,8960.00,-48168.00,5423700.00,13816260.00,49806.00,45517.00,0.00,58257.00,1592518.00,369834.00,42302.00,73697.00,69131.00,3460797.00,2815220.00,348467.00,-277763.00
2023-08-27,-1.13,-5.34,90.47,213.80,0.81,0.82,0.00,1.47,21.39,5.07,0.94,1.63,0.92,46.90,42.25,41.17,60.36,106765.00,196543.00,14.66,148.40,0.00,1041.00,11639.00,3227.00,822.80,1133.00,616.13,63.93,-9672.00,-160805.00,5357347.00,14414289.00,54054.00,40878.00,0.00,92847.00,1930078.00,593879.00,123901.00,73564.00,96524.00,3506533.00,2538370.00,-160838.00,-776857.00
2023-08-28,-1.28,-3.18,94.60,236.60,0.63,0.81,0.00,4.54,25.47,10.85,1.44,1.70,1.23,59.55,26.04,45.03,62.11,111632.00,217309.00,11.38,145.80,0.00,2844.00,13887.00,7198.00,1258.00,1182.00,627.87,101.40,82051.00,-46937.00,9798027.00,24116276.00,63528.00,63373.00,0.00,672216.00,3371979.00,1819821.00,261840.00,129585.00,221636.00,5822541.00,2456626.00,1137853.00,1156852.00
2023-08-29,-1.22,-4.90,85.53,228.90,0.62,1.16,0.00,0.46,11.71,2.66,0.03,1.62,1.04,37.39,98.76,44.99,55.31,101064.00,210407.00,11.22,223.50,3.44,327.60,7093.00,2113.00,30.58,1120.00,571.55,54.03,16473.00,-39802.00,2936030.00,15986206.00,37730.00,68351.00,318.00,-637.30,998691.00,296152.00,3003.00,89968.00,74217.00,2308652.00,3563833.00,145845.00,-281339.00
2023-08-30,-1.66,-3.46,91.05,234.50,0.61,1.26,0.10,1.20,17.59,5.73,0.86,1.56,1.32,37.43,85.48,36.79,54.12,107552.00,215743.00,10.91,241.80,152.80,852.70,9934.00,4206.00,753.50,1078.00,603.25,96.16,50329.00,1717.00,5382496.00,19040101.00,50907.00,85705.00,333503.00,107850.00,4314325.00,4598994.00,536465.00,96618.00,555234.00,2726597.00,8288088.00,1183608.00,1132044.00
2023-08-31,-1.56,-6.87,90.27,236.10,0.64,0.96,0.08,1.45,18.42,4.46,0.79,0.72,1.07,39.06,83.04,43.58,59.81,106567.00,217515.00,11.47,175.50,85.32,1027.00,10473.00,3409.00,691.00,471.70,595.14,57.43,20166.00,-45010.00,4363138.00,15091040.00,38964.00,51831.00,13637.00,122354.00,1401999.00,480526.00,104898.00,38247.00,109317.00,2415091.00,4179047.00,322689.00,-20487.00
2023-09-01,-1.33,-7.07,95.39,239.50,0.55,0.89,0.00,4.32,21.33,10.45,1.11,1.05,1.39,57.89,33.22,48.29,63.72,112493.00,219240.00,9.85,159.40,0.00,2701.00,11920.00,6885.00,968.20,721.90,622.23,95.68,50907.00,-17357.00,9255670.00,22857745.00,54860.00,68973.00,0.00,746433.00,2779829.00,1790772.00,215289.00,70440.00,236471.00,5356044.00,3125667.00,1070161.00,473922.00
