date,Battery (Charging) -  MW,Exports -  MW,Imports -  MW,Distillate -  MW,Gas (Steam) -  MW,Gas (CCGT) -  MW,Gas (OCGT) -  MW,Gas (Reciprocating) -  MW,Battery (Discharging) -  MW,Wind -  MW,Solar (Utility) -  MW,Solar (Rooftop) -  MW,Temperature - C,Emissions Intensity - kgCO₂e/MWh,Price - AUD/MWh
2024-01-03 19:20,-0.01,-225.60,0.00,0.00,0.00,554.10,0.09,191.60,106.30,902.20,19.12,52.98,20.80,0.00,122.40
2024-01-03 19:25,-0.01,-207.80,0.00,0.00,0.00,555.70,0.10,192.40,99.67,872.80,15.50,44.79,20.75,0.00,120.50
2024-01-03 19:30,-0.01,-167.60,0.00,0.00,0.00,553.40,0.10,192.00,99.26,854.10,13.34,36.61,20.70,0.00,120.30
2024-01-03 19:35,-0.01,-178.70,0.00,0.00,0.00,551.30,0.10,190.80,108.10,861.20,8.76,31.32,20.65,0.00,121.40
2024-01-03 19:40,-0.01,-175.30,0.00,0.00,0.00,549.60,0.10,192.10,117.00,860.40,4.74,26.03,20.60,0.00,124.00
2024-01-03 19:45,-0.01,-188.70,0.00,0.00,0.00,546.50,0.09,189.70,111.20,889.40,2.12,20.73,20.55,0.00,118.50
2024-01-03 19:50,-0.01,-195.40,0.00,0.00,0.00,544.90,0.11,191.10,112.60,889.90,0.93,15.44,20.50,0.00,108.80
2024-01-03 19:55,-0.01,-189.80,0.00,0.00,0.00,549.20,0.10,191.80,100.40,896.10,0.15,10.15,20.45,0.00,108.80
2024-01-03 20:00,-0.01,-156.30,0.00,0.00,0.00,544.10,0.10,185.50,83.25,904.40,0.01,4.86,20.40,0.00,99.01
2024-01-03 20:05,-0.01,-48.04,0.00,0.00,0.00,554.40,0.09,81.38,66.44,889.70,0.01,4.05,20.37,0.00,99.98
2024-01-03 20:10,-0.01,-59.16,0.00,0.00,0.00,558.20,0.10,128.30,60.80,861.50,0.00,3.24,20.33,0.00,99.98
2024-01-03 20:15,-0.17,-106.00,0.00,0.00,0.00,554.30,0.10,158.10,57.12,886.70,0.00,2.43,20.30,0.00,98.79
2024-01-03 20:20,0.00,-15.49,0.00,0.00,0.00,557.30,0.09,81.97,54.90,873.30,0.00,1.62,20.27,0.00,99.15
2024-01-03 20:25,-0.85,-15.49,0.00,0.00,0.00,552.00,0.10,79.10,50.56,885.50,0.00,0.81,20.23,0.00,84.40
2024-01-03 20:30,-1.69,0.00,18.00,0.00,0.00,517.90,0.09,80.90,50.68,882.70,0.00,0.00,20.20,0.00,83.92
2024-01-03 20:35,-0.01,0.00,2.37,0.00,0.00,524.70,0.10,82.72,57.34,877.50,0.00,0.00,20.15,0.00,88.44
2024-01-03 20:40,-0.01,0.00,49.39,0.00,0.00,546.30,0.09,81.32,4.24,867.20,0.00,0.00,20.10,0.00,85.14
2024-01-03 20:45,-0.03,0.00,85.11,0.00,0.00,516.70,0.09,78.68,0.89,869.20,0.00,0.00,20.05,0.00,85.68
2024-01-03 20:50,-0.01,0.00,62.56,0.00,0.00,500.80,0.10,82.40,6.62,886.90,0.00,0.00,20.00,0.00,84.57
2024-01-03 20:55,-0.01,0.00,48.93,0.00,0.00,489.40,0.10,82.51,10.83,902.00,0.00,0.00,19.95,0.00,88.44
2024-01-03 21:00,-2.49,0.00,29.23,0.00,0.00,482.30,0.10,78.97,0.15,930.00,0.00,0.00,19.90,0.00,78.22
2024-01-03 21:05,-0.02,-0.98,0.00,0.00,0.00,481.80,0.10,80.51,2.63,964.90,0.00,0.00,19.95,0.00,74.56
2024-01-03 21:10,-0.01,-9.91,0.00,0.00,0.00,442.80,0.09,81.76,7.86,992.60,0.00,0.00,20.00,0.00,79.50
2024-01-03 21:15,-0.01,0.00,78.35,-0.10,0.00,354.00,0.10,80.31,1.09,1005.00,0.00,0.00,20.05,0.00,78.12
2024-01-03 21:20,-1.27,0.00,68.37,0.00,0.00,336.60,0.09,79.44,1.49,1020.00,0.00,0.00,20.10,0.00,75.41
2024-01-03 21:25,-2.33,0.00,38.23,0.00,0.00,335.30,0.10,79.36,0.32,1048.00,0.00,0.00,20.15,0.00,66.91
2024-01-03 21:30,-2.18,-25.53,0.00,0.00,0.00,335.30,0.09,79.13,0.80,1106.00,0.00,0.00,20.20,0.00,61.94
2024-01-03 21:35,-0.83,-64.67,0.00,0.00,0.00,340.70,0.10,80.34,1.23,1135.00,0.00,0.00,20.35,0.00,88.44
2024-01-03 21:40,-0.66,-12.14,0.00,0.00,0.00,343.30,0.10,10.59,2.49,1151.00,0.00,0.00,20.50,0.00,81.55
2024-01-03 21:45,-7.46,0.00,10.19,0.00,0.00,330.60,0.08,10.64,0.18,1138.00,0.00,0.00,20.65,0.00,68.49
2024-01-03 21:50,-2.51,-15.49,0.00,0.00,0.00,339.30,0.10,0.00,0.39,1148.00,0.00,0.00,20.80,0.00,69.16
2024-01-03 21:55,-0.63,-36.00,0.00,0.00,0.00,333.30,0.10,0.00,0.44,1178.00,0.00,0.00,20.95,0.00,67.25
2024-01-03 22:00,-3.08,-62.44,0.00,0.00,0.00,334.60,0.10,0.00,0.13,1193.00,0.00,0.00,21.10,0.00,61.32
2024-01-03 22:05,-0.70,-100.40,0.00,0.00,0.00,336.60,0.09,0.00,0.18,1230.00,0.00,0.00,21.32,0.00,61.01
2024-01-03 22:10,-0.41,-115.00,0.00,0.00,0.00,343.30,0.10,0.00,1.42,1250.00,0.00,0.00,21.53,0.00,61.01
2024-01-03 22:15,-0.41,-142.90,0.00,0.00,0.00,337.30,0.09,0.00,0.23,1271.00,0.00,0.00,21.75,0.00,60.06
2024-01-03 22:20,-1.51,-156.30,0.00,0.00,0.00,339.30,0.09,0.00,0.57,1269.00,0.00,0.00,21.97,0.00,59.91
2024-01-03 22:25,-0.01,-173.20,0.00,0.00,0.00,345.40,0.09,0.00,15.17,1250.00,0.00,0.00,22.18,0.00,59.91
2024-01-03 22:30,-5.85,-158.30,0.00,0.00,0.00,334.60,0.09,0.00,0.13,1264.00,0.00,0.00,22.40,0.00,59.76
2024-01-03 22:35,-8.77,-153.00,0.00,0.00,0.00,333.30,0.10,0.00,0.66,1262.00,0.00,0.00,22.83,0.00,59.14
2024-01-03 22:40,-0.01,-190.90,0.00,0.00,0.00,344.70,0.10,0.00,7.67,1265.00,0.00,0.00,23.27,0.00,59.45
2024-01-03 22:45,-2.45,-183.10,0.00,0.00,0.00,334.60,0.09,0.00,0.17,1283.00,0.00,0.00,23.70,0.00,59.45
2024-01-03 22:50,-0.01,-226.70,0.00,0.00,0.00,338.60,0.10,0.00,5.73,1301.00,0.00,0.00,24.13,0.00,58.52
2024-01-03 22:55,-0.71,-218.90,0.00,0.00,0.00,338.00,0.10,0.00,0.39,1308.00,0.00,0.00,24.57,0.00,47.71
2024-01-03 23:00,-0.01,-241.20,0.00,0.00,0.00,344.70,0.10,0.00,6.22,1313.00,0.00,0.00,25.00,0.00,52.94
2024-01-03 23:05,-2.82,-232.30,0.00,0.00,0.00,331.90,0.10,0.00,0.45,1322.00,0.00,0.00,24.67,0.00,53.94
2024-01-03 23:10,-0.30,-203.20,0.00,0.00,13.00,298.40,0.10,0.00,4.06,1310.00,0.00,0.00,24.33,0.00,59.76
2024-01-03 23:15,-0.01,-184.30,0.00,0.00,19.00,250.70,0.09,0.00,5.20,1320.00,0.00,0.00,24.00,0.00,60.07
2024-01-03 23:20,-6.00,-147.30,0.00,0.00,23.00,207.10,0.09,0.00,0.28,1330.00,0.00,0.00,23.67,0.00,60.07
2024-01-03 23:25,0.00,-131.70,0.00,0.00,35.00,179.60,6.67,0.00,12.30,1313.00,0.00,0.00,23.33,0.00,72.00
2024-01-03 23:30,-0.01,-109.40,0.00,0.00,0.00,174.90,30.05,0.00,3.95,1308.00,0.00,0.00,23.00,0.00,74.83
2024-01-03 23:35,-6.39,-58.63,0.00,0.00,0.00,172.20,30.16,0.00,0.45,1293.00,0.00,0.00,22.77,0.00,78.65
2024-01-03 23:40,-6.01,0.00,27.00,0.00,0.00,160.10,28.72,0.00,0.12,1272.00,0.00,0.00,22.53,0.00,84.92
2024-01-03 23:45,-0.81,0.00,39.35,0.00,0.00,161.50,30.44,0.00,2.23,1253.00,0.00,0.00,22.30,0.00,74.04
2024-01-03 23:50,-0.01,0.00,29.23,0.00,0.00,164.20,30.10,0.00,6.11,1259.00,0.00,0.00,22.07,0.00,75.44
2024-01-03 23:55,-0.12,-0.98,0.00,0.00,0.00,166.20,30.31,0.00,0.26,1288.00,0.00,0.00,21.83,0.00,62.89
2024-01-04 00:00,-1.40,-33.35,0.00,0.00,0.00,160.80,29.71,0.00,0.30,1320.00,0.00,0.00,21.60,0.00,61.77
2024-01-04 00:05,-0.01,-109.30,0.00,0.00,0.00,168.90,31.97,0.00,11.05,1369.00,0.00,0.00,21.42,0.00,61.03
2024-01-04 00:10,-8.09,-72.49,0.00,0.00,0.00,164.20,28.73,0.00,0.03,1374.00,0.00,0.00,21.23,0.00,49.50
2024-01-04 00:15,-5.65,-92.58,0.00,0.00,0.00,162.80,29.15,0.00,0.50,1390.00,0.00,0.00,21.05,0.00,52.67
2024-01-04 00:20,-0.44,-114.30,0.00,0.00,0.00,163.50,29.91,0.00,0.48,1406.00,0.00,0.00,20.87,0.00,46.68
2024-01-04 00:25,-0.01,-111.60,0.00,0.00,0.00,166.20,30.21,0.00,5.38,1398.00,0.00,0.00,20.68,0.00,48.90
2024-01-04 00:30,-0.01,-146.20,0.00,0.00,0.00,166.80,30.34,0.00,8.61,1427.00,0.00,0.00,20.50,0.00,50.69
2024-01-04 00:35,-0.51,-169.70,0.00,0.00,0.00,166.20,30.70,0.00,2.53,1458.00,0.00,0.00,20.45,0.00,44.59
2024-01-04 00:40,-2.11,-192.10,0.00,0.00,7.00,166.20,30.52,0.00,5.58,1501.00,0.00,0.00,20.40,0.00,48.80
2024-01-04 00:45,-0.55,-211.00,0.00,0.00,13.00,166.80,29.87,0.00,4.83,1500.00,0.00,0.00,20.35,0.00,48.80
2024-01-04 00:50,-2.91,-209.90,0.00,0.00,22.00,164.80,29.92,0.00,1.91,1498.00,0.00,0.00,20.30,0.00,45.42
2024-01-04 00:55,-0.01,-236.80,0.00,0.00,30.00,168.20,31.17,0.00,9.69,1498.00,0.00,0.00,20.25,0.00,48.94
2024-01-04 01:00,-3.06,-205.30,0.00,0.00,36.00,163.50,29.45,0.00,1.71,1477.00,0.00,0.00,20.20,0.00,46.02
2024-01-04 01:05,-2.21,-242.30,0.00,0.00,43.00,166.20,30.40,0.00,6.33,1483.00,0.00,0.00,20.18,0.00,47.24
2024-01-04 01:10,-0.01,-154.10,0.00,0.00,44.00,102.40,30.39,0.00,10.35,1445.00,0.00,0.00,20.17,0.00,52.59
2024-01-04 01:15,-2.41,-73.67,0.00,-0.10,40.00,33.96,30.35,0.00,3.17,1445.00,0.00,0.00,20.15,0.00,53.57
2024-01-04 01:20,-5.22,-37.88,0.00,-0.10,40.00,0.00,29.92,0.00,0.28,1444.00,0.00,0.00,20.13,0.00,52.93
2024-01-04 01:25,-0.04,-40.11,0.00,-0.10,40.00,0.00,29.92,0.00,0.39,1435.00,0.00,0.00,20.12,0.00,49.33
2024-01-04 01:30,-0.74,-42.35,0.00,-0.10,40.00,0.00,29.58,0.00,1.18,1428.00,0.00,0.00,20.10,0.00,48.66
2024-01-04 01:35,-0.01,-9.98,0.00,-0.10,40.00,0.00,30.12,0.00,2.13,1382.00,0.00,0.00,20.10,0.00,50.07
2024-01-04 01:40,-0.01,0.00,24.70,-0.10,41.00,0.00,30.51,0.00,0.44,1334.00,0.00,0.00,20.10,0.00,50.50
2024-01-04 01:45,-3.09,0.00,13.30,-0.10,40.00,0.00,29.49,0.00,0.36,1334.00,0.00,0.00,20.10,0.00,50.27
2024-01-04 01:50,-2.94,0.00,44.86,-0.10,39.00,0.00,29.07,0.00,0.46,1302.00,0.00,0.00,20.10,0.00,47.29
2024-01-04 01:55,-1.53,0.00,38.23,-0.10,40.00,0.00,29.07,0.00,0.42,1304.00,0.00,0.00,20.10,0.00,46.03
2024-01-04 02:00,-0.04,0.00,43.16,-0.10,40.00,0.00,30.47,0.00,0.61,1290.00,0.00,0.00,20.10,0.00,47.08
2024-01-04 02:05,-0.28,0.00,32.58,-0.10,40.00,0.00,30.35,0.00,0.42,1302.00,0.00,0.00,20.10,0.00,49.31
2024-01-04 02:10,-0.01,0.00,10.37,0.00,44.00,0.00,30.74,0.00,6.78,1303.00,0.00,0.00,20.10,0.00,51.77
2024-01-04 02:15,-0.30,-11.02,0.00,-0.10,43.00,0.00,30.10,0.00,3.60,1324.00,0.00,0.00,20.10,0.00,51.36
2024-01-04 02:20,-5.28,-28.88,0.00,0.00,40.00,0.00,29.15,0.00,0.50,1343.00,0.00,0.00,20.10,0.00,43.66
2024-01-04 02:25,-1.52,-63.56,0.00,-0.10,39.00,0.00,30.00,0.00,0.42,1374.00,0.00,0.00,20.10,0.00,43.36
2024-01-04 02:30,-5.85,-95.93,0.00,0.00,40.00,0.00,29.79,0.00,0.19,1400.00,0.00,0.00,20.10,0.00,41.64
2024-01-04 02:35,-4.01,-118.30,0.00,0.00,40.00,0.00,29.71,0.00,0.55,1415.00,0.00,0.00,20.08,0.00,41.71
2024-01-04 02:40,-5.03,-100.50,0.00,0.00,43.00,0.00,30.65,0.00,2.00,1392.00,0.00,0.00,20.07,0.00,44.91
2024-01-04 02:45,-2.01,-114.10,0.00,0.00,41.00,0.00,29.58,0.00,0.53,1397.00,0.00,0.00,20.05,0.00,44.70
2024-01-04 02:50,-0.16,-88.18,0.00,0.00,41.00,0.00,29.58,0.00,1.48,1363.00,0.00,0.00,20.03,0.00,44.91
2024-01-04 02:55,-1.79,-99.28,0.00,0.00,41.00,0.00,30.12,0.00,4.65,1361.00,0.00,0.00,20.02,0.00,47.15
2024-01-04 03:00,-0.01,-84.83,0.00,0.00,40.00,0.00,30.14,0.00,1.30,1357.00,0.00,0.00,20.00,0.00,45.50
2024-01-04 03:05,-2.71,-53.51,0.00,0.00,41.00,0.00,30.40,0.00,1.92,1320.00,0.00,0.00,19.95,0.00,50.33
2024-01-04 03:10,-0.03,-34.53,0.00,0.00,40.00,0.00,30.14,0.00,1.02,1305.00,0.00,0.00,19.90,0.00,48.99
2024-01-04 03:15,-2.11,-8.67,0.00,0.00,41.00,0.00,29.62,0.00,0.37,1273.00,0.00,0.00,19.85,0.00,46.58
2024-01-04 03:20,-1.36,-2.09,0.00,0.00,43.00,0.00,30.61,0.00,6.15,1261.00,0.00,0.00,19.80,0.00,47.44
2024-01-04 03:25,-0.16,0.00,15.77,-0.10,42.00,0.00,29.71,0.00,0.78,1234.00,0.00,0.00,19.75,0.00,47.66
2024-01-04 03:30,-0.01,0.00,27.00,0.00,43.00,0.00,30.14,0.00,4.56,1215.00,0.00,0.00,19.70,0.00,47.65
2024-01-04 03:35,-0.16,0.00,47.16,0.00,41.00,0.00,30.35,0.00,1.33,1206.00,0.00,0.00,19.68,0.00,48.14
2024-01-04 03:40,-6.92,0.00,57.21,0.00,40.00,0.00,29.79,0.00,0.38,1202.00,0.00,0.00,19.67,0.00,47.90
2024-01-04 03:45,-0.01,0.00,42.70,-0.10,42.00,0.00,30.48,0.00,1.86,1201.00,0.00,0.00,19.65,0.00,47.61
2024-01-04 03:50,-0.02,0.00,40.46,-0.10,41.00,0.00,30.01,0.00,2.97,1200.00,0.00,0.00,19.63,0.00,48.24
2024-01-04 03:55,-4.21,0.00,36.00,-0.10,41.00,0.00,29.91,0.00,0.48,1207.00,0.00,0.00,19.62,0.00,47.99
2024-01-04 04:00,-0.41,0.00,40.46,-0.10,40.00,0.00,29.75,0.00,0.38,1197.00,0.00,0.00,19.60,0.00,47.97
2024-01-04 04:05,-0.49,0.00,34.85,0.00,40.00,0.00,29.40,0.00,0.73,1209.00,0.00,0.00,19.68,0.00,44.76
2024-01-04 04:10,-3.76,0.00,11.37,-0.10,44.00,0.00,30.81,0.00,3.97,1222.00,0.00,0.00,19.77,0.00,50.64
2024-01-04 04:15,-5.20,0.00,9.14,0.00,40.00,0.00,30.09,0.00,0.19,1228.00,0.00,0.00,19.85,0.00,47.48
2024-01-04 04:20,-2.63,-0.98,0.00,0.00,41.00,0.00,30.16,0.00,0.36,1228.00,0.00,0.00,19.93,0.00,50.74
2024-01-04 04:25,-6.76,-5.44,0.00,0.00,41.00,0.00,29.83,0.00,0.18,1237.00,0.00,0.00,20.02,0.00,47.60
2024-01-04 04:30,-1.97,-19.95,0.00,-0.10,44.00,0.00,30.57,0.00,4.75,1247.00,0.00,0.00,20.10,0.00,52.65
2024-01-04 04:35,-5.70,-13.25,0.00,0.00,41.00,0.00,30.01,0.00,0.12,1266.00,0.00,0.00,20.12,0.00,48.53
2024-01-04 04:40,-5.11,-44.51,0.00,-0.10,43.00,0.00,30.78,0.00,1.37,1294.00,0.00,0.00,20.13,0.00,50.41
2024-01-04 04:45,-0.17,-66.90,0.00,0.00,40.00,0.00,29.71,0.00,0.48,1335.00,0.00,0.00,20.15,0.00,49.38
2024-01-04 04:50,-4.26,-107.10,0.00,0.00,41.00,0.00,30.34,0.00,0.34,1366.00,0.00,0.00,20.17,0.00,48.95
2024-01-04 04:55,-1.66,-120.60,0.00,0.00,41.00,0.00,30.48,0.00,0.25,1380.00,0.00,0.00,20.18,0.00,48.78
2024-01-04 05:00,-1.36,-132.80,0.00,0.00,41.00,0.00,29.58,0.00,0.30,1395.00,0.00,0.00,20.20,0.00,48.52
2024-01-04 05:05,-1.05,-136.20,0.00,0.00,44.00,0.00,30.73,0.00,2.37,1390.00,0.00,0.00,20.23,0.00,48.79
2024-01-04 05:10,-0.01,-152.90,0.00,0.00,44.00,0.00,31.21,0.00,14.67,1396.00,0.00,0.00,20.27,0.00,60.43
2024-01-04 05:15,-2.46,-142.90,0.00,0.00,43.00,0.00,29.88,0.00,1.12,1382.00,0.00,0.00,20.30,0.00,60.11
2024-01-04 05:20,-9.71,-141.80,0.00,0.00,42.00,0.00,30.05,0.00,3.84,1379.00,0.00,0.00,20.33,0.00,60.11
2024-01-04 05:25,-10.74,-102.70,0.00,0.00,40.00,0.00,29.88,0.00,0.53,1370.00,0.00,0.00,20.37,0.00,53.86
2024-01-04 05:30,-3.24,-116.10,0.00,0.00,40.00,0.00,28.89,0.00,0.14,1377.00,0.00,0.00,20.40,0.00,49.75
2024-01-04 05:35,-5.81,-58.04,0.00,0.00,40.00,0.00,28.81,0.00,0.28,1336.00,0.00,0.53,20.40,0.00,47.91
2024-01-04 05:40,-0.01,-37.88,0.00,0.00,44.00,0.00,30.40,0.00,5.13,1322.00,0.00,1.06,20.40,0.00,53.71
2024-01-04 05:45,-4.78,-33.35,0.00,0.00,40.00,0.00,29.53,0.00,0.16,1329.00,0.03,1.59,20.40,0.00,48.95
2024-01-04 05:50,-3.52,-35.65,0.00,0.00,40.00,0.00,29.32,0.00,0.25,1342.00,0.14,2.13,20.40,0.00,45.74
2024-01-04 05:55,-0.03,-51.39,0.00,0.00,41.00,0.00,29.88,0.00,0.39,1359.00,0.32,2.66,20.40,0.00,46.62
2024-01-04 06:00,-2.07,-49.04,0.00,0.00,40.00,0.00,29.37,0.00,0.32,1358.00,0.49,3.19,20.40,0.00,34.10
2024-01-04 06:05,-0.30,-66.90,0.00,0.00,44.00,0.00,30.05,0.00,1.52,1373.00,1.19,5.29,20.40,0.00,35.47
2024-01-04 06:10,-0.14,-56.86,0.00,0.00,40.00,0.00,30.40,0.00,0.44,1379.00,2.60,7.39,20.40,0.00,35.46
2024-01-04 06:15,-8.28,-51.28,0.00,-0.10,40.00,0.00,28.68,0.00,0.00,1379.00,5.79,9.49,20.40,0.00,31.32
2024-01-04 06:20,-3.77,-82.53,0.00,-0.10,40.00,0.00,30.18,0.00,0.26,1411.00,11.04,11.59,20.40,0.00,33.61
2024-01-04 06:25,-1.84,-91.46,0.00,-0.10,41.00,0.00,29.92,0.00,0.25,1400.00,14.38,13.69,20.40,0.00,33.44
2024-01-04 06:30,-1.93,-100.50,0.00,-0.10,42.00,0.00,30.30,0.00,1.04,1427.00,18.66,15.79,20.40,0.00,33.31
2024-01-04 06:35,-8.31,-53.58,0.00,0.00,40.00,0.00,29.44,0.00,0.00,1400.00,24.03,19.47,20.42,0.00,34.33
2024-01-04 06:40,-12.61,-46.81,0.00,0.00,40.00,0.00,29.11,0.00,0.00,1400.00,54.46,23.16,20.43,0.00,19.21
2024-01-04 06:45,-61.40,-59.02,0.00,0.00,40.00,0.00,29.87,0.00,0.00,1449.00,67.15,26.84,20.45,0.00,8.51
2024-01-04 06:50,-58.35,-66.90,0.00,0.00,41.00,0.00,29.88,0.00,0.00,1458.00,74.76,30.53,20.47,0.00,19.21
2024-01-04 06:55,-13.69,-126.10,0.00,0.00,43.00,0.00,30.61,0.00,3.31,1474.00,65.59,34.21,20.48,0.00,33.61
2024-01-04 07:00,-2.87,-116.10,0.00,0.00,41.00,0.00,29.92,0.00,1.44,1454.00,76.52,37.90,20.50,0.00,33.62
2024-01-04 07:05,-3.62,-74.79,0.00,0.00,41.00,0.00,30.35,0.00,4.88,1430.00,61.02,43.88,20.52,0.00,34.67
2024-01-04 07:10,-1.66,-62.44,0.00,0.00,42.00,0.00,29.66,0.00,0.62,1406.00,59.79,49.85,20.53,0.00,34.15
2024-01-04 07:15,-0.01,-66.90,0.00,0.00,44.00,0.00,31.38,0.00,6.70,1396.00,65.71,55.83,20.55,0.00,35.45
2024-01-04 07:20,-0.34,-37.88,0.00,0.00,40.00,0.00,29.92,0.00,0.35,1407.00,50.74,61.80,20.57,0.00,34.94
2024-01-04 07:25,-6.05,0.00,15.73,0.00,43.00,0.00,30.52,0.00,2.73,1345.00,52.31,67.78,20.58,0.00,36.19
2024-01-04 07:30,-1.89,-32.23,0.00,0.00,40.00,0.00,29.53,0.00,0.06,1342.00,95.77,73.75,20.60,0.00,34.50
2024-01-04 07:35,-1.50,-22.25,0.00,0.00,44.00,0.00,30.27,0.00,2.71,1344.00,66.87,83.44,20.68,0.00,34.68
2024-01-04 07:40,-5.63,0.00,2.37,0.00,40.00,0.00,28.81,0.00,0.11,1356.00,57.09,93.13,20.77,0.00,35.04
2024-01-04 07:45,-10.94,-8.79,0.00,0.00,42.00,0.00,30.57,0.00,1.96,1347.00,60.84,102.82,20.85,0.00,34.77
2024-01-04 07:50,-0.77,-15.49,0.00,0.00,45.00,0.00,31.55,0.00,11.11,1337.00,61.46,112.52,20.93,0.00,34.65
2024-01-04 07:55,-4.81,0.00,23.58,0.00,42.00,0.00,30.26,0.00,0.31,1301.00,66.31,122.21,21.02,0.00,34.37
2024-01-04 08:00,-5.93,0.00,96.21,0.00,43.00,0.00,30.70,0.00,2.44,1246.00,63.62,131.90,21.10,0.00,35.58
2024-01-04 08:05,0.00,0.00,76.18,0.00,41.00,0.00,30.48,0.00,6.45,1250.00,71.51,146.30,21.20,0.00,38.83
2024-01-04 08:10,-13.74,0.00,116.40,0.00,40.00,0.00,29.78,0.00,5.84,1248.00,70.66,160.70,21.30,0.00,57.34
2024-01-04 08:15,-14.27,0.00,94.11,0.00,40.00,0.00,28.81,0.00,0.00,1241.00,74.93,175.10,21.40,0.00,37.45
2024-01-04 08:20,-0.01,0.00,71.72,0.00,41.00,0.00,30.57,0.00,8.00,1224.00,68.89,189.50,21.50,0.00,50.16
