Time,Solar (Rooftop) - MW,Solar (Utility) - MW,Wind - MW,Battery (Discharging) - MW,Gas (Reciprocating) - MW,Gas (OCGT) - MW,Gas (CCGT) - MW,Gas (Steam) - MW,Distillate - MW,Imports - MW,Exports - MW,Battery (Charging) - MW,Temperature - C,Price - AUD/MWh
2019-12-14 06:20,10.20,1.13,179.58,0.09,0.00,0.00,665.50,164.50,0.02,204.53,0.00,-0.50,14.23,92.05
2019-12-14 06:25,16.55,3.84,171.19,0.20,0.00,0.00,666.83,163.46,0.02,193.93,0.00,-0.08,14.17,92.05
2019-12-14 06:30,22.91,6.50,170.49,0.00,0.00,0.00,666.88,161.53,0.02,293.52,0.00,-3.96,14.10,77.40
2019-12-14 06:35,28.59,12.38,155.67,1.10,0.00,0.00,614.81,136.24,0.02,280.25,0.00,-0.07,14.13,77.40
2019-12-14 06:40,34.28,14.91,141.68,1.46,0.00,0.00,640.61,132.72,0.02,254.88,0.00,-0.08,14.17,77.40
2019-12-14 06:45,39.97,19.94,136.30,0.00,0.00,0.00,664.92,148.31,0.02,250.42,0.00,-3.84,14.20,77.40
2019-12-14 06:50,45.65,26.88,130.66,0.00,0.00,0.00,667.25,170.47,0.02,196.45,0.00,-6.87,14.23,77.40
2019-12-14 06:55,51.34,32.66,119.25,4.64,0.00,0.00,665.76,193.49,0.02,173.41,0.00,-0.06,14.27,77.40
2019-12-14 07:00,57.02,40.22,119.25,0.00,0.00,0.00,666.21,222.94,0.02,183.10,0.00,-25.66,14.30,56.99
2019-12-14 07:05,64.61,47.14,125.33,3.22,0.00,0.00,636.82,247.91,0.02,167.87,0.00,-0.28,14.33,56.99
2019-12-14 07:10,72.19,51.69,131.71,0.53,0.00,0.00,636.15,278.78,0.02,149.12,0.00,-0.34,14.37,56.99
2019-12-14 07:15,79.78,59.24,132.59,0.00,0.00,0.00,604.80,301.73,0.02,146.15,0.00,-0.88,14.40,56.99
2019-12-14 07:20,87.37,65.49,139.91,0.00,0.00,0.00,579.12,312.51,0.02,162.86,0.00,-10.37,14.43,56.99
2019-12-14 07:25,94.95,76.99,134.04,0.00,0.00,0.00,544.04,311.16,0.02,168.31,0.00,-0.31,14.47,56.99
2019-12-14 07:30,102.54,86.64,136.14,9.67,0.00,0.00,533.15,319.26,0.02,195.69,0.00,-0.07,14.50,55.02
2019-12-14 07:35,111.66,98.12,128.62,1.27,0.06,0.00,509.39,322.73,0.02,128.05,0.00,-2.76,14.62,55.02
2019-12-14 07:40,120.78,99.54,144.15,7.52,0.08,0.00,526.30,348.61,0.02,116.83,0.00,-0.05,14.73,55.02
2019-12-14 07:45,129.90,107.03,155.21,16.77,0.08,0.00,528.07,356.36,0.02,89.99,0.00,-0.16,14.85,55.02
2019-12-14 07:50,139.01,117.05,129.59,0.00,0.08,0.00,527.22,357.46,0.02,105.08,0.00,-7.41,14.97,55.02
2019-12-14 07:55,148.13,122.33,118.99,4.91,0.00,0.00,523.64,359.16,0.02,97.54,0.00,-0.30,15.08,55.02
2019-12-14 08:00,157.25,129.47,127.09,0.00,0.00,0.00,527.58,354.74,0.02,71.84,0.00,-0.73,15.20,53.42
2019-12-14 08:05,170.86,136.35,144.96,1.55,0.00,0.00,527.30,366.48,0.02,34.14,0.00,-0.05,15.35,53.42
2019-12-14 08:10,184.48,141.56,210.74,0.00,0.00,0.00,526.82,361.01,0.02,43.87,0.00,-4.96,15.50,53.42
2019-12-14 08:15,198.09,145.32,131.17,0.03,0.00,0.00,505.42,354.95,0.02,69.72,0.00,-3.30,15.65,53.42
2019-12-14 08:20,211.70,150.51,133.09,0.00,0.00,0.00,487.85,357.55,0.02,51.01,0.00,-5.32,15.80,53.42
2019-12-14 08:25,225.32,154.89,131.97,3.66,0.00,0.00,489.84,363.68,0.02,42.39,0.00,-0.09,15.95,53.42
2019-12-14 08:30,238.93,158.21,133.45,4.57,0.00,0.00,492.48,368.49,0.02,25.25,0.00,-0.05,16.10,60.16
2019-12-14 08:35,257.20,157.07,125.94,6.49,0.00,0.00,517.35,359.72,0.02,0.00,-32.63,-0.14,16.25,60.16
2019-12-14 08:40,275.47,155.01,114.90,0.40,0.00,0.00,567.70,363.18,0.02,0.00,-47.41,-0.04,16.40,60.16
2019-12-14 08:45,293.74,155.43,118.49,0.00,0.00,0.00,602.66,341.25,0.02,0.00,-54.29,-4.87,16.55,60.16
2019-12-14 08:50,312.01,154.53,117.48,8.40,0.00,0.00,597.41,312.35,0.02,0.00,-63.67,-0.20,16.70,60.16
2019-12-14 08:55,330.28,155.84,105.00,0.00,0.00,0.00,630.04,305.07,0.02,0.00,-29.85,-10.52,16.85,60.16
2019-12-14 09:00,348.55,157.54,101.20,0.00,0.00,0.00,602.04,279.52,0.02,33.07,0.00,-18.77,17.00,55.68
2019-12-14 09:05,368.85,159.15,92.76,24.28,0.00,0.00,564.11,265.80,0.02,38.48,0.00,-0.07,17.23,55.68
2019-12-14 09:10,389.16,158.50,104.46,5.59,0.00,0.00,559.45,247.73,0.02,87.75,0.00,-0.19,17.47,55.68
2019-12-14 09:15,409.46,156.69,119.59,0.00,0.00,0.00,530.43,223.22,0.02,59.65,0.00,-25.18,17.70,55.68
2019-12-14 09:20,429.77,156.67,125.46,0.04,0.00,0.00,544.24,187.81,0.02,89.02,0.00,-35.00,17.93,55.68
2019-12-14 09:25,450.07,156.63,108.85,0.95,0.00,0.00,503.77,183.48,0.02,101.35,0.00,-11.98,18.17,55.68
2019-12-14 09:30,470.38,155.38,105.50,11.40,0.00,0.00,494.04,177.07,0.02,111.23,0.00,-0.10,18.40,52.09
2019-12-14 09:35,493.81,157.30,100.81,29.70,0.00,0.00,500.56,198.49,0.02,62.05,0.00,-0.23,18.53,52.09
2019-12-14 09:40,517.25,162.71,85.51,2.28,0.00,0.00,504.28,187.07,0.02,58.58,0.00,-0.10,18.67,52.09
2019-12-14 09:45,540.68,164.44,88.98,12.30,0.00,0.00,503.09,176.71,0.02,72.44,0.00,-0.20,18.80,52.09
2019-12-14 09:50,564.11,170.17,103.86,21.58,0.00,0.00,491.18,165.91,0.02,48.19,0.00,-0.05,18.93,52.09
2019-12-14 09:55,587.55,172.88,110.29,0.00,0.00,0.00,481.04,150.55,0.02,43.37,0.00,-9.17,19.07,52.09
2019-12-14 10:00,610.98,169.40,104.17,0.01,0.00,0.00,478.72,119.15,0.02,58.82,0.00,0.00,19.20,53.84
2019-12-14 10:05,634.65,170.06,97.51,24.38,0.00,0.00,450.83,122.39,0.02,20.18,0.00,-0.07,19.08,53.84
2019-12-14 10:10,658.32,171.81,106.56,0.00,0.00,0.00,422.94,119.07,0.02,97.39,0.00,-9.78,18.97,53.84
2019-12-14 10:15,682.00,178.09,110.94,0.02,0.00,0.00,374.44,105.18,0.02,54.48,0.00,-2.80,18.85,53.84
2019-12-14 10:20,705.67,195.56,107.48,29.41,0.00,0.00,363.46,129.97,0.02,26.60,0.00,-0.17,18.73,53.84
2019-12-14 10:25,729.34,216.21,100.60,0.06,0.00,0.00,347.46,129.28,0.02,32.71,0.00,0.00,18.62,53.84
2019-12-14 10:30,753.01,212.81,81.11,8.60,0.00,0.00,345.33,134.84,0.02,26.49,0.00,-0.07,18.50,50.61
2019-12-14 10:35,765.73,203.10,61.45,9.20,0.00,0.00,338.98,130.96,0.02,14.51,0.00,-0.13,18.62,50.61
2019-12-14 10:40,778.45,203.98,70.90,3.30,0.00,0.00,355.29,124.75,0.02,0.00,-6.62,-0.18,18.73,50.61
2019-12-14 10:45,791.16,219.28,76.19,0.00,0.00,0.00,349.61,126.26,0.02,0.00,-25.25,-0.91,18.85,50.61
2019-12-14 10:50,803.88,207.31,80.69,0.00,0.00,0.00,325.93,129.60,0.02,0.00,-28.83,-5.69,18.97,50.61
2019-12-14 10:55,816.60,218.82,71.66,0.00,0.00,0.00,308.55,118.32,0.02,0.00,-47.39,-5.78,19.08,50.61
2019-12-14 11:00,829.32,216.84,69.51,18.40,0.00,0.00,313.17,103.41,0.02,0.00,-15.59,-0.08,19.20,45.87
2019-12-14 11:05,835.87,224.94,72.59,4.00,0.00,0.00,317.01,127.78,0.02,0.00,-59.14,-0.20,19.20,45.87
2019-12-14 11:10,842.41,224.15,77.73,1.50,0.00,0.00,315.43,127.50,0.02,0.00,-111.01,-0.02,19.20,45.87
2019-12-14 11:15,848.96,224.86,77.99,0.00,0.00,0.00,308.39,131.27,0.02,0.00,-97.33,-4.45,19.20,45.87
2019-12-14 11:20,855.51,225.28,91.94,0.00,0.00,0.00,309.97,132.05,0.02,0.00,-95.39,-1.93,19.20,45.87
2019-12-14 11:25,862.05,219.48,90.12,1.49,0.00,0.00,310.35,126.23,0.02,0.00,-91.91,-3.32,19.20,45.87
2019-12-14 11:30,868.60,212.47,78.58,30.01,0.00,0.00,319.90,132.38,0.02,0.00,-114.49,-0.09,19.20,42.75
2019-12-14 11:35,872.51,225.31,85.07,5.20,0.00,0.00,331.32,149.01,0.02,0.00,-109.64,-0.01,19.20,42.75
2019-12-14 11:40,876.43,225.32,95.08,0.00,0.00,0.00,305.26,131.49,0.02,0.00,-118.49,-24.52,19.20,42.75
2019-12-14 11:45,880.35,224.79,91.27,18.71,0.00,0.00,315.26,126.64,0.02,0.00,-110.81,-0.02,19.20,42.75
2019-12-14 11:50,884.26,225.06,96.95,0.00,0.00,0.00,306.93,124.12,0.02,0.00,-123.81,-18.17,19.20,42.75
2019-12-14 11:55,888.18,225.16,104.31,0.00,0.00,0.00,304.98,118.70,0.02,0.00,-124.83,-17.67,19.20,42.75
2019-12-14 12:00,892.09,225.26,116.88,4.60,0.00,0.00,336.38,117.04,0.02,0.00,-155.31,-0.06,19.20,47.28
2019-12-14 12:05,894.61,225.06,123.83,17.60,0.00,0.00,329.56,119.14,0.02,0.00,-163.68,-0.20,19.38,47.28
2019-12-14 12:10,897.13,225.16,128.61,0.00,0.00,0.00,305.86,110.77,0.02,0.00,-176.94,-21.52,19.57,47.28
2019-12-14 12:15,899.66,225.21,128.99,11.14,0.00,0.00,304.26,102.02,0.02,0.00,-154.21,0.00,19.75,47.28
2019-12-14 12:20,902.18,225.15,130.97,0.00,0.00,0.00,304.31,109.67,0.02,0.00,-159.81,-0.77,19.93,47.28
2019-12-14 12:25,904.70,225.09,130.08,2.10,0.00,0.00,305.11,104.13,0.02,0.00,-157.70,-0.10,20.12,47.28
2019-12-14 12:30,907.22,225.11,128.75,0.02,0.00,0.00,302.44,99.45,0.02,0.00,-151.64,-6.10,20.30,44.83
2019-12-14 12:35,907.39,225.17,127.59,0.00,0.00,0.00,305.47,103.13,0.02,0.00,-167.15,-9.38,20.37,44.83
2019-12-14 12:40,907.57,225.27,127.47,0.70,0.00,0.00,304.44,105.10,0.02,0.00,-155.95,-0.90,20.43,44.83
2019-12-14 12:45,907.74,225.12,132.32,0.00,0.00,0.00,302.42,97.05,0.02,0.00,-187.23,-0.97,20.50,44.83
2019-12-14 12:50,907.91,225.11,146.46,21.20,0.00,0.00,308.73,97.39,0.02,0.00,-172.34,-0.90,20.57,44.83
2019-12-14 12:55,908.09,225.10,161.01,0.00,0.00,0.00,301.55,98.18,0.02,0.00,-187.01,-6.08,20.63,44.83
2019-12-14 13:00,908.26,225.05,171.93,0.00,0.00,0.00,304.97,99.33,0.02,0.00,-217.00,-18.61,20.70,46.30
2019-12-14 13:05,907.63,225.07,186.16,23.49,0.00,0.00,317.80,103.56,0.02,0.00,-231.96,-0.89,20.83,46.30
2019-12-14 13:10,907.00,225.20,204.00,22.30,0.00,0.00,317.79,114.17,0.02,0.00,-227.56,-1.02,20.97,46.30
2019-12-14 13:15,906.36,225.12,226.41,14.80,0.00,0.00,311.92,105.97,0.02,0.00,-261.84,-1.01,21.10,46.30
2019-12-14 13:20,905.73,225.17,219.04,22.49,0.00,0.00,315.16,103.81,0.02,0.00,-241.19,-0.19,21.23,46.30
2019-12-14 13:25,905.10,225.13,213.80,19.01,0.00,0.00,321.62,108.27,0.02,0.00,-244.59,0.00,21.37,46.30
2019-12-14 13:30,904.47,225.08,227.47,0.00,0.00,0.00,342.81,102.29,0.02,0.00,-264.13,-26.18,21.50,42.94
2019-12-14 13:35,901.87,224.97,241.89,0.00,0.00,0.00,332.56,98.34,0.02,0.00,-220.77,-28.98,21.50,42.94
2019-12-14 13:40,899.27,225.05,254.03,0.04,0.00,0.00,317.05,93.47,0.02,0.00,-273.21,-29.45,21.50,42.94
2019-12-14 13:45,896.67,225.20,250.76,0.00,0.00,0.00,306.95,104.36,0.02,0.00,-296.94,-35.62,21.50,42.94
2019-12-14 13:50,894.08,225.26,250.95,0.00,0.00,0.00,317.83,103.62,0.02,0.00,-288.09,-12.33,21.50,42.94
2019-12-14 13:55,891.48,225.18,255.25,0.00,0.00,0.00,303.53,103.75,0.02,0.00,-282.56,-11.69,21.50,42.94
2019-12-14 14:00,888.88,225.07,260.56,0.00,0.00,0.00,296.56,99.99,0.02,0.00,-299.99,-16.75,21.50,64.08
2019-12-14 14:05,885.51,224.94,270.80,30.00,0.00,0.00,303.52,109.01,0.02,0.00,-316.69,-0.92,21.40,64.08
2019-12-14 14:10,882.14,225.24,290.92,19.60,0.00,0.00,350.48,104.95,0.02,0.00,-333.87,-0.08,21.30,64.08
2019-12-14 14:15,878.77,225.26,290.38,0.00,0.00,0.00,374.09,100.62,0.02,0.00,-308.51,-36.83,21.20,64.08
2019-12-14 14:20,875.41,225.19,282.01,0.00,0.00,0.00,329.70,101.99,0.02,0.00,-249.27,-9.79,21.10,64.08
2019-12-14 14:25,872.04,225.06,277.02,13.31,0.00,0.00,330.12,103.88,0.02,0.00,-311.43,-0.14,21.00,64.08
2019-12-14 14:30,868.67,225.09,289.13,0.00,0.00,0.00,345.08,108.75,0.02,0.00,-298.71,-2.42,20.90,55.25
2019-12-14 14:35,863.66,225.15,312.15,29.99,0.00,0.00,357.28,110.66,0.02,0.00,-351.49,0.00,21.10,55.25
2019-12-14 14:40,858.66,225.15,301.61,0.00,0.00,0.00,346.83,132.09,0.02,0.00,-339.78,-13.51,21.30,55.25
2019-12-14 14:45,853.65,225.30,316.24,0.00,0.00,0.00,340.84,154.23,0.02,0.00,-387.17,-38.64,21.50,55.25
2019-12-14 14:50,848.65,225.05,321.00,0.00,0.00,0.00,337.14,169.82,0.02,0.00,-345.30,-40.08,21.70,55.25
2019-12-14 14:55,843.64,225.13,322.81,0.00,0.00,0.00,333.63,194.43,0.02,0.00,-405.19,-14.90,21.90,55.25
2019-12-14 15:00,838.64,224.98,324.55,0.01,0.00,0.00,347.01,219.27,0.02,0.00,-472.50,-4.20,22.10,51.91
2019-12-14 15:05,830.55,225.09,320.53,0.00,0.00,0.00,312.04,235.49,0.02,0.00,-447.36,-40.19,22.12,51.91
2019-12-14 15:10,822.46,225.07,339.30,0.00,0.00,0.00,326.46,226.57,0.02,0.00,-467.39,-39.92,22.13,51.91
2019-12-14 15:15,814.38,225.08,361.25,0.06,0.00,0.00,317.18,209.05,0.02,0.00,-478.89,-16.20,22.15,51.91
2019-12-14 15:20,806.29,225.33,367.06,0.00,125.76,0.00,311.22,188.81,0.02,0.00,-406.96,-10.18,22.17,51.91
2019-12-14 15:25,798.20,225.18,395.69,0.00,100.45,0.00,330.27,173.74,0.02,0.00,-521.32,-29.87,22.18,51.91
2019-12-14 15:30,790.11,225.08,407.90,0.00,149.36,0.00,348.98,163.06,0.02,0.00,-499.45,-29.90,22.20,51.74
2019-12-14 15:35,778.97,225.06,399.39,0.00,149.10,0.00,329.70,181.69,0.02,0.00,-534.18,-24.83,22.13,51.74
2019-12-14 15:40,767.83,224.89,426.94,0.00,149.29,0.00,335.28,188.73,0.02,0.00,-548.49,-4.76,22.07,51.74
2019-12-14 15:45,756.70,225.19,413.95,9.35,131.30,0.00,318.99,199.13,0.02,0.00,-559.75,-0.09,22.00,51.74
2019-12-14 15:50,745.56,225.27,414.97,12.25,149.52,0.00,303.46,195.97,0.02,0.00,-546.17,-0.20,21.93,51.74
2019-12-14 15:55,734.42,224.97,420.14,29.17,151.20,0.00,316.11,214.74,0.02,0.00,-548.97,-0.07,21.87,51.74
2019-12-14 16:00,723.28,225.21,424.99,28.66,149.74,0.00,344.78,220.81,0.02,0.00,-596.71,-0.07,21.80,70.09
2019-12-14 16:05,706.74,224.99,421.31,10.95,150.44,0.00,382.49,222.36,0.02,0.00,-578.99,0.00,21.85,70.09
2019-12-14 16:10,690.21,223.57,407.52,0.60,150.29,0.00,372.88,212.10,0.02,0.00,-571.78,-0.09,21.90,70.09
2019-12-14 16:15,673.67,222.08,432.73,5.00,150.36,0.00,374.37,217.74,0.02,0.00,-587.05,-0.19,21.95,70.09
2019-12-14 16:20,657.13,220.34,423.63,1.00,150.50,0.00,371.94,220.71,0.02,0.00,-565.20,-0.05,22.00,70.09
2019-12-14 16:25,640.60,218.53,438.55,9.95,150.88,0.00,381.32,230.11,0.02,0.00,-578.83,-0.17,22.05,70.09
2019-12-14 16:30,624.06,216.52,437.75,0.00,150.84,0.00,374.84,245.07,0.02,0.00,-510.49,-0.10,22.10,69.33
2019-12-14 16:35,609.55,214.98,433.08,9.16,151.83,0.00,351.49,234.56,0.02,0.00,-536.44,-0.14,22.17,69.33
2019-12-14 16:40,595.04,213.11,451.65,26.14,150.91,0.00,373.84,224.31,0.02,0.00,-476.31,0.00,22.23,69.33
2019-12-14 16:45,580.53,208.04,437.40,9.10,149.63,0.00,374.19,240.00,0.02,0.00,-529.80,-0.07,22.30,69.33
2019-12-14 16:50,566.03,209.09,456.40,23.96,150.10,0.00,387.55,235.19,0.02,0.00,-549.45,0.00,22.37,69.33
2019-12-14 16:55,551.52,206.63,449.69,7.26,150.38,0.00,384.74,255.25,0.02,0.00,-510.05,-0.13,22.43,69.33
2019-12-14 17:00,537.01,205.15,434.28,40.73,151.19,0.00,396.74,272.66,0.02,0.00,-562.35,-0.08,22.50,65.54
2019-12-14 17:05,518.19,203.08,436.79,23.37,149.90,0.00,398.33,305.44,0.02,0.00,-500.81,-0.14,22.43,65.54
2019-12-14 17:10,499.36,200.73,439.70,2.20,150.85,0.00,378.70,330.27,0.02,0.00,-500.05,-0.01,22.37,65.54
2019-12-14 17:15,480.54,198.71,438.72,7.18,150.35,0.00,375.74,348.76,0.02,0.00,-500.34,-0.05,22.30,65.54
2019-12-14 17:20,461.72,196.49,431.26,19.53,150.93,0.00,368.05,360.57,0.02,0.00,-498.54,-0.08,22.23,65.54
2019-12-14 17:25,442.89,195.30,414.84,19.93,151.64,0.00,382.25,367.90,0.02,0.00,-483.26,-0.08,22.17,65.54
2019-12-14 17:30,424.07,193.23,426.41,8.14,150.58,0.00,378.07,373.23,0.02,0.00,-442.10,-0.10,22.10,75.07
2019-12-14 17:35,404.27,191.12,421.65,6.36,151.16,0.00,384.32,365.89,0.02,0.00,-421.01,-0.15,22.07,75.07
2019-12-14 17:40,384.46,188.47,416.80,0.00,149.98,0.00,372.34,345.05,0.02,0.00,-382.49,-19.64,22.03,75.07
2019-12-14 17:45,364.66,185.42,412.53,28.25,139.16,0.00,385.81,349.21,0.02,0.00,-349.25,-0.09,22.00,75.07
2019-12-14 17:50,344.86,184.38,392.01,45.80,151.22,0.00,397.96,356.57,0.02,0.00,-346.47,-0.17,21.97,75.07
2019-12-14 17:55,325.05,181.81,410.68,27.90,150.90,0.00,386.20,348.41,0.02,0.00,-279.22,-0.10,21.93,75.07
2019-12-14 18:00,305.25,172.24,409.64,10.36,150.81,0.00,396.19,357.09,0.02,0.00,-293.63,-3.07,21.90,82.13
2019-12-14 18:05,287.12,165.05,422.52,0.00,150.19,0.00,368.73,344.27,0.02,0.00,-278.93,-10.36,21.82,82.13
2019-12-14 18:10,269.00,161.74,427.85,3.99,151.19,0.00,394.96,356.96,0.02,0.00,-290.27,-0.07,21.73,82.13
2019-12-14 18:15,250.87,162.98,402.85,1.62,150.12,0.00,380.61,358.85,0.02,0.00,-278.94,-2.85,21.65,82.13
2019-12-14 18:20,232.74,156.92,408.58,28.97,150.67,0.00,395.51,360.89,0.02,0.00,-234.47,-0.04,21.57,82.13
2019-12-14 18:25,214.62,147.53,405.10,0.20,151.43,0.00,386.01,360.46,0.02,0.00,-201.21,-0.06,21.48,82.13
2019-12-14 18:30,196.49,140.56,427.04,17.05,151.03,0.00,392.74,362.36,0.02,0.00,-185.93,-0.05,21.40,80.74
2019-12-14 18:35,180.65,131.90,425.74,24.00,144.64,0.00,387.41,355.87,0.02,0.00,-180.18,-0.07,21.23,80.74
2019-12-14 18:40,164.81,123.24,420.03,0.00,150.56,0.00,381.86,353.09,0.02,0.00,-180.26,-4.38,21.07,80.74
2019-12-14 18:45,148.97,113.78,414.10,21.41,150.44,0.00,403.65,359.41,0.02,0.00,-167.93,-0.22,20.90,80.74
2019-12-14 18:50,133.12,104.77,426.65,0.00,150.70,0.00,420.68,354.96,0.02,0.00,-141.78,-0.08,20.73,80.74
2019-12-14 18:55,117.28,95.45,419.58,0.00,115.33,0.00,442.34,351.30,0.02,0.00,-153.25,-0.06,20.57,80.74
2019-12-14 19:00,101.44,86.27,404.74,5.94,124.09,0.00,465.74,364.04,0.02,0.00,-147.84,-0.07,20.40,86.58
2019-12-14 19:05,90.65,77.20,419.17,29.20,142.05,0.00,496.30,363.95,0.02,0.00,-148.76,-0.06,20.22,86.58
2019-12-14 19:10,79.86,68.12,436.07,9.99,151.13,0.00,520.67,360.75,0.02,0.00,-180.96,-0.14,20.03,86.58
2019-12-14 19:15,69.08,59.72,452.22,2.98,150.26,0.00,543.94,352.77,0.02,0.00,-162.20,0.00,19.85,86.58
2019-12-14 19:20,58.29,51.26,433.89,0.00,151.49,0.00,565.88,345.55,0.02,0.00,-95.85,-12.45,19.67,86.58
2019-12-14 19:25,47.50,42.97,421.92,20.08,100.47,0.00,588.65,360.00,0.02,0.00,-152.65,0.00,19.48,86.58
2019-12-14 19:30,36.71,35.23,412.04,0.00,152.36,0.00,597.92,356.68,0.02,0.00,-168.74,-39.89,19.30,96.08
2019-12-14 19:35,31.28,28.46,387.21,4.60,151.89,0.00,636.05,364.50,0.02,0.00,-144.22,-38.51,19.08,96.08
2019-12-14 19:40,25.85,22.33,360.09,6.59,151.11,0.00,636.53,361.13,0.02,0.00,-127.83,-13.34,18.87,96.08
2019-12-14 19:45,20.42,16.77,347.76,1.57,151.06,0.00,636.82,363.67,0.02,0.00,-103.62,-4.72,18.65,96.08
2019-12-14 19:50,14.99,11.76,337.24,0.00,151.10,0.00,633.74,354.41,0.02,0.00,-80.06,-3.76,18.43,96.08
2019-12-14 19:55,9.56,4.98,312.48,10.05,151.19,0.00,642.99,365.51,0.02,0.00,-58.64,-0.07,18.22,96.08
2019-12-14 20:00,4.13,3.51,312.21,33.29,151.14,0.00,643.93,363.05,0.02,0.00,-37.08,-0.07,18.00,101.05
2019-12-14 20:05,3.44,2.11,318.85,4.03,151.51,0.00,642.77,363.80,0.02,0.00,-29.62,0.00,17.93,101.05
2019-12-14 20:10,2.75,1.22,310.08,9.55,151.86,0.00,636.49,362.04,0.02,0.00,-49.06,-0.10,17.87,101.05
2019-12-14 20:15,2.06,0.50,323.99,7.62,152.50,0.00,635.73,361.25,0.02,0.00,-34.28,-0.09,17.80,101.05
2019-12-14 20:20,1.38,-0.22,351.40,0.77,151.20,0.00,637.10,356.47,0.02,0.00,-35.40,-0.03,17.73,101.05
2019-12-14 20:25,0.69,-0.40,361.53,15.42,151.13,0.00,630.19,353.32,0.02,0.00,-70.23,-0.05,17.67,101.05
2019-12-14 20:30,0.00,-0.20,344.68,0.62,151.67,0.00,628.42,345.39,0.02,0.00,-58.78,-0.08,17.60,100.48
2019-12-14 20:35,0.00,-0.20,336.74,12.81,152.18,0.00,635.46,356.64,0.02,0.00,-67.94,-0.11,17.53,100.48
2019-12-14 20:40,0.00,-0.20,333.30,0.30,153.28,0.00,631.92,348.47,0.02,0.00,-38.17,-0.07,17.47,100.48
2019-12-14 20:45,0.00,-0.20,317.55,16.49,151.89,0.00,639.00,354.77,0.02,0.00,-32.64,-0.14,17.40,100.48
2019-12-14 20:50,0.00,-0.20,316.89,0.40,153.03,0.00,633.05,352.75,0.02,0.00,-19.00,-0.08,17.33,100.48
2019-12-14 20:55,0.00,-0.20,327.80,4.38,152.42,0.00,631.73,359.44,0.02,0.00,-39.77,0.00,17.27,100.48
2019-12-14 21:00,0.00,-0.20,319.11,0.00,151.26,0.00,631.31,350.75,0.02,0.00,-27.83,-9.97,17.20,107.76
2019-12-14 21:05,0.00,-0.20,335.26,5.82,151.06,0.00,643.11,355.51,0.02,0.00,-21.22,-0.50,17.18,107.76
2019-12-14 21:10,0.00,-0.20,353.67,0.44,151.90,0.00,642.45,359.35,0.02,0.00,-68.57,-25.77,17.17,107.76
2019-12-14 21:15,0.00,-0.20,346.60,0.00,152.59,0.00,639.93,360.26,0.02,0.00,-69.14,-25.20,17.15,107.76
2019-12-14 21:20,0.00,-0.20,362.24,0.00,151.78,0.00,635.32,350.76,0.02,0.00,-85.64,-4.88,17.13,107.76
2019-12-14 21:25,0.00,-0.20,381.94,0.44,153.57,0.00,636.12,357.18,0.02,0.00,-107.64,-8.27,17.12,107.76
2019-12-14 21:30,0.00,-0.20,361.23,0.50,151.40,0.00,632.91,351.56,0.02,0.00,-112.75,-0.08,17.10,80.14
2019-12-14 21:35,0.00,-0.20,348.68,20.57,151.26,0.00,647.80,362.57,0.02,0.00,-113.36,0.00,17.07,80.14
2019-12-14 21:40,0.00,-0.20,342.06,19.69,151.81,0.00,649.14,360.50,0.02,0.00,-94.74,-0.18,17.03,80.14
2019-12-14 21:45,0.00,-0.20,367.65,7.45,151.67,0.00,636.63,358.38,0.02,0.00,-115.04,0.00,17.00,80.14
2019-12-14 21:50,0.00,-0.20,357.51,14.51,151.63,0.00,637.75,351.86,0.02,0.00,-137.78,-0.07,16.97,80.14
2019-12-14 21:55,0.00,-0.20,358.78,5.04,152.47,0.00,638.40,356.23,0.02,0.00,-118.71,-0.04,16.93,80.14
2019-12-14 22:00,0.00,-0.20,357.66,0.20,151.89,0.00,634.29,344.95,0.02,0.00,-167.64,-0.06,16.90,79.28
2019-12-14 22:05,0.00,-0.20,348.09,20.69,150.59,0.00,645.80,366.81,0.02,0.00,-143.39,-0.04,16.77,79.28
2019-12-14 22:10,0.00,-0.20,334.06,0.40,151.37,0.00,645.07,367.48,0.02,0.00,-119.88,-0.27,16.63,79.28
2019-12-14 22:15,0.00,-0.20,319.78,2.53,151.96,0.00,652.48,363.56,0.02,0.00,-97.74,-4.25,16.50,79.28
2019-12-14 22:20,0.00,-0.20,305.92,3.30,151.87,0.00,643.48,365.55,0.02,7.18,0.00,-0.08,16.37,79.28
2019-12-14 22:25,0.00,-0.20,303.58,0.68,80.86,0.00,641.20,358.15,0.02,2.02,0.00,-0.14,16.23,79.28
2019-12-14 22:30,0.00,-0.20,288.03,18.71,81.54,0.00,645.90,359.18,0.02,0.00,-85.14,-0.07,16.10,64.74
2019-12-14 22:35,0.00,-0.20,269.42,17.64,150.48,0.00,648.68,357.27,0.02,0.00,-25.74,-0.19,15.98,64.74
2019-12-14 22:40,0.00,-0.20,265.45,0.00,125.35,0.00,651.31,368.63,0.02,0.00,-22.53,-3.90,15.87,64.74
2019-12-14 22:45,0.00,-0.20,251.32,0.00,126.24,0.00,641.87,358.62,0.02,0.00,-11.09,-13.66,15.75,64.74
2019-12-14 22:50,0.00,-0.20,256.12,0.00,126.16,0.00,646.05,362.84,0.02,25.57,0.00,-35.69,15.63,64.74
2019-12-14 22:55,0.00,-0.20,240.26,2.50,126.37,0.00,619.88,367.73,0.02,0.00,-34.41,-0.10,15.52,64.74
2019-12-14 23:00,0.00,-0.20,225.60,4.00,124.96,0.00,639.23,361.07,0.02,0.00,-42.06,-0.07,15.40,61.79
