Time,Solar (Rooftop) - MW,Solar (Utility) - MW,Wind - MW,Battery (Discharging) - MW,Gas (Reciprocating) - MW,Gas (OCGT) - MW,Gas (CCGT) - MW,Gas (Steam) - MW,Distillate - MW,Imports - MW,Exports - MW,Battery (Charging) - MW,Temperature - C,Price - AUD/MWh
2019-12-15 21:40,0.00,-0.20,602.90,27.43,110.34,0.00,395.14,240.33,0.02,180.48,0.00,-0.08,20.97,69.88
2019-12-15 21:45,0.00,-0.20,624.17,0.93,109.94,0.00,392.39,239.50,0.02,149.45,0.00,-13.29,20.85,69.88
2019-12-15 21:50,0.00,-0.20,618.83,5.26,109.77,0.00,397.30,236.72,0.02,148.17,0.00,-14.42,20.73,69.88
2019-12-15 21:55,0.00,-0.20,613.30,0.06,109.25,0.00,391.11,212.95,0.02,166.53,0.00,-25.20,20.62,69.88
2019-12-15 22:00,0.00,-0.20,599.79,1.31,110.09,0.00,394.45,205.15,0.02,177.12,0.00,-17.14,20.50,61.65
2019-12-15 22:05,0.00,-0.20,587.14,6.31,109.88,0.00,394.54,183.01,0.02,197.12,0.00,-8.60,20.32,61.65
2019-12-15 22:10,0.00,-0.20,570.98,0.00,110.61,0.00,395.40,162.51,0.02,241.37,0.00,-13.51,20.13,61.65
2019-12-15 22:15,0.00,-0.20,542.79,44.62,110.08,0.00,363.28,163.74,0.02,249.49,0.00,-0.07,19.95,61.65
2019-12-15 22:20,0.00,-0.20,502.67,25.78,109.99,0.00,392.24,160.28,0.02,282.54,0.00,-0.31,19.77,61.65
2019-12-15 22:25,0.00,-0.20,472.48,23.88,109.85,0.00,397.61,163.23,0.02,307.37,0.00,-0.16,19.58,61.65
2019-12-15 22:30,0.00,-0.20,453.37,48.40,109.90,0.00,395.11,160.89,0.02,315.86,0.00,-0.12,19.40,73.74
2019-12-15 22:35,0.00,-0.20,432.83,19.70,99.61,0.00,398.38,164.40,0.02,340.59,0.00,-0.03,19.35,73.74
2019-12-15 22:40,0.00,-0.20,413.86,15.36,101.06,0.00,398.71,144.53,0.02,371.16,0.00,-0.09,19.30,73.74
2019-12-15 22:45,0.00,-0.20,387.22,4.52,100.77,0.00,398.08,132.59,0.02,389.21,0.00,-6.30,19.25,73.74
2019-12-15 22:50,0.00,-0.20,363.36,6.40,100.31,0.00,398.81,137.32,0.02,387.73,0.00,-15.84,19.20,73.74
2019-12-15 22:55,0.00,-0.20,343.94,10.84,100.57,0.00,398.27,138.65,0.02,416.37,0.00,-0.06,19.15,73.74
2019-12-15 23:00,0.00,-0.20,333.70,0.00,99.84,0.00,400.30,143.64,0.02,437.35,0.00,-29.89,19.10,72.26
2019-12-15 23:05,0.00,-0.20,316.57,0.00,80.02,0.00,390.22,132.65,0.02,455.64,0.00,-35.40,19.02,72.26
2019-12-15 23:10,0.00,-0.20,300.69,2.54,80.69,0.00,402.00,150.62,0.02,476.59,0.00,-4.24,18.93,72.26
2019-12-15 23:15,0.00,-0.20,290.74,0.00,79.56,0.00,397.46,135.22,0.02,460.40,0.00,-11.24,18.85,72.26
2019-12-15 23:20,0.00,-0.20,271.70,0.31,80.40,0.00,402.10,146.34,0.02,478.53,0.00,-2.01,18.77,72.26
2019-12-15 23:25,0.00,-0.20,264.89,15.06,79.88,0.00,402.70,145.62,0.02,476.16,0.00,-1.82,18.68,72.26
2019-12-15 23:30,0.00,-0.20,257.43,7.42,80.22,0.00,399.45,137.46,0.02,420.24,0.00,-2.01,18.60,85.13
2019-12-15 23:35,0.00,-0.20,248.84,26.15,60.36,0.00,403.38,190.68,0.02,425.10,0.00,-0.07,18.53,85.13
2019-12-15 23:40,0.00,-0.20,251.61,0.86,60.35,0.00,400.37,232.62,0.02,328.90,0.00,-0.08,18.47,85.13
2019-12-15 23:45,0.00,-0.20,246.55,10.18,60.82,0.00,403.32,278.51,0.02,348.00,0.00,-0.05,18.40,85.13
2019-12-15 23:50,0.00,-0.20,244.45,0.00,60.12,0.00,394.56,304.48,0.02,326.89,0.00,-8.35,18.33,85.13
2019-12-15 23:55,0.00,-0.20,236.99,0.66,60.76,0.00,403.43,332.61,0.02,346.01,0.00,-7.87,18.27,85.13
2019-12-16 00:00,0.00,-0.20,233.54,0.00,60.10,0.00,400.41,343.34,0.02,447.87,0.00,-0.10,18.20,124.43
2019-12-16 00:05,0.00,-0.20,228.98,0.00,41.02,0.00,404.62,386.60,0.02,444.01,0.00,-21.67,18.03,124.43
2019-12-16 00:10,0.00,-0.20,219.37,0.00,40.92,0.00,397.88,407.46,0.02,431.75,0.00,-23.67,17.87,124.43
2019-12-16 00:15,0.00,-0.20,204.84,7.60,41.02,0.00,404.33,424.54,0.02,436.67,0.00,-0.01,17.70,124.43
2019-12-16 00:20,0.00,-0.20,197.88,0.02,40.96,0.00,406.25,439.84,0.02,430.99,0.00,-0.80,17.53,124.43
2019-12-16 00:25,0.00,-0.20,191.98,0.00,41.32,0.00,405.70,457.53,0.02,430.53,0.00,-0.64,17.37,124.43
2019-12-16 00:30,0.00,-0.20,181.14,0.00,41.17,0.00,404.57,467.28,0.02,415.49,0.00,-0.07,17.20,87.13
2019-12-16 00:35,0.00,-0.20,174.25,12.11,11.20,0.00,404.93,473.25,0.02,460.83,0.00,0.00,17.67,87.13
2019-12-16 00:40,0.00,-0.20,162.74,15.42,11.46,0.00,403.15,468.33,0.02,464.26,0.00,-0.08,18.13,87.13
2019-12-16 00:45,0.00,-0.20,154.93,0.30,11.12,0.00,401.99,455.30,0.02,443.49,0.00,-0.12,18.60,87.13
2019-12-16 00:50,0.00,-0.20,158.03,1.46,11.66,0.00,405.47,456.42,0.02,433.81,0.00,-0.07,19.07,87.13
2019-12-16 00:55,0.00,-0.20,157.09,23.03,11.29,0.00,404.80,476.57,0.02,402.64,0.00,-0.07,19.53,87.13
2019-12-16 01:00,0.00,-0.20,154.53,7.95,11.32,0.00,404.34,457.31,0.02,404.74,0.00,-0.07,20.00,74.93
2019-12-16 01:05,0.00,-0.20,148.89,2.41,11.09,0.00,406.35,458.75,0.02,454.08,0.00,-0.11,19.85,74.93
2019-12-16 01:10,0.00,-0.20,155.79,0.00,10.99,0.00,406.63,459.46,0.02,433.23,0.00,-5.56,19.70,74.93
2019-12-16 01:15,0.00,-0.20,163.53,0.00,11.28,0.00,406.95,463.79,0.02,391.71,0.00,-10.18,19.55,74.93
2019-12-16 01:20,0.00,-0.20,168.33,0.00,10.88,0.00,408.04,450.20,0.02,386.29,0.00,-8.19,19.40,74.93
2019-12-16 01:25,0.00,-0.20,177.21,0.05,11.37,0.00,408.42,445.19,0.02,396.61,0.00,-26.40,19.25,74.93
2019-12-16 01:30,0.00,-0.20,170.02,0.00,11.52,0.00,406.98,413.31,0.02,426.11,0.00,-18.11,19.10,75.62
2019-12-16 01:35,0.00,-0.20,175.92,11.40,37.63,0.00,406.71,378.63,0.02,421.81,0.00,-0.07,18.83,75.62
2019-12-16 01:40,0.00,-0.20,187.40,0.09,44.65,0.00,409.84,332.77,0.02,399.63,0.00,-16.30,18.57,75.62
2019-12-16 01:45,0.00,-0.20,190.35,0.00,44.66,0.00,408.49,297.87,0.02,443.43,0.00,-0.52,18.30,75.62
2019-12-16 01:50,0.00,-0.20,180.01,0.00,45.11,0.00,407.22,272.07,0.02,465.68,0.00,-0.96,18.03,75.62
2019-12-16 01:55,0.00,-0.20,179.01,0.00,44.62,0.00,409.63,234.53,0.02,464.99,0.00,-3.57,17.77,75.62
2019-12-16 02:00,0.00,-0.20,181.35,0.01,45.23,0.00,410.04,216.93,0.02,523.39,0.00,-1.40,17.50,73.28
2019-12-16 02:05,0.00,-0.20,171.39,0.00,44.13,0.00,408.87,176.14,0.02,513.96,0.00,-0.04,17.45,73.28
2019-12-16 02:10,0.00,-0.20,171.15,0.00,44.39,0.00,410.41,162.36,0.02,517.31,0.00,-5.98,17.40,73.28
2019-12-16 02:15,0.00,-0.20,171.94,0.00,44.33,0.00,409.59,155.99,0.02,532.34,0.00,-0.14,17.35,73.28
2019-12-16 02:20,0.00,-0.20,178.21,0.00,44.36,0.00,408.43,145.84,0.02,518.98,0.00,-10.98,17.30,73.28
2019-12-16 02:25,0.00,-0.20,166.94,0.00,44.53,0.00,406.16,140.20,0.02,517.03,0.00,-0.85,17.25,73.28
2019-12-16 02:30,0.00,-0.20,163.19,0.00,44.50,0.00,406.88,146.73,0.02,540.43,0.00,-0.47,17.20,65.76
2019-12-16 02:35,0.00,-0.20,167.94,0.00,44.24,0.00,405.50,143.36,0.02,526.89,0.00,-7.02,17.08,65.76
2019-12-16 02:40,0.00,-0.20,166.20,0.00,44.50,0.00,407.16,139.41,0.02,523.27,0.00,-2.01,16.97,65.76
2019-12-16 02:45,0.00,-0.20,163.20,0.00,44.88,0.00,401.26,137.58,0.02,539.21,0.00,-10.22,16.85,65.76
2019-12-16 02:50,0.00,-0.20,155.34,0.00,44.65,0.00,406.66,145.94,0.02,535.31,0.00,-0.90,16.73,65.76
2019-12-16 02:55,0.00,-0.20,149.29,0.00,44.34,0.00,409.11,137.46,0.02,532.35,0.00,-10.37,16.62,65.76
2019-12-16 03:00,0.00,-0.20,141.86,0.00,44.75,0.00,406.28,144.72,0.02,489.89,0.00,-0.05,16.50,67.91
2019-12-16 03:05,0.00,-0.20,136.02,0.00,93.05,0.00,408.34,140.47,0.02,509.45,0.00,-0.07,16.58,67.91
2019-12-16 03:10,0.00,-0.20,136.58,0.02,100.01,0.00,400.23,140.33,0.02,503.79,0.00,0.00,16.67,67.91
2019-12-16 03:15,0.00,-0.20,129.31,0.00,98.73,0.00,408.26,134.67,0.02,485.07,0.00,-0.04,16.75,67.91
2019-12-16 03:20,0.00,-0.20,123.74,9.46,99.63,0.00,409.76,139.79,0.02,505.48,0.00,0.00,16.83,67.91
2019-12-16 03:25,0.00,-0.20,130.79,20.14,100.07,0.00,410.02,143.04,0.02,517.99,0.00,0.00,16.92,67.91
2019-12-16 03:30,0.00,-0.20,140.22,0.00,99.55,0.00,403.16,135.60,0.02,465.83,0.00,-15.47,17.00,67.81
2019-12-16 03:35,0.00,-0.20,152.21,0.01,99.69,0.00,409.21,144.75,0.02,444.05,0.00,-0.26,17.00,67.81
2019-12-16 03:40,0.00,-0.20,154.76,0.00,99.02,0.00,407.41,131.37,0.02,463.56,0.00,-6.13,17.00,67.81
2019-12-16 03:45,0.00,-0.20,156.82,0.00,100.22,0.00,393.85,143.78,0.02,451.22,0.00,-9.18,17.00,67.81
2019-12-16 03:50,0.00,-0.20,156.91,0.08,100.04,0.00,400.84,134.01,0.02,442.39,0.00,0.00,17.00,67.81
2019-12-16 03:55,0.00,-0.20,155.05,0.00,100.65,0.00,408.63,141.41,0.02,427.50,0.00,-0.13,17.00,67.81
2019-12-16 04:00,0.00,-0.20,154.54,0.00,99.84,0.00,409.23,138.95,0.02,458.30,0.00,0.00,17.00,66.03
2019-12-16 04:05,0.00,-0.20,152.68,0.00,99.50,0.00,408.11,140.51,0.02,438.39,0.00,-0.98,16.72,66.03
2019-12-16 04:10,0.00,-0.20,154.55,0.00,99.84,0.00,402.17,148.81,0.02,441.25,0.00,-13.77,16.43,66.03
2019-12-16 04:15,0.00,-0.20,149.29,9.70,100.25,0.00,398.60,159.48,0.02,443.08,0.00,-0.08,16.15,66.03
2019-12-16 04:20,0.00,-0.20,142.35,0.00,100.59,0.00,402.24,159.22,0.02,448.10,0.00,-0.47,15.87,66.03
2019-12-16 04:25,0.00,-0.20,145.91,0.00,99.53,0.00,404.23,160.31,0.02,431.69,0.00,-0.16,15.58,66.03
2019-12-16 04:30,0.00,-0.20,145.19,0.00,99.57,0.00,402.73,158.97,0.02,469.86,0.00,-26.37,15.30,77.87
2019-12-16 04:35,0.00,-0.20,150.04,0.00,60.01,0.00,407.80,158.60,0.02,461.86,0.00,-0.36,15.28,77.87
2019-12-16 04:40,0.00,-0.20,161.94,0.00,59.80,0.00,401.08,159.45,0.02,503.83,0.00,-0.64,15.27,77.87
2019-12-16 04:45,0.00,-0.20,168.04,0.00,60.39,0.00,409.51,161.24,0.02,467.16,0.00,-36.43,15.25,77.87
2019-12-16 04:50,0.00,-0.20,172.34,5.10,60.70,0.00,404.63,169.23,0.02,469.98,0.00,-0.02,15.23,77.87
2019-12-16 04:55,0.00,-0.20,168.30,6.90,60.03,0.00,410.00,173.06,0.02,460.27,0.00,-0.10,15.22,77.87
2019-12-16 05:00,0.00,-0.20,179.33,0.00,59.74,0.00,402.69,171.72,0.02,401.22,0.00,-1.60,15.20,81.08
2019-12-16 05:05,0.01,-0.20,174.49,0.00,60.55,0.00,410.97,215.60,0.02,363.09,0.00,-11.72,15.13,81.08
2019-12-16 05:10,0.02,-0.20,176.99,0.00,60.67,0.00,411.62,249.75,0.02,300.80,0.00,-0.05,15.07,81.08
2019-12-16 05:15,0.03,-0.20,172.29,17.90,60.62,80.70,408.17,243.99,0.02,344.84,0.00,-0.07,15.00,81.08
2019-12-16 05:20,0.04,-0.20,166.99,0.00,60.76,114.18,410.59,246.24,0.02,301.63,0.00,-0.09,14.93,81.08
2019-12-16 05:25,0.05,-0.20,173.50,0.00,59.81,115.96,408.96,247.82,0.02,260.42,0.00,-0.45,14.87,81.08
2019-12-16 05:30,0.06,-0.20,172.37,0.33,60.01,114.36,412.54,267.93,0.02,271.31,0.00,0.00,14.80,71.91
2019-12-16 05:35,1.67,-0.20,173.82,0.40,60.30,113.90,407.94,300.10,0.02,251.22,0.00,-0.11,14.87,71.91
2019-12-16 05:40,3.28,-0.20,186.60,0.30,60.03,113.98,412.91,314.19,0.02,206.61,0.00,-0.18,14.93,71.91
2019-12-16 05:45,4.89,-0.20,196.77,0.00,60.36,115.18,412.63,314.44,0.02,180.69,0.00,-10.38,15.00,71.91
2019-12-16 05:50,6.50,-0.20,199.23,0.00,60.21,167.57,405.30,284.05,0.02,95.15,0.00,-0.11,15.07,71.91
2019-12-16 05:55,8.11,-0.20,211.86,0.00,59.39,211.76,402.59,308.98,0.02,113.67,0.00,-25.74,15.13,71.91
2019-12-16 06:00,9.72,-0.20,225.87,0.00,60.21,235.53,406.00,281.82,0.02,170.62,0.00,-20.21,15.20,80.42
2019-12-16 06:05,15.78,-0.20,232.81,0.06,121.87,214.09,375.80,244.09,0.02,132.28,0.00,-6.80,15.57,80.42
2019-12-16 06:10,21.85,0.20,240.22,0.00,155.55,181.45,399.69,231.35,0.02,155.99,0.00,-15.71,15.93,80.42
2019-12-16 06:15,27.91,1.30,256.04,0.01,156.57,156.56,403.87,234.76,0.02,189.51,0.00,-0.07,16.30,80.42
2019-12-16 06:20,33.97,1.60,262.64,0.00,156.80,153.28,389.42,223.75,0.02,131.57,0.00,-0.19,16.67,80.42
2019-12-16 06:25,40.04,1.80,282.82,0.05,156.24,186.63,418.63,208.95,0.02,85.05,0.00,-22.50,17.03,80.42
2019-12-16 06:30,46.10,2.10,286.38,4.60,156.71,237.10,408.89,218.20,0.02,48.91,0.00,-0.13,17.40,62.07
2019-12-16 06:35,57.18,2.30,302.57,5.80,156.42,235.34,436.97,219.05,0.02,24.01,0.00,-0.08,17.82,62.07
2019-12-16 06:40,68.26,2.50,302.18,0.03,155.93,235.53,461.26,212.80,0.02,31.27,0.00,0.00,18.23,62.07
2019-12-16 06:45,79.34,2.70,305.63,0.00,156.69,236.83,502.07,199.21,0.02,19.66,0.00,-20.36,18.65,62.07
2019-12-16 06:50,90.42,2.90,320.65,0.00,157.69,236.66,508.56,200.00,0.02,0.00,-62.72,-37.50,19.07,62.07
2019-12-16 06:55,101.50,3.00,318.33,0.00,156.44,235.18,517.61,194.25,0.02,0.00,-43.19,-11.51,19.48,62.07
2019-12-16 07:00,112.58,3.20,337.57,2.80,157.29,235.52,518.33,197.24,0.02,37.44,0.00,-0.10,19.90,69.48
2019-12-16 07:05,128.15,3.30,351.68,0.00,7.02,237.74,545.19,248.55,0.02,30.25,0.00,-17.39,20.25,69.48
2019-12-16 07:10,143.73,3.93,351.87,0.00,10.12,236.32,542.69,252.74,0.02,0.00,-67.84,-16.01,20.60,69.48
2019-12-16 07:15,159.30,6.73,372.25,0.00,10.73,230.84,579.13,266.03,0.02,0.00,-45.74,-5.57,20.95,69.48
2019-12-16 07:20,174.87,47.35,361.59,0.00,10.33,236.92,601.29,250.27,0.02,0.00,-16.06,-34.85,21.30,69.48
2019-12-16 07:25,190.45,57.66,351.75,0.11,10.64,234.19,578.10,251.46,0.02,0.00,-32.70,-7.20,21.65,69.48
2019-12-16 07:30,206.02,63.45,346.46,2.40,10.67,236.21,560.46,269.96,0.02,112.76,0.00,-0.09,22.00,67.81
2019-12-16 07:35,223.93,70.69,339.06,0.00,10.54,176.28,526.69,250.29,0.02,85.60,0.00,-31.06,22.37,67.81
2019-12-16 07:40,241.85,76.32,327.78,0.00,10.47,50.96,556.88,257.70,0.02,108.30,0.00,-16.66,22.73,67.81
2019-12-16 07:45,259.76,84.44,313.72,0.00,10.45,28.60,566.33,256.76,0.02,148.03,0.00,-26.20,23.10,67.81
2019-12-16 07:50,277.67,94.74,297.55,8.80,10.53,28.60,531.10,255.10,0.02,127.93,0.00,-0.18,23.47,67.81
2019-12-16 07:55,295.59,103.89,280.34,0.40,10.50,28.40,553.78,266.67,0.02,132.60,0.00,-0.05,23.83,67.81
2019-12-16 08:00,313.50,119.76,270.44,0.00,10.68,28.50,559.77,250.98,0.02,31.44,0.00,-9.72,24.20,67.01
2019-12-16 08:05,332.44,128.24,246.75,0.00,46.75,3.70,596.47,274.43,0.02,70.07,0.00,-0.28,24.50,67.01
2019-12-16 08:10,351.38,135.51,232.87,0.00,59.40,0.00,614.24,251.61,0.02,85.34,0.00,-14.87,24.80,67.01
2019-12-16 08:15,370.33,140.08,224.55,0.03,59.86,0.00,584.61,244.57,0.02,104.48,0.00,-40.10,25.10,67.01
2019-12-16 08:20,389.27,143.91,226.84,0.60,59.62,0.00,545.27,260.54,0.02,160.07,0.00,-0.09,25.40,67.01
2019-12-16 08:25,408.21,147.28,219.10,0.21,59.71,0.00,515.41,260.57,0.02,117.21,0.00,0.00,25.70,67.01
2019-12-16 08:30,427.15,151.63,219.49,0.06,58.79,0.00,542.24,255.37,0.02,14.08,0.00,-21.60,26.00,73.02
2019-12-16 08:35,445.15,155.48,212.24,12.00,58.75,0.00,580.22,302.38,0.02,0.00,-19.04,-0.07,26.35,73.02
2019-12-16 08:40,463.14,158.86,201.53,0.30,59.66,0.00,617.98,306.10,0.02,10.17,0.00,-0.02,26.70,73.02
2019-12-16 08:45,481.14,161.96,195.62,13.80,59.51,0.00,632.54,295.83,0.02,0.00,-37.15,-0.11,27.05,73.02
2019-12-16 08:50,499.13,164.64,185.55,0.20,59.17,0.00,621.58,289.30,0.02,0.00,-41.10,-0.22,27.40,73.02
2019-12-16 08:55,517.13,168.38,176.22,8.90,59.05,0.00,630.33,284.19,0.02,0.00,-14.16,-0.15,27.75,73.02
2019-12-16 09:00,535.12,169.42,173.53,0.10,59.48,0.00,623.72,262.93,0.02,22.11,0.00,-0.16,28.10,95.16
2019-12-16 09:05,550.66,173.28,159.59,0.00,58.93,0.00,629.46,226.54,0.02,38.79,0.00,-0.07,28.23,95.16
2019-12-16 09:10,566.20,177.02,157.30,0.00,59.37,0.00,627.79,216.86,0.02,47.29,0.00,-0.22,28.37,95.16
2019-12-16 09:15,581.74,179.08,147.85,3.00,59.33,0.00,632.84,204.18,0.02,45.82,0.00,-0.07,28.50,95.16
2019-12-16 09:20,597.29,182.52,147.18,0.00,59.80,0.00,644.61,191.99,0.02,12.66,0.00,-0.11,28.63,95.16
2019-12-16 09:25,612.83,189.97,141.52,2.83,59.62,0.00,648.30,187.58,0.02,25.49,0.00,-0.04,28.77,95.16
2019-12-16 09:30,628.37,191.54,137.29,0.10,58.95,0.00,649.75,182.24,0.02,0.00,-54.30,-0.06,28.90,66.61
2019-12-16 09:35,641.18,193.52,122.78,14.80,123.83,0.00,629.91,184.44,0.02,0.00,-140.23,-0.22,29.12,66.61
2019-12-16 09:40,653.99,194.82,118.97,23.07,148.15,0.00,648.00,227.27,0.02,0.00,-89.96,-0.09,29.33,66.61
2019-12-16 09:45,666.79,197.77,119.54,9.80,149.22,0.00,615.44,225.08,0.02,0.00,-48.08,-0.07,29.55,66.61
2019-12-16 09:50,679.60,200.15,105.00,5.10,150.00,0.00,575.97,227.75,0.02,0.00,-43.58,-0.07,29.77,66.61
2019-12-16 09:55,692.41,202.70,89.58,0.00,149.42,0.00,542.41,237.43,0.02,0.00,-15.26,-0.09,29.98,66.61
2019-12-16 10:00,705.22,204.60,86.79,13.50,149.42,0.00,511.94,238.42,0.02,0.00,-13.69,-0.07,30.20,72.41
2019-12-16 10:05,715.24,206.38,82.30,5.60,148.79,0.00,550.36,230.29,0.02,0.00,-55.29,-0.06,30.33,72.41
2019-12-16 10:10,725.26,207.95,76.80,16.60,149.72,0.00,588.82,221.78,0.02,0.00,-64.26,-0.05,30.47,72.41
2019-12-16 10:15,735.29,210.26,69.58,8.20,148.93,0.00,595.03,213.72,0.02,0.00,-24.26,-0.09,30.60,72.41
2019-12-16 10:20,745.31,211.47,67.76,12.00,148.84,0.00,564.58,219.10,0.02,13.20,0.00,-0.07,30.73,72.41
2019-12-16 10:25,755.33,213.09,62.06,3.70,150.07,0.00,549.86,209.31,0.02,0.00,-10.07,-0.11,30.87,72.41
2019-12-16 10:30,765.35,214.66,52.98,3.10,149.57,0.00,568.15,208.39,0.02,12.43,0.00,-0.05,31.00,69.30
2019-12-16 10:35,773.51,216.17,49.75,38.26,98.28,0.00,583.61,206.46,0.02,0.00,-8.30,-0.12,31.17,69.30
2019-12-16 10:40,781.68,217.59,44.26,28.99,99.72,0.00,593.54,197.45,0.02,29.85,0.00,-0.02,31.33,69.30
2019-12-16 10:45,789.84,219.14,36.34,33.70,81.39,0.00,567.23,205.19,0.02,2.29,0.00,-0.03,31.50,69.30
2019-12-16 10:50,798.00,220.46,35.11,25.20,80.61,0.00,596.43,193.89,0.02,12.83,0.00,-0.04,31.67,69.30
2019-12-16 10:55,806.17,221.69,31.01,25.00,81.19,0.00,584.00,199.11,0.02,7.54,0.00,-7.89,31.83,69.30
2019-12-16 11:00,814.33,223.00,25.93,31.79,79.96,0.00,592.30,200.42,0.02,56.99,0.00,-0.07,32.00,75.20
2019-12-16 11:05,819.73,224.30,24.45,28.10,8.62,0.00,603.70,204.47,0.02,74.13,0.00,-0.10,32.03,75.20
2019-12-16 11:10,825.13,225.29,21.70,32.50,10.13,0.00,603.03,198.04,0.02,87.48,0.00,-0.11,32.07,75.20
2019-12-16 11:15,830.53,225.18,17.73,28.49,10.41,0.00,606.60,189.90,0.02,82.25,0.00,-0.07,32.10,75.20
2019-12-16 11:20,835.93,225.28,16.10,9.73,10.80,0.00,598.61,179.55,0.02,108.84,0.00,-0.09,32.13,75.20
2019-12-16 11:25,841.33,225.19,12.93,13.37,10.68,0.00,606.11,183.80,0.02,156.10,0.00,-0.07,32.17,75.20
2019-12-16 11:30,846.73,225.23,10.26,0.16,10.85,0.00,600.84,171.62,0.02,126.32,0.00,-6.00,32.20,77.80
2019-12-16 11:35,849.93,225.21,9.79,4.47,18.23,0.00,596.54,177.69,0.02,162.99,0.00,-0.05,32.23,77.80
2019-12-16 11:40,853.13,225.18,9.68,8.50,19.65,0.00,600.94,188.39,0.02,171.66,0.00,-0.06,32.27,77.80
2019-12-16 11:45,856.33,225.18,5.78,1.90,19.87,0.00,600.07,186.35,0.02,149.11,0.00,-0.05,32.30,77.80
2019-12-16 11:50,859.52,225.19,4.19,0.00,19.99,0.00,594.90,192.37,0.02,154.96,0.00,-0.40,32.33,77.80
2019-12-16 11:55,862.72,225.18,6.98,0.00,20.08,0.00,597.29,190.46,0.02,173.57,0.00,-4.77,32.37,77.80
2019-12-16 12:00,865.92,225.21,9.53,0.00,20.19,0.00,595.92,185.77,0.02,167.41,0.00,-0.43,32.40,70.29
2019-12-16 12:05,868.67,225.08,9.74,0.00,20.05,0.00,602.78,178.34,0.02,190.16,0.00,-10.89,32.30,70.29
2019-12-16 12:10,871.42,225.11,13.47,8.30,19.90,0.00,596.86,189.16,0.02,228.54,0.00,-0.05,32.20,70.29
2019-12-16 12:15,874.16,224.93,13.35,0.00,20.46,0.00,564.66,181.00,0.02,216.17,0.00,-10.42,32.10,70.29
2019-12-16 12:20,876.91,225.09,17.09,0.00,19.85,0.00,551.48,171.93,0.02,260.11,0.00,-1.97,32.00,70.29
2019-12-16 12:25,879.66,225.21,13.84,23.51,20.07,0.00,537.14,183.95,0.02,185.96,0.00,0.00,31.90,70.29
2019-12-16 12:30,882.41,225.22,21.78,0.00,19.76,0.00,557.42,192.63,0.02,186.26,0.00,-0.16,31.80,69.78
2019-12-16 12:35,883.46,225.13,29.57,0.10,71.64,0.00,534.14,183.58,0.02,159.76,0.00,-0.07,32.00,69.78
2019-12-16 12:40,884.51,225.23,38.47,0.00,89.51,0.00,556.41,169.80,0.02,183.64,0.00,-8.46,32.20,69.78
2019-12-16 12:45,885.56,225.11,41.03,13.20,89.23,0.00,529.28,187.05,0.02,163.73,0.00,-0.21,32.40,69.78
2019-12-16 12:50,886.61,225.11,53.48,12.00,89.51,0.00,561.37,171.78,0.02,115.74,0.00,-0.13,32.60,69.78
2019-12-16 12:55,887.66,225.10,59.42,0.10,89.65,0.00,588.58,184.58,0.02,98.28,0.00,-0.11,32.80,69.78
2019-12-16 13:00,888.71,225.11,63.44,0.10,89.80,0.00,593.12,178.38,0.02,30.62,0.00,-0.08,33.00,68.06
2019-12-16 13:05,888.44,225.10,67.22,0.03,137.27,0.00,591.60,173.84,0.02,50.93,0.00,-1.90,32.95,68.06
2019-12-16 13:10,888.16,225.11,65.69,0.00,155.47,0.00,588.57,178.08,0.02,79.48,0.00,-22.80,32.90,68.06
2019-12-16 13:15,887.88,225.13,62.37,3.60,155.18,0.00,555.88,181.19,0.02,137.58,0.00,-0.06,32.85,68.06
2019-12-16 13:20,887.61,225.12,72.82,0.00,154.82,0.00,535.94,187.51,0.02,105.83,0.00,-2.35,32.80,68.06
2019-12-16 13:25,887.33,225.10,77.36,0.00,154.97,0.00,565.30,172.47,0.02,68.84,0.00,-11.57,32.75,68.06
2019-12-16 13:30,887.06,225.10,91.71,0.07,156.65,0.00,594.31,175.54,0.02,74.88,0.00,-16.10,32.70,70.22
2019-12-16 13:35,883.65,224.96,102.21,13.30,155.60,0.00,604.99,179.19,0.02,69.18,0.00,-0.15,32.70,70.22
2019-12-16 13:40,880.24,224.56,106.60,0.83,156.63,0.00,592.42,182.29,0.02,55.80,0.00,0.00,32.70,70.22
2019-12-16 13:45,876.83,224.42,105.53,0.07,155.72,0.00,592.79,178.27,0.02,82.08,0.00,0.00,32.70,70.22
2019-12-16 13:50,873.42,224.58,100.76,0.00,156.25,0.00,593.14,174.33,0.02,75.52,0.00,-20.76,32.70,70.22
2019-12-16 13:55,870.01,224.62,106.59,0.00,156.56,0.00,593.78,187.67,0.02,105.57,0.00,-0.83,32.70,70.22
2019-12-16 14:00,866.60,224.23,91.46,14.00,155.72,0.00,603.10,182.87,0.02,83.82,0.00,-0.12,32.70,68.44
2019-12-16 14:05,861.78,224.21,99.53,0.00,118.38,0.00,589.29,252.02,0.02,98.76,0.00,-0.08,32.62,68.44
2019-12-16 14:10,856.96,224.48,106.68,1.70,118.71,29.00,570.37,261.98,0.02,29.77,0.00,-0.07,32.53,68.44
2019-12-16 14:15,852.14,224.68,101.69,9.10,118.07,61.50,589.16,258.41,0.02,28.42,0.00,-0.07,32.45,68.44
2019-12-16 14:20,847.32,224.30,106.12,0.10,118.52,68.29,588.98,243.34,0.02,49.49,0.00,-0.18,32.37,68.44
