date,Solar (Rooftop) -  MW,Solar (Utility) -  MW,Wind -  MW,Battery (Discharging) -  MW,Gas (Reciprocating) -  MW,Gas (OCGT) -  MW,Gas (CCGT) -  MW,Gas (Steam) -  MW,Distillate -  MW,Imports -  MW,Exports -  MW,Battery (Charging) -  MW,Temperature - C,Price - AUD/MWh
2019-12-23 05:45,3.59,-0.20,417.78,0.00,21.58,0.00,173.55,131.72,0.02,552.01,0.00,-21.07,18.40,56.52
2019-12-23 05:50,4.78,-0.20,438.85,7.64,21.13,0.00,173.55,122.65,0.02,546.15,0.00,-1.17,18.47,56.52
2019-12-23 05:55,5.96,-0.20,442.49,0.00,20.54,0.00,172.88,121.57,0.02,531.81,0.00,-10.74,18.53,56.52
2019-12-23 06:00,7.14,-0.20,436.66,5.50,21.53,0.00,172.88,118.04,0.02,574.44,0.00,-1.99,18.60,61.07
2019-12-23 06:05,13.57,-0.20,429.95,0.00,21.39,0.00,172.88,104.15,0.02,582.42,0.00,-0.34,18.82,61.07
2019-12-23 06:10,20.00,-0.20,415.32,17.10,21.48,0.00,187.65,105.86,0.02,585.26,0.00,-0.02,19.03,61.07
2019-12-23 06:15,26.43,2.70,401.38,0.60,20.40,0.00,186.30,114.47,0.02,585.22,0.00,-0.02,19.25,61.07
2019-12-23 06:20,32.87,3.90,381.61,0.00,23.39,0.00,172.88,128.08,0.02,551.39,0.00,-6.63,19.47,61.07
2019-12-23 06:25,39.30,3.35,363.25,0.00,65.02,0.00,172.88,126.50,0.02,561.79,0.00,-19.27,19.68,61.07
2019-12-23 06:30,45.73,3.21,358.04,0.00,82.34,0.00,173.55,122.85,0.02,585.27,0.00,-0.06,19.90,68.00
2019-12-23 06:35,56.42,3.08,347.91,0.00,76.75,0.00,172.88,143.49,0.02,585.26,0.00,-7.13,20.18,68.00
2019-12-23 06:40,67.11,6.33,348.66,0.53,79.74,0.00,173.55,143.23,0.02,585.20,0.00,-1.66,20.47,68.00
2019-12-23 06:45,77.80,7.37,347.42,27.30,43.26,0.00,173.55,145.49,0.02,585.19,0.00,-0.16,20.75,68.00
2019-12-23 06:50,88.50,10.80,349.27,9.10,54.02,0.00,172.88,135.55,0.02,570.21,0.00,-0.05,21.03,68.00
2019-12-23 06:55,99.19,12.80,365.48,26.10,67.92,0.00,172.88,134.17,0.02,585.23,0.00,-0.15,21.32,68.00
2019-12-23 07:00,109.88,15.55,385.53,29.90,74.57,0.00,172.21,130.17,0.02,585.19,0.00,-0.11,21.60,65.65
2019-12-23 07:05,124.00,18.44,378.62,29.88,36.41,0.00,172.21,136.59,0.02,574.50,0.00,0.00,21.95,65.65
2019-12-23 07:10,138.13,29.25,390.85,29.80,46.04,0.00,171.54,142.27,0.02,585.21,0.00,-0.08,22.30,65.65
2019-12-23 07:15,152.25,17.61,403.44,28.60,22.39,0.00,172.21,148.30,0.02,585.22,0.00,-0.07,22.65,65.65
2019-12-23 07:20,166.38,15.95,399.05,30.58,21.53,0.00,171.54,127.08,0.02,573.10,0.00,-0.10,23.00,65.65
2019-12-23 07:25,180.50,19.38,402.29,30.34,21.48,0.00,172.21,154.08,0.02,574.82,0.00,0.00,23.35,65.65
2019-12-23 07:30,194.63,23.44,390.51,2.00,48.75,0.00,171.54,144.27,0.02,585.16,0.00,-0.08,23.70,59.60
2019-12-23 07:35,204.05,30.21,377.41,42.61,30.32,0.00,184.96,161.27,0.02,585.14,0.00,-0.09,24.13,59.60
2019-12-23 07:40,213.47,30.46,375.53,0.00,23.85,0.00,169.53,154.06,0.02,574.11,0.00,-0.15,24.57,59.60
2019-12-23 07:45,222.90,51.92,385.64,21.76,21.42,0.00,170.87,125.88,0.02,559.25,0.00,-0.03,25.00,59.60
2019-12-23 07:50,232.32,32.20,378.55,30.48,22.29,0.00,170.87,128.39,0.02,585.13,0.00,0.00,25.43,59.60
2019-12-23 07:55,241.74,38.03,378.10,7.24,21.81,0.00,174.22,148.43,0.02,585.16,0.00,-0.01,25.87,59.60
2019-12-23 08:00,251.16,56.60,343.68,0.00,30.01,0.00,169.53,132.74,0.02,541.47,0.00,-1.49,26.30,65.04
2019-12-23 08:05,266.09,97.69,319.22,0.00,74.62,0.00,168.85,159.62,0.02,585.15,0.00,-0.06,26.42,65.04
2019-12-23 08:10,281.02,116.46,310.82,0.00,48.80,0.00,166.84,126.79,0.02,575.50,0.00,-13.57,26.53,65.04
2019-12-23 08:15,295.96,112.63,306.13,0.80,41.99,0.00,167.51,139.18,0.02,571.72,0.00,-0.09,26.65,65.04
2019-12-23 08:20,310.89,84.88,303.57,0.10,42.36,0.00,166.84,125.64,0.02,569.12,0.00,-0.07,26.77,65.04
2019-12-23 08:25,325.82,80.55,292.39,18.33,42.08,0.00,196.37,150.22,0.02,557.81,0.00,-0.10,26.88,65.04
2019-12-23 08:30,340.75,83.32,285.43,6.15,39.99,0.00,188.32,140.37,0.02,576.47,0.00,-0.07,27.00,64.03
2019-12-23 08:35,353.62,94.83,268.11,17.64,34.79,0.00,191.00,141.03,0.02,585.12,0.00,-0.08,27.23,64.03
2019-12-23 08:40,366.49,136.29,239.95,0.70,35.17,0.00,188.99,135.32,0.02,581.01,0.00,-0.97,27.47,64.03
2019-12-23 08:45,379.36,137.70,230.11,1.35,35.72,0.00,190.33,139.13,0.02,573.91,0.00,-1.68,27.70,64.03
2019-12-23 08:50,392.22,137.21,227.23,0.00,35.42,0.00,202.41,139.06,0.02,571.95,0.00,-16.46,27.93,64.03
2019-12-23 08:55,405.09,152.53,223.84,0.86,35.66,0.00,188.32,134.46,0.02,585.16,0.00,-13.19,28.17,64.03
2019-12-23 09:00,417.96,141.93,207.89,7.53,34.44,0.00,193.01,154.73,0.02,585.14,0.00,-1.86,28.40,66.50
2019-12-23 09:05,428.50,99.76,194.00,9.75,47.90,0.00,191.00,159.05,0.02,585.12,0.00,-0.09,28.53,66.50
2019-12-23 09:10,439.04,147.67,188.23,0.00,43.59,0.00,186.97,140.59,0.02,542.27,0.00,-19.67,28.67,66.50
2019-12-23 09:15,449.59,130.13,179.44,10.13,87.08,0.00,191.00,150.72,0.02,585.13,0.00,-0.03,28.80,66.50
2019-12-23 09:20,460.13,117.61,170.89,0.00,86.26,0.00,184.96,140.28,0.02,585.08,0.00,-0.27,28.93,66.50
2019-12-23 09:25,470.67,133.26,160.97,0.00,71.89,0.00,165.50,135.28,0.02,584.97,0.00,-12.73,29.07,66.50
2019-12-23 09:30,481.21,114.55,150.90,22.02,20.54,0.00,172.21,150.62,0.02,584.98,0.00,0.00,29.20,68.17
2019-12-23 09:35,489.08,175.01,128.53,7.17,62.56,0.00,165.50,140.30,0.02,585.05,0.00,0.00,29.18,68.17
2019-12-23 09:40,496.95,135.71,131.07,0.00,47.71,0.00,163.49,140.44,0.02,513.59,0.00,-0.19,29.17,68.17
2019-12-23 09:45,504.81,205.63,117.67,4.67,108.42,0.00,200.40,144.47,0.02,585.16,0.00,-0.17,29.15,68.17
2019-12-23 09:50,512.68,175.45,102.56,0.00,82.93,0.00,188.32,129.48,0.02,585.21,0.00,-21.45,29.13,68.17
2019-12-23 09:55,520.55,149.25,95.30,5.56,56.44,0.00,188.99,145.62,0.02,572.53,0.00,-0.17,29.12,68.17
2019-12-23 10:00,528.42,86.07,84.52,24.81,66.58,0.00,196.37,145.39,0.02,592.73,0.00,-0.08,29.10,54.70
2019-12-23 10:05,534.02,121.31,76.15,0.05,119.57,0.00,217.17,131.64,0.02,720.13,0.00,-0.10,29.05,54.70
2019-12-23 10:10,539.62,167.77,72.18,0.00,22.19,0.00,190.33,120.66,0.02,671.77,0.00,-0.12,29.00,54.70
2019-12-23 10:15,545.22,156.75,77.45,18.82,21.77,0.00,197.71,102.77,0.02,675.56,0.00,-0.09,28.95,54.70
2019-12-23 10:20,550.81,179.95,87.04,0.00,22.37,0.00,186.97,100.40,0.02,702.13,0.00,-12.77,28.90,54.70
2019-12-23 10:25,556.41,201.02,107.26,0.00,21.19,0.00,162.81,84.24,0.02,640.33,0.00,-0.09,28.85,54.70
2019-12-23 10:30,562.01,194.65,115.44,0.00,21.00,0.00,162.14,84.45,0.02,639.30,0.00,0.00,28.80,44.44
2019-12-23 10:35,581.53,192.73,128.64,0.10,20.92,0.00,160.80,79.98,0.02,655.93,0.00,-0.09,29.07,44.44
2019-12-23 10:40,601.06,202.43,140.89,0.30,21.71,0.00,160.80,77.06,0.02,613.28,0.00,-0.08,29.33,44.44
2019-12-23 10:45,620.58,183.71,166.64,0.00,21.97,0.00,161.47,83.98,0.02,596.62,0.00,-14.80,29.60,44.44
2019-12-23 10:50,640.10,201.36,180.26,0.00,20.78,0.00,160.80,79.02,0.02,594.87,0.00,-4.60,29.87,44.44
2019-12-23 10:55,659.63,197.18,180.08,0.06,22.43,0.00,160.80,81.37,0.02,560.00,0.00,-1.60,30.13,44.44
2019-12-23 11:00,679.15,217.24,196.45,0.00,21.65,0.00,160.80,82.71,0.02,523.00,0.00,-36.13,30.40,42.46
2019-12-23 11:05,688.12,213.38,217.49,0.05,21.77,0.00,160.80,80.57,0.02,437.01,0.00,-1.10,30.42,42.46
2019-12-23 11:10,697.09,220.30,219.16,0.01,21.58,0.00,162.14,78.48,0.02,425.57,0.00,-0.12,30.43,42.46
2019-12-23 11:15,706.06,215.31,199.18,19.30,21.41,0.00,170.87,78.54,0.02,448.93,0.00,-0.05,30.45,42.46
2019-12-23 11:20,715.02,216.76,209.19,0.00,21.88,0.00,164.16,76.43,0.02,430.55,0.00,-0.97,30.47,42.46
2019-12-23 11:25,723.99,165.18,199.21,0.40,21.01,0.00,161.47,80.75,0.02,475.76,0.00,-0.13,30.48,42.46
2019-12-23 11:30,732.96,200.47,218.22,0.00,21.47,0.00,160.80,78.98,0.02,448.38,0.00,-0.21,30.50,41.92
2019-12-23 11:35,730.99,211.48,215.00,0.02,21.23,0.00,165.50,79.00,0.02,462.22,0.00,-0.33,30.47,41.92
2019-12-23 11:40,729.02,188.15,246.37,0.00,20.86,0.00,160.13,83.47,0.02,399.74,0.00,-8.30,30.43,41.92
2019-12-23 11:45,727.06,204.12,261.03,0.00,23.79,0.00,173.55,80.10,0.02,446.62,0.00,-0.11,30.40,41.92
2019-12-23 11:50,725.09,222.04,268.33,0.00,21.30,0.00,159.46,79.11,0.02,357.21,0.00,-20.83,30.37,41.92
2019-12-23 11:55,723.12,204.54,285.60,0.00,21.26,0.00,159.46,80.62,0.02,383.41,0.00,-0.08,30.33,41.92
2019-12-23 12:00,721.15,217.80,342.98,0.00,21.27,0.00,160.13,82.84,0.02,341.42,0.00,-20.79,30.30,40.00
2019-12-23 12:05,716.20,210.50,366.22,0.01,21.29,0.00,160.13,79.94,0.02,340.90,0.00,-0.23,30.52,40.00
2019-12-23 12:10,711.26,224.82,394.07,0.00,21.58,0.00,159.46,80.62,0.02,311.43,0.00,-37.08,30.73,40.00
2019-12-23 12:15,706.31,225.42,387.14,0.00,21.50,0.00,159.46,80.56,0.02,359.68,0.00,-39.80,30.95,40.00
2019-12-23 12:20,701.36,224.99,403.18,0.00,21.27,0.00,170.87,76.93,0.02,394.84,0.00,-39.69,31.17,40.00
2019-12-23 12:25,696.42,219.82,373.42,0.00,21.16,0.00,164.83,81.75,0.02,410.66,0.00,-39.70,31.38,40.00
2019-12-23 12:30,691.47,198.75,393.64,0.00,21.53,0.00,160.13,80.62,0.02,431.10,0.00,-39.78,31.60,41.60
2019-12-23 12:35,697.77,210.90,389.72,0.00,21.38,0.00,162.81,76.95,0.02,402.54,0.00,-34.78,31.77,41.60
2019-12-23 12:40,704.08,209.74,403.11,0.00,21.74,0.00,160.80,78.39,0.02,416.25,0.00,-3.41,31.93,41.60
2019-12-23 12:45,710.38,222.71,415.63,0.00,21.32,0.00,160.80,76.86,0.02,356.87,0.00,-6.23,32.10,41.60
2019-12-23 12:50,716.68,204.35,455.84,0.00,21.70,0.00,160.80,78.02,0.02,361.33,0.00,-6.12,32.27,41.60
2019-12-23 12:55,722.99,198.04,487.08,0.00,21.30,0.00,160.13,75.63,0.02,310.20,0.00,-2.23,32.43,41.60
2019-12-23 13:00,729.29,197.31,491.19,0.00,21.73,0.00,160.13,82.95,0.02,270.25,0.00,-16.52,32.60,39.59
2019-12-23 13:05,727.77,180.64,487.00,0.00,21.77,0.00,161.47,80.18,0.02,310.56,0.00,-0.94,32.52,39.59
2019-12-23 13:10,726.25,225.04,521.84,0.00,21.07,0.00,160.13,77.14,0.02,329.37,0.00,-1.06,32.43,39.59
2019-12-23 13:15,724.73,224.92,529.58,0.00,21.33,0.00,159.46,81.25,0.02,329.51,0.00,-38.50,32.35,39.59
2019-12-23 13:20,723.21,186.78,601.37,0.00,21.99,0.00,160.13,79.06,0.02,284.82,0.00,-40.70,32.27,39.59
2019-12-23 13:25,721.69,221.49,654.88,0.00,21.48,0.00,168.18,80.11,0.02,277.52,0.00,-40.74,32.18,39.59
2019-12-23 13:30,720.17,225.27,718.44,0.00,21.27,0.00,159.46,79.67,0.02,170.33,0.00,-40.58,32.10,39.01
2019-12-23 13:35,728.75,225.31,708.80,0.00,21.35,0.00,159.46,82.52,0.02,123.89,0.00,-8.11,31.95,39.01
2019-12-23 13:40,737.34,206.83,698.74,0.00,21.42,0.00,172.21,78.88,0.02,214.34,0.00,-0.99,31.80,39.01
2019-12-23 13:45,745.92,218.30,712.36,0.00,21.39,0.00,160.80,84.87,0.02,176.19,0.00,-13.18,31.65,39.01
2019-12-23 13:50,754.50,222.33,762.48,0.00,21.50,0.00,160.13,75.60,0.02,96.21,0.00,-41.05,31.50,39.01
2019-12-23 13:55,763.09,216.12,800.95,0.50,20.95,0.00,158.79,77.55,0.02,26.34,0.00,-0.95,31.35,39.01
2019-12-23 14:00,771.67,224.50,824.95,0.00,20.83,0.00,160.13,79.14,0.02,0.00,-10.12,-1.12,31.20,36.28
2019-12-23 14:05,756.38,211.36,827.75,0.00,21.59,0.00,166.84,80.51,0.02,0.00,-32.13,-1.10,30.83,36.28
2019-12-23 14:10,741.10,190.18,855.52,0.00,21.48,0.00,173.55,76.45,0.02,57.04,0.00,-1.05,30.47,36.28
2019-12-23 14:15,725.81,201.36,853.02,0.00,21.50,0.00,177.58,76.29,0.02,55.62,0.00,-0.93,30.10,36.28
2019-12-23 14:20,710.52,191.66,866.06,0.00,21.30,0.00,162.81,79.89,0.02,32.40,0.00,-1.02,29.73,36.28
2019-12-23 14:25,695.24,156.05,943.09,0.00,20.75,0.00,160.13,78.27,0.02,29.17,0.00,-0.87,29.37,36.28
2019-12-23 14:30,679.95,131.24,1007.72,0.00,21.41,0.00,161.47,79.47,0.02,0.00,-46.02,-0.05,29.00,39.50
2019-12-23 14:35,639.45,118.00,1052.75,0.00,21.36,0.00,160.80,77.91,0.02,0.00,-87.85,-1.62,29.22,39.50
2019-12-23 14:40,598.94,95.19,1061.64,0.00,21.35,0.00,160.80,80.45,0.02,0.00,-51.81,-0.10,29.43,39.50
2019-12-23 14:45,558.44,116.75,1067.60,0.00,21.33,0.00,168.18,78.70,0.02,29.69,0.00,-0.12,29.65,39.50
2019-12-23 14:50,517.93,119.31,1071.23,0.00,21.62,0.00,172.21,79.91,0.02,78.12,0.00,-0.15,29.87,39.50
2019-12-23 14:55,477.43,125.39,1087.61,0.00,21.38,0.00,170.20,78.95,0.02,133.43,0.00,-11.10,30.08,39.50
2019-12-23 15:00,436.92,108.95,1117.45,0.00,21.52,0.00,160.13,79.22,0.02,114.53,0.00,-26.45,30.30,50.76
2019-12-23 15:05,426.80,87.34,1071.84,0.00,21.94,0.00,192.34,81.42,0.02,160.26,0.00,-0.27,30.33,50.76
2019-12-23 15:10,416.68,80.40,1061.64,0.01,21.29,0.00,211.13,81.77,0.02,228.78,0.00,-0.25,30.37,50.76
2019-12-23 15:15,406.57,84.40,990.72,29.73,21.70,0.00,205.77,81.86,0.02,349.25,0.00,-0.05,30.40,50.76
2019-12-23 15:20,396.45,96.20,952.22,0.63,21.21,0.00,200.40,79.42,0.02,431.47,0.00,-0.07,30.43,50.76
2019-12-23 15:25,386.33,103.37,939.61,24.62,21.16,0.00,197.04,82.45,0.02,425.08,0.00,0.00,30.47,50.76
2019-12-23 15:30,376.21,71.97,989.81,2.18,20.86,0.00,192.34,80.69,0.02,373.00,0.00,-0.07,30.50,52.71
2019-12-23 15:35,377.32,83.85,990.46,0.91,21.32,0.00,225.23,78.27,0.02,367.22,0.00,0.00,30.00,52.71
2019-12-23 15:40,378.43,62.84,1097.27,0.01,21.42,0.00,227.24,81.65,0.02,319.65,0.00,-0.08,29.50,52.71
2019-12-23 15:45,379.55,98.69,1095.79,0.00,21.01,0.00,257.44,77.45,0.02,203.23,0.00,-2.18,29.00,52.71
2019-12-23 15:50,380.66,79.15,1071.00,28.50,21.58,0.00,274.22,75.78,0.02,181.96,0.00,0.00,28.50,52.71
2019-12-23 15:55,381.77,80.44,1075.34,7.69,21.39,0.00,288.31,83.46,0.02,153.85,0.00,-9.83,28.00,52.71
2019-12-23 16:00,382.88,87.11,1013.27,25.35,21.27,0.00,337.30,75.19,0.02,149.19,0.00,-0.21,27.50,67.28
2019-12-23 16:05,350.54,105.32,978.99,3.55,21.12,0.00,317.17,78.63,0.02,139.17,0.00,-35.10,27.53,67.28
2019-12-23 16:10,318.21,99.09,917.70,9.88,21.12,0.00,323.21,81.94,0.02,181.04,0.00,-0.08,27.57,67.28
2019-12-23 16:15,285.87,63.13,789.33,50.31,21.45,0.00,348.71,80.08,0.02,400.72,0.00,-0.10,27.60,67.28
2019-12-23 16:20,253.53,52.00,687.11,55.81,21.47,0.00,365.49,82.11,0.02,542.96,0.00,-0.04,27.63,67.28
2019-12-23 16:25,221.20,42.84,638.61,1.05,21.38,0.00,394.35,79.57,0.02,637.69,0.00,-0.17,27.67,67.28
2019-12-23 16:30,188.86,48.00,597.99,28.36,21.38,0.00,426.56,75.23,0.02,714.58,0.00,-0.10,27.70,102.17
2019-12-23 16:35,180.27,51.25,578.35,14.20,21.38,0.00,445.35,78.33,0.02,685.15,0.00,-0.09,27.68,102.17
2019-12-23 16:40,171.69,62.63,566.26,27.30,49.50,0.00,445.35,78.08,0.02,668.25,0.00,-0.11,27.67,102.17
2019-12-23 16:45,163.10,81.76,575.02,2.20,111.48,19.08,414.48,77.83,0.02,647.49,0.00,-0.08,27.65,102.17
2019-12-23 16:50,154.52,92.88,596.06,0.01,121.68,75.02,378.24,79.84,0.02,621.32,0.00,-20.10,27.63,102.17
2019-12-23 16:55,145.93,121.25,601.35,1.30,59.42,102.16,352.07,82.82,0.02,602.54,0.00,-0.03,27.62,102.17
2019-12-23 17:00,137.35,100.50,591.18,9.20,20.29,104.70,326.56,127.71,0.02,610.61,0.00,-0.09,27.60,75.29
2019-12-23 17:05,128.83,117.88,565.93,14.42,20.22,105.52,325.89,135.55,0.02,654.33,0.00,-0.10,27.58,75.29
2019-12-23 17:10,120.31,68.96,521.39,12.25,47.46,105.62,357.43,147.49,0.02,619.27,0.00,-0.26,27.57,75.29
2019-12-23 17:15,111.79,75.39,479.24,41.52,75.41,105.94,355.42,149.15,0.02,486.67,0.00,-0.11,27.55,75.29
2019-12-23 17:20,103.27,98.59,474.41,31.46,143.98,106.13,370.86,191.87,0.02,465.45,0.00,-0.08,27.53,75.29
2019-12-23 17:25,94.75,97.35,469.15,1.01,167.25,106.67,400.39,198.10,0.02,450.01,0.00,-0.18,27.52,75.29
2019-12-23 17:30,86.23,76.07,496.15,0.56,164.39,106.73,433.27,199.04,0.02,403.82,0.00,-36.59,27.50,69.01
2019-12-23 17:35,80.92,50.93,534.96,0.00,170.84,106.68,411.79,196.47,0.02,470.31,0.00,-33.50,27.48,69.01
2019-12-23 17:40,75.62,40.92,563.75,0.00,171.63,106.77,418.51,165.77,0.02,442.64,0.00,-37.32,27.47,69.01
2019-12-23 17:45,70.31,39.41,584.76,0.00,171.83,106.86,387.63,140.30,0.02,473.57,0.00,-2.46,27.45,69.01
2019-12-23 17:50,65.00,32.35,614.05,0.70,161.23,106.98,353.41,147.47,0.02,407.69,0.00,-0.04,27.43,69.01
2019-12-23 17:55,59.70,30.05,624.20,0.93,168.06,107.04,375.55,146.14,0.02,360.61,0.00,0.00,27.42,69.01
2019-12-23 18:00,54.39,40.56,611.84,5.09,168.60,106.99,406.43,153.43,0.02,485.32,0.00,-0.11,27.40,70.57
2019-12-23 18:05,50.61,31.36,574.26,21.20,90.88,107.24,380.25,127.24,0.02,435.28,0.00,-0.11,26.83,70.57
2019-12-23 18:10,46.82,27.93,594.00,2.70,168.47,107.09,408.44,132.44,0.02,394.18,0.00,-0.08,26.27,70.57
2019-12-23 18:15,43.04,19.42,611.44,0.00,168.46,107.19,415.15,120.90,0.02,390.31,0.00,-0.04,25.70,70.57
2019-12-23 18:20,39.26,17.78,646.62,13.44,168.76,107.08,435.95,102.94,0.02,368.93,0.00,-0.16,25.13,70.57
2019-12-23 18:25,35.47,16.81,686.90,0.00,168.37,107.11,433.94,86.78,0.02,356.89,0.00,-0.04,24.57,70.57
2019-12-23 18:30,31.69,16.25,745.16,0.01,165.93,107.63,397.70,81.42,0.02,388.07,0.00,-9.60,24.00,57.66
2019-12-23 18:35,30.60,21.94,808.35,0.58,27.10,107.76,428.57,80.56,0.02,376.26,0.00,-0.05,23.68,57.66
2019-12-23 18:40,29.51,22.57,877.28,0.10,20.00,107.87,397.03,75.89,0.02,323.97,0.00,-0.24,23.37,57.66
2019-12-23 18:45,28.41,16.42,909.83,13.63,20.46,108.06,360.79,78.48,0.02,303.30,0.00,-0.07,23.05,57.66
2019-12-23 18:50,27.32,10.97,986.87,0.00,21.27,108.18,331.26,78.35,0.02,251.43,0.00,-4.63,22.73,57.66
2019-12-23 18:55,26.23,10.10,1057.48,0.18,20.62,108.66,329.92,80.98,0.02,177.37,0.00,-5.26,22.42,57.66
2019-12-23 19:00,25.14,9.46,1153.57,0.00,20.75,108.62,328.58,79.23,0.02,78.22,0.00,-15.30,22.10,44.08
2019-12-23 19:05,22.73,7.05,1181.27,2.33,21.26,108.65,330.59,80.28,0.02,0.00,-0.37,-0.20,22.18,44.08
2019-12-23 19:10,20.32,6.50,1180.75,0.00,20.19,108.90,332.60,84.21,0.02,0.00,-56.44,-0.57,22.27,44.08
2019-12-23 19:15,17.91,5.51,1138.41,5.83,21.50,109.10,336.63,85.33,0.02,25.79,0.00,-0.22,22.35,44.08
2019-12-23 19:20,15.49,3.91,1138.51,16.24,20.66,109.36,332.60,76.37,0.02,31.54,0.00,-0.14,22.43,44.08
2019-12-23 19:25,13.08,2.58,1133.83,20.44,20.55,109.30,332.60,78.33,0.02,22.05,0.00,-0.07,22.52,44.08
2019-12-23 19:30,10.67,1.68,1108.44,7.55,21.26,109.27,331.93,80.41,0.02,31.02,0.00,-0.12,22.60,46.56
2019-12-23 19:35,9.17,1.64,1088.62,1.75,20.92,109.36,337.30,82.03,0.02,36.26,0.00,-0.21,22.68,46.56
2019-12-23 19:40,7.68,1.86,1106.23,11.06,20.97,109.35,336.63,81.27,0.02,43.39,0.00,0.00,22.77,46.56
2019-12-23 19:45,6.18,1.87,1122.94,9.92,20.23,109.39,337.30,78.35,0.02,53.99,0.00,-0.08,22.85,46.56
2019-12-23 19:50,4.68,1.56,1111.43,3.83,20.74,109.93,337.30,79.24,0.02,47.56,0.00,-0.20,22.93,46.56
2019-12-23 19:55,3.19,1.34,1112.06,4.29,20.86,110.37,337.97,83.13,0.02,38.05,0.00,-0.08,23.02,46.56
2019-12-23 20:00,1.69,1.34,1065.91,11.39,20.78,110.54,337.30,78.48,0.02,42.75,0.00,0.00,23.10,50.62
2019-12-23 20:05,1.41,0.52,981.14,20.88,20.68,110.47,337.97,80.69,0.02,125.43,0.00,-0.02,23.12,50.62
2019-12-23 20:10,1.13,-0.17,886.31,6.04,21.13,110.70,337.97,82.44,0.02,221.57,0.00,-0.16,23.13,50.62
2019-12-23 20:15,0.84,-0.48,843.05,10.11,20.19,111.04,337.30,81.05,0.02,285.01,0.00,-0.23,23.15,50.62
2019-12-23 20:20,0.56,-0.20,812.26,0.80,20.77,111.29,337.97,80.72,0.02,315.48,0.00,-0.06,23.17,50.62
2019-12-23 20:25,0.28,-0.20,792.26,9.26,20.68,111.09,337.97,76.41,0.02,340.56,0.00,0.00,23.18,50.62
2019-12-23 20:30,0.00,-0.20,752.73,12.53,20.46,110.91,337.97,76.32,0.02,501.25,0.00,0.00,23.20,68.00
2019-12-23 20:35,0.00,-0.20,711.69,12.70,29.14,98.84,336.63,76.52,0.02,453.11,0.00,-0.05,23.00,68.00
2019-12-23 20:40,0.00,-0.20,692.59,12.90,73.26,28.50,337.97,77.70,0.02,483.59,0.00,-0.04,22.80,68.00
2019-12-23 20:45,0.00,-0.20,661.92,2.50,85.33,28.50,337.97,83.45,0.02,482.36,0.00,-0.07,22.60,68.00
2019-12-23 20:50,0.00,-0.20,598.05,2.80,72.24,28.90,337.97,127.77,0.02,569.72,0.00,-0.08,22.40,68.00
2019-12-23 20:55,0.00,-0.20,570.71,0.60,64.59,29.00,339.99,145.20,0.02,600.42,0.00,-0.08,22.20,68.00
2019-12-23 21:00,0.00,-0.20,567.61,2.80,53.35,29.00,340.66,144.51,0.02,553.44,0.00,-0.18,22.00,67.43
2019-12-23 21:05,0.00,-0.20,577.61,0.00,92.56,29.00,337.97,142.41,0.02,578.69,0.00,-0.06,21.95,67.43
2019-12-23 21:10,0.00,-0.20,536.75,6.70,57.24,28.90,346.03,141.52,0.02,601.27,0.00,-0.09,21.90,67.43
2019-12-23 21:15,0.00,-0.20,499.33,8.60,37.61,28.90,346.03,143.98,0.02,662.96,0.00,-0.11,21.85,67.43
2019-12-23 21:20,0.00,-0.20,485.77,6.40,24.55,29.00,340.66,137.29,0.02,652.32,0.00,-0.07,21.80,67.43
2019-12-23 21:25,0.00,-0.20,464.46,0.50,20.60,29.00,340.66,138.28,0.02,684.33,0.00,-0.07,21.75,67.43
2019-12-23 21:30,0.00,-0.20,475.95,8.60,21.74,29.00,344.01,136.97,0.02,670.56,0.00,-0.09,21.70,67.98
2019-12-23 21:35,0.00,-0.20,490.54,14.88,21.44,29.00,340.66,145.02,0.02,624.72,0.00,0.00,21.65,67.98
2019-12-23 21:40,0.00,-0.20,500.73,11.30,47.73,28.80,342.00,136.27,0.02,435.19,0.00,-0.17,21.60,67.98
2019-12-23 21:45,0.00,-0.20,478.54,11.50,100.74,29.00,376.23,138.48,0.02,472.26,0.00,-0.16,21.55,67.98
2019-12-23 21:50,0.00,-0.20,438.78,5.01,154.35,28.90,347.37,146.51,0.02,507.17,0.00,-0.07,21.50,67.98
2019-12-23 21:55,0.00,-0.20,429.97,8.88,153.60,28.90,339.99,135.14,0.02,567.38,0.00,-0.08,21.45,67.98
2019-12-23 22:00,0.00,-0.20,400.12,1.23,107.45,29.00,342.67,146.04,0.02,588.91,0.00,-0.07,21.40,65.39
2019-12-23 22:05,0.00,-0.20,367.96,0.78,106.42,29.00,337.97,149.86,0.02,569.01,0.00,0.00,21.30,65.39
2019-12-23 22:10,0.00,-0.20,333.53,0.15,153.15,29.00,337.97,132.23,0.02,671.38,0.00,-0.17,21.20,65.39
2019-12-23 22:15,0.00,-0.20,327.13,0.00,62.68,29.00,337.30,131.84,0.02,729.63,0.00,-0.10,21.10,65.39
2019-12-23 22:20,0.00,-0.20,319.46,0.05,21.29,28.80,337.97,132.79,0.02,765.34,0.00,-0.06,21.00,65.39
2019-12-23 22:25,0.00,-0.20,312.08,6.53,20.13,28.90,344.01,135.79,0.02,724.19,0.00,0.00,20.90,65.39
2019-12-23 22:30,0.00,-0.20,330.14,0.28,20.60,28.90,337.97,132.18,0.02,522.02,0.00,-0.07,20.80,68.42
