date,Solar (Rooftop) -  MW,Solar (Utility) -  MW,Wind -  MW,Battery (Discharging) -  MW,Gas (Reciprocating) -  MW,Gas (OCGT) -  MW,Gas (CCGT) -  MW,Gas (Steam) -  MW,Distillate -  MW,Imports -  MW,Exports -  MW,Battery (Charging) -  MW,Temperature - C,Price - AUD/MWh
2019-12-21 16:55,268.70,199.24,747.02,1.26,20.72,0.00,204.05,164.72,0.02,0.00,-6.05,-0.09,20.25,56.28
2019-12-21 17:00,225.98,168.36,730.42,29.03,20.77,0.00,218.60,162.36,0.02,0.00,-6.95,-0.10,20.00,54.05
2019-12-21 17:05,216.91,144.21,751.25,0.00,20.34,0.00,204.45,174.14,0.02,21.78,0.00,-16.37,19.88,54.05
2019-12-21 17:10,207.85,138.67,766.52,0.00,20.45,0.00,202.31,173.46,0.02,39.27,0.00,-1.58,19.77,54.05
2019-12-21 17:15,198.78,158.09,771.28,2.41,20.25,0.00,204.80,181.96,0.02,68.77,0.00,-0.09,19.65,54.05
2019-12-21 17:20,189.71,167.90,763.62,0.00,20.34,0.00,203.40,177.17,0.02,71.09,0.00,-0.04,19.53,54.05
2019-12-21 17:25,180.65,164.88,780.12,31.34,19.99,0.00,205.87,191.09,0.02,63.78,0.00,-0.06,19.42,54.05
2019-12-21 17:30,171.58,174.94,779.33,0.00,19.14,0.00,204.20,177.78,0.02,24.29,0.00,-4.41,19.30,49.70
2019-12-21 17:35,164.09,136.53,768.34,0.00,20.98,0.00,213.51,176.95,0.02,68.22,0.00,-0.38,19.20,49.70
2019-12-21 17:40,156.60,129.83,761.51,15.91,19.93,0.00,294.27,180.40,0.02,36.72,0.00,-0.07,19.10,49.70
2019-12-21 17:45,149.11,128.92,783.05,34.19,20.05,0.00,301.20,184.11,0.02,29.51,0.00,-0.08,19.00,49.70
2019-12-21 17:50,141.62,126.29,792.30,23.77,20.48,0.00,312.61,177.18,0.02,32.75,0.00,-0.04,18.90,49.70
2019-12-21 17:55,134.13,126.52,826.09,0.00,20.39,0.00,303.44,176.54,0.02,0.00,-11.58,-0.38,18.80,49.70
2019-12-21 18:00,126.64,124.32,844.65,23.95,20.23,0.00,303.21,174.63,0.02,0.00,-58.82,-0.18,18.70,48.54
2019-12-21 18:05,120.98,120.59,859.42,18.46,20.22,0.00,308.42,182.71,0.02,0.00,-74.85,-0.10,18.67,48.54
2019-12-21 18:10,115.32,114.31,899.85,4.37,20.34,0.00,313.24,183.92,0.02,0.00,-35.36,-0.11,18.63,48.54
2019-12-21 18:15,109.66,108.70,882.08,0.50,20.08,0.00,304.34,181.19,0.02,0.00,-31.11,-38.08,18.60,48.54
2019-12-21 18:20,104.01,107.67,841.23,0.00,20.68,0.00,304.56,178.64,0.02,0.00,-24.32,-39.54,18.57,48.54
2019-12-21 18:25,98.35,102.57,856.44,24.87,20.74,0.00,312.27,185.11,0.02,0.57,0.00,-0.09,18.53,48.54
2019-12-21 18:30,92.69,98.64,865.45,23.98,20.33,0.00,320.12,182.94,0.02,7.02,0.00,-0.06,18.50,51.58
2019-12-21 18:35,88.40,91.70,865.66,27.66,20.92,0.00,317.34,188.29,0.02,0.00,-39.48,-0.14,18.48,51.58
2019-12-21 18:40,84.12,84.92,863.09,1.70,20.45,0.00,308.45,180.11,0.02,38.54,0.00,-0.18,18.47,51.58
2019-12-21 18:45,79.83,79.86,832.32,0.00,19.78,0.00,308.81,179.47,0.02,38.24,0.00,-7.64,18.45,51.58
2019-12-21 18:50,75.54,88.22,835.55,11.87,20.26,0.00,317.73,182.86,0.02,4.34,0.00,-9.10,18.43,51.58
2019-12-21 18:55,71.26,76.51,812.96,8.01,20.54,0.00,306.90,181.75,0.02,19.48,0.00,-0.08,18.42,51.58
2019-12-21 19:00,66.97,67.36,828.10,7.42,18.86,0.00,306.89,180.95,0.02,0.00,-4.84,-0.06,18.40,57.20
2019-12-21 19:05,59.97,58.61,829.60,0.00,20.22,0.00,329.49,177.80,0.02,28.40,0.00,-10.63,18.32,57.20
2019-12-21 19:10,52.97,50.50,863.89,0.00,20.60,0.00,347.02,176.96,0.02,40.72,0.00,-37.99,18.23,57.20
2019-12-21 19:15,45.97,46.03,890.46,0.00,20.54,0.00,348.59,172.73,0.02,0.00,-19.26,-40.05,18.15,57.20
2019-12-21 19:20,38.96,41.95,897.93,0.00,20.39,0.00,329.84,174.11,0.02,0.00,-12.48,-17.71,18.07,57.20
2019-12-21 19:25,31.96,34.74,912.61,0.00,19.75,0.00,310.21,181.04,0.02,12.15,0.00,-0.31,17.98,57.20
2019-12-21 19:30,24.96,26.75,896.49,0.00,21.03,0.00,309.21,179.74,0.02,0.00,-16.33,-37.40,17.90,54.33
2019-12-21 19:35,21.55,18.25,868.53,0.00,20.19,0.00,309.31,177.44,0.02,35.10,0.00,-5.56,17.77,54.33
2019-12-21 19:40,18.14,8.75,869.93,5.23,20.51,0.00,308.54,180.15,0.02,64.04,0.00,-0.16,17.63,54.33
2019-12-21 19:45,14.73,9.46,867.45,20.62,19.82,0.00,313.80,176.29,0.02,82.68,0.00,-0.18,17.50,54.33
2019-12-21 19:50,11.32,5.54,880.50,9.13,20.08,0.00,315.95,180.76,0.02,75.81,0.00,0.00,17.37,54.33
2019-12-21 19:55,7.91,4.27,889.83,0.40,20.33,0.00,309.18,183.14,0.02,72.00,0.00,-0.08,17.23,54.33
2019-12-21 20:00,4.50,3.10,914.39,16.15,19.58,0.00,317.45,174.24,0.02,42.61,0.00,0.00,17.10,50.01
2019-12-21 20:05,3.75,2.30,920.84,11.33,20.26,0.00,320.14,182.70,0.02,54.50,0.00,-0.07,16.95,50.01
2019-12-21 20:10,3.00,1.31,925.03,0.43,20.43,0.00,309.57,175.99,0.02,38.46,0.00,-0.38,16.80,50.01
2019-12-21 20:15,2.25,0.72,907.75,20.78,19.87,0.00,314.18,189.76,0.02,56.52,0.00,-0.13,16.65,50.01
2019-12-21 20:20,1.50,0.12,885.27,0.00,19.94,0.00,312.01,177.49,0.02,38.94,0.00,-7.63,16.50,50.01
2019-12-21 20:25,0.75,-0.20,853.11,0.66,19.65,0.00,309.32,176.39,0.02,75.15,0.00,-0.20,16.35,50.01
2019-12-21 20:30,0.00,-0.30,830.27,25.32,20.78,0.00,327.17,191.77,0.02,158.82,0.00,-0.22,16.20,56.77
2019-12-21 20:35,0.00,-0.30,831.63,8.10,19.94,0.00,324.14,122.23,0.02,204.20,0.00,-0.96,16.10,56.77
2019-12-21 20:40,0.00,-0.20,817.39,0.00,20.36,0.00,324.61,104.93,0.02,211.49,0.00,-0.13,16.00,56.77
2019-12-21 20:45,0.00,-0.20,767.58,34.55,20.97,0.00,325.29,103.32,0.02,256.03,0.00,-0.22,15.90,56.77
2019-12-21 20:50,0.00,-0.20,750.40,19.76,20.63,0.00,313.05,97.05,0.02,298.17,0.00,-0.13,15.80,56.77
2019-12-21 20:55,0.00,-0.20,788.93,1.26,20.04,0.00,314.13,104.17,0.02,206.75,0.00,-0.06,15.70,56.77
2019-12-21 21:00,0.00,-0.20,805.55,0.00,19.38,0.00,349.54,99.21,0.02,184.60,0.00,-18.25,15.60,58.23
2019-12-21 21:05,0.00,-0.20,819.57,15.56,20.07,0.00,355.68,102.42,0.02,200.94,0.00,-0.09,15.53,58.23
2019-12-21 21:10,0.00,-0.20,809.19,23.47,19.81,0.00,343.61,101.49,0.02,194.21,0.00,-0.13,15.47,58.23
2019-12-21 21:15,0.00,-0.20,779.45,17.55,20.78,0.00,340.10,101.95,0.02,238.50,0.00,-0.09,15.40,58.23
2019-12-21 21:20,0.00,-0.20,726.75,0.00,20.87,0.00,316.66,106.64,0.02,281.79,0.00,-0.14,15.33,58.23
2019-12-21 21:25,0.00,-0.20,705.91,0.00,20.40,0.00,309.63,103.82,0.02,303.43,0.00,-0.10,15.27,58.23
2019-12-21 21:30,0.00,-0.20,676.43,13.91,20.71,0.00,311.08,103.00,0.02,371.92,0.00,-0.06,15.20,59.78
2019-12-21 21:35,0.00,-0.20,656.22,4.61,20.52,0.00,294.69,99.83,0.02,391.08,0.00,-0.13,15.17,59.78
2019-12-21 21:40,0.00,-0.20,677.39,16.84,20.07,0.00,232.06,100.14,0.02,441.76,0.00,0.00,15.13,59.78
2019-12-21 21:45,0.00,-0.20,738.41,0.00,20.97,0.00,184.29,100.75,0.02,393.70,0.00,-27.84,15.10,59.78
2019-12-21 21:50,0.00,-0.20,736.49,20.41,21.27,0.00,178.25,97.51,0.02,371.86,0.00,-0.09,15.07,59.78
2019-12-21 21:55,0.00,-0.20,713.78,10.19,19.75,0.00,180.26,102.09,0.02,400.63,0.00,-0.08,15.03,59.78
2019-12-21 22:00,0.00,-0.20,705.62,33.75,20.11,0.00,194.36,96.95,0.02,428.20,0.00,-0.03,15.00,47.09
2019-12-21 22:05,0.00,-0.20,739.69,6.98,19.23,0.00,176.24,101.71,0.02,380.80,0.00,-0.09,15.00,47.09
2019-12-21 22:10,0.00,-0.20,769.83,19.52,19.99,0.00,176.91,101.10,0.02,368.17,0.00,-0.99,15.00,47.09
2019-12-21 22:15,0.00,-0.20,737.90,7.60,20.33,0.00,175.57,96.17,0.02,360.43,0.00,-0.18,15.00,47.09
2019-12-21 22:20,0.00,-0.20,727.99,13.50,19.94,0.00,178.25,97.37,0.02,391.76,0.00,-1.03,15.00,47.09
2019-12-21 22:25,0.00,-0.20,779.35,0.00,20.23,0.00,174.22,96.64,0.02,349.56,0.00,-2.66,15.00,47.09
2019-12-21 22:30,0.00,-0.20,805.77,0.00,20.05,0.00,174.22,101.25,0.02,314.50,0.00,-10.46,15.00,55.24
2019-12-21 22:35,0.00,-0.20,800.47,24.00,19.61,0.00,183.62,105.81,0.02,300.15,0.00,-0.08,15.03,55.24
2019-12-21 22:40,0.00,-0.20,815.75,19.11,20.72,0.00,188.32,106.30,0.02,266.90,0.00,-0.04,15.07,55.24
2019-12-21 22:45,0.00,-0.20,835.17,7.60,20.48,0.00,176.24,97.75,0.02,246.93,0.00,-0.09,15.10,55.24
2019-12-21 22:50,0.00,-0.20,843.49,26.32,20.66,0.00,183.62,101.56,0.02,226.71,0.00,-0.21,15.13,55.24
2019-12-21 22:55,0.00,-0.20,830.91,8.85,19.73,0.00,175.57,108.05,0.02,247.93,0.00,-0.09,15.17,55.24
2019-12-21 23:00,0.00,-0.20,817.24,0.00,20.45,0.00,173.55,98.79,0.02,251.34,0.00,-5.34,15.20,47.82
2019-12-21 23:05,0.00,-0.20,816.39,0.00,20.10,0.00,173.55,104.76,0.02,251.65,0.00,-10.00,15.18,47.82
2019-12-21 23:10,0.00,-0.20,807.29,0.80,19.73,0.00,173.55,101.49,0.02,283.04,0.00,-2.00,15.17,47.82
2019-12-21 23:15,0.00,-0.20,802.15,0.00,21.03,0.00,174.22,102.02,0.02,277.13,0.00,-11.78,15.15,47.82
2019-12-21 23:20,0.00,-0.20,830.31,0.00,19.97,0.00,174.22,97.64,0.02,260.53,0.00,-9.67,15.13,47.82
2019-12-21 23:25,0.00,-0.20,841.32,0.00,20.33,0.00,174.22,100.98,0.02,255.81,0.00,-2.15,15.12,47.82
2019-12-21 23:30,0.00,-0.20,837.57,0.00,20.33,0.00,174.89,96.39,0.02,234.45,0.00,-17.98,15.10,43.30
2019-12-21 23:35,0.00,-0.20,825.14,24.30,20.25,0.00,182.28,79.55,0.02,273.84,0.00,-0.98,15.12,43.30
2019-12-21 23:40,0.00,-0.20,830.61,0.86,20.75,0.00,174.22,81.04,0.02,256.33,0.00,-0.92,15.13,43.30
2019-12-21 23:45,0.00,-0.20,789.05,26.31,19.90,0.00,182.95,74.44,0.02,264.56,0.00,-0.90,15.15,43.30
2019-12-21 23:50,0.00,-0.20,798.19,3.21,20.57,0.00,175.57,78.95,0.02,282.60,0.00,0.00,15.17,43.30
2019-12-21 23:55,0.00,-0.20,819.95,19.65,20.49,0.00,180.93,83.25,0.02,327.67,0.00,-1.06,15.18,43.30
2019-12-22 00:00,0.00,-0.20,817.42,2.86,20.43,0.00,174.22,76.62,0.02,378.95,0.00,-0.09,15.20,61.61
2019-12-22 00:05,0.00,-0.20,834.69,0.80,20.42,0.00,211.13,78.21,0.02,408.97,0.00,-0.07,15.15,61.61
2019-12-22 00:10,0.00,-0.20,845.14,25.80,20.66,0.00,180.26,82.78,0.02,411.05,0.00,-0.11,15.10,61.61
2019-12-22 00:15,0.00,-0.20,846.67,2.91,20.10,0.00,209.79,79.55,0.02,428.89,0.00,0.00,15.05,61.61
2019-12-22 00:20,0.00,-0.20,864.41,5.36,20.42,0.00,184.29,81.39,0.02,393.53,0.00,-0.05,15.00,61.61
2019-12-22 00:25,0.00,-0.20,856.19,22.50,20.46,0.00,172.21,80.11,0.02,385.41,0.00,-0.06,14.95,61.61
2019-12-22 00:30,0.00,-0.20,898.99,2.40,20.23,0.00,172.88,81.71,0.02,402.84,0.00,-0.10,14.90,46.54
2019-12-22 00:35,0.00,-0.20,949.84,0.02,0.00,0.00,175.57,78.48,0.02,305.14,0.00,0.00,14.82,46.54
2019-12-22 00:40,0.00,-0.20,998.70,0.00,0.00,0.00,173.55,83.43,0.02,250.19,0.00,-13.60,14.73,46.54
2019-12-22 00:45,0.00,-0.20,1021.87,0.00,0.00,0.00,174.22,78.05,0.02,195.96,0.00,-8.73,14.65,46.54
2019-12-22 00:50,0.00,-0.20,1035.82,8.89,0.00,0.00,173.55,77.19,0.02,190.99,0.00,-0.92,14.57,46.54
2019-12-22 00:55,0.00,-0.20,1074.38,22.41,0.00,0.00,176.91,79.94,0.02,147.40,0.00,-0.07,14.48,46.54
2019-12-22 01:00,0.00,-0.20,1094.00,0.00,0.00,0.00,174.22,75.56,0.02,130.60,0.00,-1.81,14.40,42.07
2019-12-22 01:05,0.00,-0.20,1125.87,18.30,0.00,0.00,181.61,76.51,0.02,76.57,0.00,-0.05,14.43,42.07
2019-12-22 01:10,0.00,-0.20,1105.57,6.30,0.00,0.00,176.24,80.29,0.02,72.17,0.00,-0.04,14.47,42.07
2019-12-22 01:15,0.00,-0.20,1121.72,0.00,0.00,0.00,173.55,83.28,0.02,75.15,0.00,-3.70,14.50,42.07
2019-12-22 01:20,0.00,-0.20,1171.38,0.00,0.00,0.00,173.55,78.66,0.02,20.46,0.00,-35.31,14.53,42.07
2019-12-22 01:25,0.00,-0.20,1193.00,0.00,0.00,0.00,173.55,77.78,0.02,0.00,-66.57,-13.70,14.57,42.07
2019-12-22 01:30,0.00,-0.20,1189.93,0.00,0.00,0.00,173.55,85.73,0.02,0.00,-45.51,-5.86,14.60,34.01
2019-12-22 01:35,0.00,-0.20,1215.55,0.00,0.00,0.00,172.88,82.78,0.02,0.00,-124.90,-8.58,14.43,34.01
2019-12-22 01:40,0.00,-0.20,1245.74,0.40,10.35,0.00,174.22,78.98,0.02,0.00,-141.67,-0.87,14.27,34.01
2019-12-22 01:45,0.00,-0.20,1283.05,0.02,10.15,0.00,174.22,79.78,0.02,0.00,-186.81,-22.80,14.10,34.01
2019-12-22 01:50,0.00,-0.20,1259.42,0.00,10.18,0.00,174.22,83.35,0.02,0.00,-187.86,-6.61,13.93,34.01
2019-12-22 01:55,0.00,-0.20,1278.54,1.85,10.15,0.00,174.89,78.65,0.02,0.00,-196.42,0.00,13.77,34.01
2019-12-22 02:00,0.00,-0.20,1325.59,0.00,10.48,0.00,173.55,77.14,0.02,0.00,-253.35,-5.73,13.60,32.15
2019-12-22 02:05,0.00,-0.20,1283.82,0.10,18.54,0.00,173.55,81.10,0.02,0.00,-261.01,-0.17,13.65,32.15
2019-12-22 02:10,0.00,-0.20,1278.48,0.10,19.35,0.00,173.55,77.36,0.02,0.00,-272.86,-0.19,13.70,32.15
2019-12-22 02:15,0.00,-0.20,1264.43,9.60,19.36,0.00,180.26,80.91,0.02,0.00,-253.20,-1.03,13.75,32.15
2019-12-22 02:20,0.00,-0.20,1266.24,12.40,19.24,0.00,173.55,81.19,0.02,0.00,-257.71,-0.08,13.80,32.15
2019-12-22 02:25,0.00,-0.20,1257.62,0.70,19.42,0.00,174.22,84.01,0.02,0.00,-247.98,-0.21,13.85,32.15
2019-12-22 02:30,0.00,-0.20,1268.20,0.00,20.16,0.00,172.88,81.21,0.02,0.00,-245.61,-2.89,13.90,32.85
2019-12-22 02:35,0.00,-0.20,1268.95,0.40,19.14,0.00,173.55,82.73,0.02,0.00,-254.05,-1.00,14.02,32.85
2019-12-22 02:40,0.00,-0.20,1266.84,0.00,19.47,0.00,174.22,80.98,0.02,0.00,-273.64,-13.87,14.13,32.85
2019-12-22 02:45,0.00,-0.20,1279.06,0.00,19.90,0.00,174.22,81.67,0.02,0.00,-260.35,-0.20,14.25,32.85
2019-12-22 02:50,0.00,-0.20,1274.65,0.00,19.24,0.00,174.89,81.95,0.02,0.00,-272.97,-14.91,14.37,32.85
2019-12-22 02:55,0.00,-0.20,1243.84,0.00,19.55,0.00,174.89,79.86,0.02,0.00,-294.97,-18.60,14.48,32.85
2019-12-22 03:00,0.00,-0.20,1244.43,0.07,19.50,0.00,174.89,79.34,0.02,0.00,-299.63,0.00,14.60,29.20
2019-12-22 03:05,0.00,-0.20,1233.99,10.80,19.38,0.00,184.96,80.39,0.02,0.00,-266.36,-0.04,14.68,29.20
2019-12-22 03:10,0.00,-0.20,1226.65,0.00,19.07,0.00,173.55,77.35,0.02,0.00,-282.93,-3.70,14.77,29.20
2019-12-22 03:15,0.00,-0.20,1257.07,4.90,19.53,0.00,174.22,80.50,0.02,0.00,-286.53,-0.98,14.85,29.20
2019-12-22 03:20,0.00,-0.20,1261.61,3.91,19.06,0.00,180.26,77.61,0.02,0.00,-295.71,-0.03,14.93,29.20
2019-12-22 03:25,0.00,-0.20,1254.46,1.70,19.20,0.00,175.57,81.91,0.02,0.00,-321.04,0.00,15.02,29.20
2019-12-22 03:30,0.00,-0.20,1238.80,1.01,19.30,0.00,176.24,83.34,0.02,0.00,-276.15,-0.07,15.10,27.65
2019-12-22 03:35,0.00,-0.20,1254.78,5.40,19.42,0.00,170.20,81.07,0.02,0.00,-280.03,-1.92,15.12,27.65
2019-12-22 03:40,0.00,-0.20,1241.78,0.00,19.84,0.00,170.87,78.96,0.02,0.00,-269.31,-3.35,15.13,27.65
2019-12-22 03:45,0.00,-0.20,1252.14,0.01,19.17,0.00,169.53,78.90,0.02,0.00,-270.48,-0.51,15.15,27.65
2019-12-22 03:50,0.00,-0.20,1233.57,0.00,19.01,0.00,170.20,78.25,0.02,0.00,-259.85,-1.25,15.17,27.65
2019-12-22 03:55,0.00,-0.20,1215.21,15.10,18.85,0.00,169.53,78.97,0.02,0.00,-239.54,-0.20,15.18,27.65
2019-12-22 04:00,0.00,-0.20,1201.15,7.10,19.76,0.00,170.87,78.36,0.02,0.00,-219.39,-0.09,15.20,32.43
2019-12-22 04:05,0.00,-0.20,1181.42,0.20,18.66,0.00,170.20,77.99,0.02,0.00,-211.75,0.00,15.07,32.43
2019-12-22 04:10,0.00,-0.20,1174.77,0.20,19.44,0.00,169.53,79.33,0.02,0.00,-210.12,-0.03,14.93,32.43
2019-12-22 04:15,0.00,-0.20,1177.01,0.00,19.52,0.00,170.20,79.00,0.02,0.00,-211.54,-1.33,14.80,32.43
2019-12-22 04:20,0.00,-0.20,1178.47,0.00,19.59,0.00,170.20,83.21,0.02,0.00,-218.60,-0.62,14.67,32.43
2019-12-22 04:25,0.00,-0.20,1151.13,4.90,19.93,0.00,170.20,80.14,0.02,0.00,-191.57,-0.09,14.53,32.43
2019-12-22 04:30,0.00,-0.20,1130.73,0.00,19.24,0.00,169.53,77.94,0.02,0.00,-179.86,-0.85,14.40,32.82
2019-12-22 04:35,0.00,-0.20,1132.17,0.00,19.79,0.00,170.20,80.26,0.02,0.00,-161.33,-3.44,14.27,32.82
2019-12-22 04:40,0.00,-0.20,1132.64,0.00,21.06,0.00,170.20,81.27,0.02,0.00,-180.70,-1.42,14.13,32.82
2019-12-22 04:45,0.00,-0.20,1145.80,0.00,20.39,0.00,170.20,81.76,0.02,0.00,-177.63,-0.45,14.00,32.82
2019-12-22 04:50,0.00,-0.20,1134.80,12.83,21.15,0.00,169.53,78.86,0.02,0.00,-186.49,-0.08,13.87,32.82
2019-12-22 04:55,0.00,-0.20,1133.16,0.00,20.63,0.00,170.20,78.54,0.02,0.00,-176.77,-23.86,13.73,32.82
2019-12-22 05:00,0.00,-0.20,1139.85,6.03,21.55,0.00,170.20,78.18,0.02,0.00,-189.37,0.00,13.60,33.81
2019-12-22 05:05,0.01,-0.20,1155.02,7.40,20.83,0.00,180.93,84.19,0.02,0.00,-181.51,-0.07,13.83,33.81
2019-12-22 05:10,0.01,-0.20,1168.23,0.30,21.19,0.00,170.20,82.19,0.02,0.00,-198.40,-0.19,14.07,33.81
2019-12-22 05:15,0.02,-0.20,1171.78,0.00,20.86,0.00,169.53,81.91,0.02,0.00,-208.37,-15.87,14.30,33.81
2019-12-22 05:20,0.03,-0.20,1151.80,0.00,21.12,0.00,170.20,78.51,0.02,0.00,-220.41,-1.14,14.53,33.81
2019-12-22 05:25,0.03,-0.20,1144.74,0.00,21.19,0.00,170.20,79.86,0.02,0.00,-195.46,-1.08,14.77,33.81
2019-12-22 05:30,0.04,-0.20,1130.84,0.00,20.78,0.00,170.20,81.17,0.02,0.00,-207.93,-22.91,15.00,35.30
2019-12-22 05:35,1.65,-0.20,1127.27,22.82,20.81,0.00,170.20,78.44,0.02,0.00,-186.30,-1.94,14.77,35.30
2019-12-22 05:40,3.26,-0.20,1105.51,32.53,20.80,0.00,170.20,77.93,0.02,0.00,-156.78,-0.10,14.53,35.30
2019-12-22 05:45,4.87,-0.20,1099.34,1.24,20.75,0.00,170.20,77.87,0.02,0.00,-150.21,-0.19,14.30,35.30
2019-12-22 05:50,6.48,-0.20,1063.52,9.79,21.00,0.00,170.20,80.23,0.02,0.00,-128.41,-0.04,14.07,35.30
2019-12-22 05:55,8.09,-0.20,1041.18,2.00,20.52,0.00,170.20,79.10,0.02,0.00,-113.09,-0.06,13.83,35.30
2019-12-22 06:00,9.70,-0.20,1016.65,0.00,20.58,0.00,169.53,78.84,0.02,0.00,-98.89,-12.40,13.60,34.49
2019-12-22 06:05,15.84,-0.20,1026.37,0.00,20.40,0.00,170.20,79.50,0.02,0.00,-90.79,-18.59,13.75,34.49
2019-12-22 06:10,21.99,-0.20,1022.90,0.02,21.12,0.00,170.87,84.15,0.02,0.00,-106.25,-19.20,13.90,34.49
2019-12-22 06:15,28.13,1.40,1036.95,0.00,20.07,0.00,170.20,78.11,0.02,0.00,-66.25,-0.50,14.05,34.49
2019-12-22 06:20,34.27,2.16,1015.75,0.97,21.06,0.00,170.20,77.53,0.02,0.00,-94.72,-0.11,14.20,34.49
2019-12-22 06:25,40.42,3.00,1010.45,0.00,20.52,0.00,170.20,77.84,0.02,0.00,-103.54,-5.07,14.35,34.49
2019-12-22 06:30,46.56,3.65,1009.46,0.00,20.43,0.00,169.53,79.37,0.02,0.00,-107.72,-1.25,14.50,35.02
2019-12-22 06:35,58.51,4.21,1009.29,1.11,20.62,0.00,169.53,82.14,0.02,0.00,-105.83,-0.11,14.92,35.02
2019-12-22 06:40,70.45,4.77,995.49,0.00,20.97,0.00,170.20,83.90,0.02,0.00,-93.20,-36.30,15.33,35.02
2019-12-22 06:45,82.40,5.33,967.94,0.00,21.12,0.00,170.20,79.72,0.02,0.00,-85.93,-6.20,15.75,35.02
2019-12-22 06:50,94.35,6.41,958.71,2.56,20.42,0.00,169.53,77.16,0.02,0.00,-56.99,-0.88,16.17,35.02
2019-12-22 06:55,106.29,8.12,962.67,0.00,20.57,0.00,170.20,80.58,0.02,0.00,-54.26,-14.06,16.58,35.02
2019-12-22 07:00,118.24,9.69,943.01,1.79,20.55,0.00,169.53,80.82,0.02,0.00,-61.27,-0.07,17.00,35.67
2019-12-22 07:05,130.28,11.53,958.03,0.00,20.62,0.00,170.20,79.44,0.02,0.00,-70.24,-9.27,16.95,35.67
2019-12-22 07:10,142.32,13.73,959.34,0.00,20.40,0.00,170.20,77.30,0.02,0.00,-116.44,-12.97,16.90,35.67
2019-12-22 07:15,154.36,16.26,971.52,0.00,20.68,0.00,170.20,77.29,0.02,0.00,-124.21,-16.22,16.85,35.67
2019-12-22 07:20,166.40,19.11,961.68,8.50,21.19,0.00,170.20,77.91,0.02,0.00,-121.84,-0.08,16.80,35.67
2019-12-22 07:25,178.44,18.68,959.77,8.61,21.01,0.00,169.53,79.15,0.02,0.00,-140.84,-0.15,16.75,35.67
2019-12-22 07:30,190.48,21.26,935.82,14.77,20.91,0.00,178.92,78.11,0.02,0.00,-140.30,-0.15,16.70,28.15
2019-12-22 07:35,206.32,21.81,955.00,10.41,20.48,0.00,170.20,80.63,0.02,0.00,-152.52,-0.99,16.85,28.15
2019-12-22 07:40,222.17,26.85,940.26,29.40,20.77,0.00,170.20,80.92,0.02,0.00,-138.72,-0.18,17.00,28.15
2019-12-22 07:45,238.01,32.67,946.69,7.30,20.60,0.00,170.20,81.36,0.02,0.00,-136.82,-0.14,17.15,28.15
2019-12-22 07:50,253.85,36.96,924.63,0.00,20.69,0.00,169.53,76.23,0.02,0.00,-139.26,-4.84,17.30,28.15
2019-12-22 07:55,269.70,40.76,936.25,0.00,20.60,0.00,170.20,82.38,0.02,0.00,-156.71,-29.38,17.45,28.15
2019-12-22 08:00,285.54,49.08,934.08,0.00,20.60,0.00,170.20,77.94,0.02,0.00,-158.40,-13.13,17.60,21.22
2019-12-22 08:05,303.62,59.71,953.30,0.00,20.75,0.00,169.53,80.06,0.02,0.00,-200.00,-3.45,17.78,21.22
2019-12-22 08:10,321.69,83.51,929.23,0.00,20.55,0.00,170.20,83.26,0.02,0.00,-231.40,-39.90,17.97,21.22
2019-12-22 08:15,339.77,108.50,926.57,0.00,20.80,0.00,170.20,79.56,0.02,0.00,-269.60,-10.02,18.15,21.22
2019-12-22 08:20,357.85,100.02,942.42,0.00,20.83,0.00,170.20,78.74,0.02,0.00,-350.63,-17.30,18.33,21.22
2019-12-22 08:25,375.92,60.34,923.44,22.91,20.62,0.00,170.20,81.06,0.02,0.00,-262.14,-0.16,18.52,21.22
2019-12-22 08:30,394.00,133.25,924.17,0.00,21.24,0.00,170.20,79.20,0.02,0.00,-290.11,-8.01,18.70,11.27
2019-12-22 08:35,412.94,102.94,935.83,0.80,20.78,0.00,170.20,81.28,0.02,0.00,-345.45,-0.07,19.02,11.27
2019-12-22 08:40,431.88,82.07,950.23,1.30,20.40,0.00,170.87,82.33,0.02,0.00,-312.40,-0.09,19.33,11.27
2019-12-22 08:45,450.82,89.57,914.19,0.00,20.51,0.00,170.20,80.10,0.02,0.00,-360.48,-20.86,19.65,11.27
2019-12-22 08:50,469.76,69.32,922.01,1.60,21.03,0.00,170.20,79.52,0.02,0.00,-329.05,-1.07,19.97,11.27
2019-12-22 08:55,488.70,73.88,953.86,0.10,20.37,0.00,170.20,79.68,0.02,0.00,-350.86,-0.09,20.28,11.27
2019-12-22 09:00,507.64,88.94,960.70,0.00,21.00,0.00,170.87,80.79,0.02,0.00,-379.88,-12.32,20.60,8.70
2019-12-22 09:05,521.65,88.07,932.36,0.00,21.03,0.00,169.53,80.75,0.02,0.00,-381.45,-0.15,20.72,8.70
2019-12-22 09:10,535.67,126.46,939.90,0.00,20.86,0.00,170.20,78.93,0.02,0.00,-407.28,-40.07,20.83,8.70
2019-12-22 09:15,549.68,144.36,924.30,0.58,21.07,0.00,170.87,80.39,0.02,0.00,-472.36,-13.77,20.95,8.70
2019-12-22 09:20,563.70,167.30,878.50,0.00,20.48,0.00,170.20,82.58,0.02,0.00,-425.85,-23.12,21.07,8.70
2019-12-22 09:25,577.71,138.16,854.10,0.00,20.78,0.00,170.20,83.17,0.02,0.00,-394.59,-11.01,21.18,8.70
